input1,input1.1,input1.2,input1.3,input1.4,output1_delay4sec,output2_delay4sec,output3_delay4sec,output4_delay4sec,output5_delay4sec,output6_delay4sec,output7_delay4sec
47.08439,3.36057,688.37826,1.09264,-1.85748,1630.0,13.246,17.594,1113.1,79.495,516.3,436.08
47.34627,2.88572,688.50173,1.092845,-1.82292,1635.1,13.278,17.625,1122.8,79.034,516.05,436.1
47.12152,3.2853,688.75346,1.08438,-1.79013,1650.7,13.342,17.466,1148.2,78.946,514.43,435.21
47.27729,2.81264,688.87673,1.088655,-1.75867,1657.5,13.337,17.258,1156.7,79.191,513.35,434.41
47.11878,2.93023,689.12847,1.092525,-1.72279,1681.3,13.452,17.118,1197.7,78.697,511.19,433.41
47.25465,2.78559,689.26668,1.084465,-1.69052,1675.8,13.393,17.021,1185.9,79.365,511.05,432.94
47.2184,2.68157,689.61711,1.08464,-1.65763,1666.4,13.34,17.16,1171.6,79.448,511.55,432.95
47.215,2.79347,689.62888,1.08223,-1.62108,1694.2,13.448,16.827,1216.3,79.201,508.88,431.61
47.15487,2.86234,689.98873,1.082305,-1.59059,1697.3,13.445,16.746,1220.8,79.501,508.17,431.01
47.22776,2.63729,690.25396,1.07632,-1.55883,1706.7,13.477,16.715,1237.6,78.988,507.26,430.53
47.31,2.38187,690.37673,1.071365,-1.52815,1708.4,13.476,16.728,1241.4,78.868,506.9,430.23
47.15203,2.3891,690.62846,1.072865,-1.49218,1730.6,13.557,16.401,1276.9,79.124,504.51,428.87
47.32088,2.34723,690.75173,1.06728,-1.46168,1749.8,13.623,16.098,1307.7,79.438,502.34,427.61
47.03759,2.63132,691.00346,1.070665,-1.42992,1748.5,13.602,16.089,1304.9,79.854,501.98,427.13
47.25064,2.24698,691.12998,1.06824,-1.39867,1767.2,13.678,15.92,1338.9,79.18,500.27,426.36
47.09119,2.55138,691.48871,1.06749,-1.36305,1757.9,13.632,16.097,1323.9,79.257,500.87,426.46
47.20832,2.29327,691.50398,1.06296,-1.33016,1771.0,13.663,15.848,1344.5,79.446,499.29,425.48
47.23704,2.10091,691.86361,1.06438,-1.2987,1773.3,13.674,15.936,1351.5,78.97,499.01,425.3
47.24252,1.88496,691.87898,1.057315,-1.26283,1790.2,13.735,15.66,1381.3,79.141,496.98,424.14
47.18372,2.09149,692.23874,1.05337,-1.23056,1791.2,13.714,15.594,1380.8,79.463,496.52,423.65
47.20442,1.95346,692.52395,1.056125,-1.19909,1811.3,13.811,15.226,1421.9,79.935,493.69,422.06
47.1304,2.21341,692.62674,1.04624,-1.1617,1816.7,13.865,15.184,1444.0,79.387,492.58,421.54
47.15665,1.99563,692.89835,1.05448,-1.1318,1818.0,13.826,15.191,1437.8,79.569,492.58,421.3
47.16368,2.12,693.00173,1.04801,-1.10012,1814.6,13.964,14.98,1482.3,78.899,489.93,420.13
47.24224,1.84759,693.25336,1.044115,-1.06176,1825.5,13.848,15.122,1456.4,79.296,491.22,420.38
47.16171,1.69517,693.37998,1.04823,-1.0321,1825.3,13.938,14.973,1488.0,78.745,489.38,419.55
47.16642,1.65283,693.73871,1.04274,-1.00172,1818.9,13.991,14.704,1508.2,79.09,487.33,418.35
47.1991,1.74932,693.75088,1.03944,-0.97107,1835.5,13.933,14.716,1500.8,79.711,487.51,418.08
47.12991,1.74666,694.10953,1.03865,-0.93884,1818.6,14.01,14.507,1521.5,79.691,485.56,417.09
47.30676,1.38867,694.37906,1.03342,-0.90308,1797.7,14.057,14.454,1530.0,79.118,484.53,416.63
47.16522,1.66236,694.50173,1.03682,-0.87019,1793.7,14.068,14.395,1534.8,79.245,483.75,416.09
47.23964,1.44779,694.75346,1.039415,-0.83873,1760.5,14.143,14.073,1532.1,79.485,481.33,414.86
47.13329,1.30721,694.87673,1.03302,-0.8035,1784.5,14.093,14.277,1545.5,79.028,482.18,415.07
47.25179,1.11231,695.12846,1.02917,-0.77247,1811.4,14.054,14.253,1554.9,79.232,482.07,414.77
47.14333,1.45113,695.25498,1.026025,-0.73905,1767.2,14.147,13.93,1546.4,79.916,479.36,413.34
47.25114,1.2833,695.61371,1.020825,-0.70126,1784.6,14.203,13.729,1533.9,79.907,477.63,412.53
47.13053,1.43948,695.62898,1.021685,-0.67177,1846.5,14.25,13.77,1521.4,79.133,476.93,412.23
47.27771,1.25522,695.98861,1.019795,-0.64057,2047.7,14.321,13.537,1519.2,79.055,474.76,411.29
47.14545,1.28262,696.00398,1.020035,-0.60179,2010.3,14.309,13.602,1522.3,78.895,474.76,411.09
47.13036,0.95217,696.36374,1.021255,-0.57213,2098.0,14.333,13.478,1531.8,78.74,473.62,410.55
47.2315,0.83485,696.64895,1.01832,-0.54287,2089.4,14.329,13.448,1537.5,78.971,472.99,409.99
47.12109,0.9699,696.75173,1.01224,-0.51125,2040.5,14.312,13.295,1542.5,79.897,472.1,409.3
47.26056,0.75838,697.00336,1.014355,-0.47432,2176.0,14.348,13.162,1557.9,79.726,470.77,408.76
47.24393,0.7912,697.12673,1.007845,-0.44461,2460.9,14.415,13.006,1618.1,79.599,468.73,408.0
47.18967,0.91553,697.37846,1.01464,-0.41127,2363.7,14.392,12.987,1601.9,79.513,468.56,407.69
47.26308,0.99337,697.50498,0.999455,-0.37876,2719.3,14.455,12.793,1692.7,79.344,466.29,406.99
47.16745,0.59022,697.86371,0.99758,-0.34289,2352.3,14.388,13.037,1608.3,78.996,468.06,407.12
47.17671,0.60498,697.87898,1.000675,-0.31034,3481.0,14.491,12.631,1842.0,78.348,463.43,406.08
47.2216,0.65087,698.23873,1.00188,-0.27853,3709.6,14.488,12.329,1889.1,79.783,461.07,405.2
47.1337,0.64278,698.50396,1.001155,-0.2413,3354.8,14.489,12.42,1839.3,79.526,461.67,404.97
47.25762,0.31159,698.62673,0.998435,-0.21276,3230.5,14.486,12.481,1822.9,79.055,461.85,404.75
47.11047,0.68001,698.87846,0.99045,-0.18019,3308.3,14.487,12.419,1843.2,79.241,460.94,404.2
47.24259,0.45052,699.00173,0.98926,-0.14278,3617.8,14.487,12.195,1901.0,79.633,459.01,403.74
47.22504,0.15292,699.25346,0.989825,-0.11314,4702.5,14.451,12.097,2051.3,78.942,456.73,403.25
47.16334,0.19015,699.37998,0.9865,-0.07987,4889.6,14.443,11.971,2083.5,78.941,455.41,402.89
47.20259,0.23751,699.73871,0.98458,-0.05158,4805.3,14.446,11.823,2083.4,79.773,454.28,402.46
47.15388,0.27575,699.75398,0.985815,-0.01437,5344.1,14.425,11.718,2153.9,79.741,452.66,402.06
47.26663,-0.01821,700.11361,0.980135,-6e-05,5677.5,14.412,11.688,2195.8,79.313,451.85,401.81
47.22652,0.11753,700.1257,0.98461,2e-05,5467.1,14.419,11.718,2178.8,79.192,451.82,401.34
47.19574,0.22331,700.125,0.98149,0.0,6502.6,14.385,11.436,2297.3,79.602,448.85,401.4
47.26471,0.00625,700.125,0.987145,0.0,5676.9,14.411,11.62,2207.2,79.333,450.87,401.25
47.26763,0.10588,700.125,0.981765,0.0,6246.9,14.393,11.575,2267.1,79.138,450.0,401.27
47.32821,-0.04653,700.12406,0.981345,0.0,5243.7,14.427,11.648,2159.2,79.518,451.51,401.24
47.2734,0.35699,698.23718,0.975305,0.0,6194.0,14.394,11.544,2263.0,79.215,449.87,401.34
47.16625,1.01908,695.60419,0.97629,0.0,6271.2,14.392,11.473,2273.2,79.445,449.35,401.42
47.19928,1.25668,692.97879,0.978025,0.0,7485.5,14.358,11.486,2385.8,78.378,448.13,401.54
47.21114,1.7713,690.5598,0.971785,0.0,7292.7,14.364,11.817,2354.6,76.699,450.26,401.46
47.1876,2.0346,687.95699,0.97104,0.0,6941.5,14.373,11.999,2314.6,75.767,451.55,401.59
47.22349,2.38007,685.33119,0.96857,0.0,8278.2,14.341,12.085,2426.4,74.126,450.73,401.78
47.17307,2.9521,682.70626,0.97322,0.0,8450.0,14.337,12.194,2434.3,73.354,451.05,401.88
47.20435,3.63468,680.22929,0.974465,0.0,9020.8,14.325,12.314,2472.5,72.127,451.1,402.07
47.26184,3.86549,677.60391,0.976755,0.0,7989.5,14.348,12.741,2372.8,70.558,454.26,402.51
47.30748,3.98463,675.02167,0.97446,0.0,7736.2,14.355,13.16,2335.5,68.408,456.54,403.26
47.27877,4.3832,672.5589,0.9785,0.0,7256.2,14.367,13.378,2285.5,67.458,457.9,403.75
47.12184,5.16116,669.95699,0.96563,0.0,7745.2,14.355,13.392,2324.4,66.882,457.42,403.8
47.15902,5.52231,667.3312,0.966505,0.0,6906.9,14.377,13.735,2240.2,65.783,459.61,404.55
47.20856,5.54967,664.73207,0.97972,0.0,9783.5,14.312,13.75,2459.8,64.133,456.75,404.35
47.25901,5.94649,662.08076,0.98098,0.0,9584.0,14.316,14.01,2434.5,62.932,457.94,404.94
47.1382,6.68052,659.60429,0.96886,0.0,6683.0,14.383,14.45,2193.6,62.576,462.44,406.24
47.08112,7.20945,656.97889,0.96807,0.0,6440.4,14.391,14.759,2161.5,61.247,463.76,407.07
47.13348,7.31408,654.35379,0.96906,0.0,9060.2,14.328,14.825,2364.2,59.651,461.2,406.84
45.16048,7.60478,651.9348,0.97255,0.0,9256.8,14.324,15.146,2365.3,58.372,461.88,407.53
45.60565,8.00078,649.33199,0.98076,0.0,9029.0,14.329,15.28,2342.4,57.843,462.49,407.86
45.66951,8.51434,646.70619,0.98097,0.0,8227.1,14.346,14.784,2292.3,63.734,460.15,405.47
45.62379,8.64853,644.08126,0.967455,0.0,6512.2,14.389,15.475,2137.7,61.02,464.89,407.75
45.3441,9.41492,641.60429,0.972345,0.0,6481.2,14.391,15.868,2123.1,59.356,466.12,408.78
45.11264,9.73523,638.97889,0.973925,0.0,9421.8,14.321,15.541,2339.2,59.105,460.85,407.4
44.98021,10.24138,636.35379,0.974655,0.0,8317.5,14.345,16.128,2250.2,57.948,463.86,408.84
44.64035,10.44336,633.9348,0.97771,0.0,7974.0,14.353,16.313,2217.8,57.803,464.57,409.18
44.67251,10.95108,631.33199,0.975685,0.0,7825.7,14.357,16.671,2195.6,56.849,465.5,409.95
44.33112,11.12326,628.70619,0.976985,0.0,7177.0,14.373,16.753,2142.9,57.375,466.39,410.07
44.26506,11.69615,626.08128,0.97301,0.0,7616.9,14.363,17.129,2163.3,55.885,466.46,410.81
43.89221,12.06206,623.64727,0.97768,0.0,7341.1,14.369,17.129,2138.9,56.485,466.52,410.67
43.84886,12.67225,620.97809,0.973555,0.0,8213.4,14.349,17.463,2186.3,55.164,465.31,411.14
43.50602,12.93843,618.35379,0.9726,0.0,7212.4,14.373,17.699,2109.9,55.367,467.46,411.7
43.31022,13.26036,615.9348,0.97309,0.0,8112.3,14.352,18.097,2157.7,53.889,466.15,412.27
43.12246,13.66525,613.33199,0.98169,0.0,8326.9,14.347,18.093,2164.8,54.249,465.07,412.03
42.91063,14.11955,610.70619,0.97682,0.0,8223.6,14.35,18.275,2149.9,53.998,465.39,412.34
42.80591,14.42725,608.08126,0.974275,0.0,6422.1,14.395,18.777,2016.1,53.494,470.56,413.77
42.53383,14.62598,605.60429,0.97889,0.0,7430.7,14.369,18.907,2078.0,52.966,468.22,413.66
42.40297,15.56031,602.97889,0.972195,0.0,7985.0,14.356,19.051,2105.6,52.461,466.99,413.73
42.07599,15.96954,600.35369,0.974505,0.0,7004.7,14.38,19.181,2035.4,52.755,469.48,414.15
41.95279,16.24533,597.72879,0.97384,0.0,8469.7,14.346,19.753,2113.8,50.79,467.13,414.88
41.68224,16.35471,595.3098,0.97474,0.0,7964.4,14.357,19.949,2072.0,50.733,468.77,415.33
41.50764,17.2552,592.70699,0.97404,0.0,8115.4,14.354,20.094,2074.6,50.369,468.76,415.53
41.25831,17.32836,590.08119,0.975215,0.0,7917.8,14.358,20.013,2058.0,50.875,468.96,415.35
41.28944,17.56787,587.45626,0.97661,0.0,8091.1,14.355,20.662,2053.3,49.151,470.58,416.64
40.9331,18.12638,584.97929,0.975495,0.0,7833.2,14.361,20.567,2032.8,49.667,470.95,416.47
40.80545,18.66868,582.35396,0.97485,0.0,7538.1,14.368,20.857,2005.6,48.919,472.55,417.12
40.55369,18.82299,579.87283,0.970835,0.0,7787.8,14.363,21.013,2013.5,48.592,472.77,417.4
40.58148,19.14156,577.32729,0.97632,0.0,7939.4,14.359,21.35,2014.5,47.606,473.78,418.1
40.18574,19.79558,574.70649,0.97735,0.0,8838.3,14.339,21.143,2090.6,47.909,471.38,417.47
39.84276,20.07462,572.08119,0.97916,0.0,7629.3,14.367,21.614,1981.8,47.014,475.69,418.74
39.81168,20.47448,569.45626,0.977765,0.0,7421.1,14.372,21.845,1956.2,46.577,477.58,419.39
39.41398,20.99425,566.97934,0.97339,0.0,7044.3,14.382,21.844,1924.4,46.869,478.87,419.53
39.35186,21.39324,564.46173,0.9764,0.0,7344.8,14.375,22.082,1939.0,45.933,479.32,420.05
39.18456,21.73842,561.73029,0.976355,0.0,8302.8,14.352,21.986,2018.5,45.761,477.72,419.82
38.99954,21.98472,559.3096,0.97615,0.0,7652.5,14.368,22.336,1951.5,44.96,480.7,420.82
38.77185,22.66973,556.70699,0.97046,0.0,7668.4,14.368,22.445,1949.2,44.55,481.52,421.18
38.68203,22.96424,554.08124,0.97387,0.0,7716.3,14.366,22.462,1952.4,44.423,481.89,421.31
38.3578,23.23786,551.56301,0.977875,0.0,9000.8,14.338,22.516,2097.1,43.263,480.41,421.53
38.23761,23.81159,548.97989,0.97836,0.0,8235.0,14.355,22.772,1999.9,42.818,483.26,422.36
37.89823,24.03918,546.35369,0.980485,0.0,7370.1,14.376,22.856,1907.6,43.091,485.94,422.88
37.96922,24.36314,543.72869,0.974645,0.0,7279.4,14.378,23.143,1891.7,42.021,487.96,423.87
37.48376,25.16796,541.10379,0.973585,0.0,6839.5,14.39,23.11,1850.5,42.388,489.36,424.11
37.5853,25.26435,538.68484,0.97958,0.0,8089.2,14.359,23.116,1984.8,41.14,487.17,424.09
37.13165,25.74971,536.16285,0.973595,0.0,8339.2,14.354,23.167,2015.7,40.403,488.34,424.86
36.83064,26.22757,533.45744,0.9788,0.0,7049.7,14.385,23.56,1858.7,40.084,492.47,426.07
36.76056,26.26955,530.93803,0.97517,0.0,8347.1,14.354,23.232,2024.7,39.722,489.69,425.64
36.51595,27.0643,528.39786,0.97703,0.0,7227.8,14.381,23.505,1875.6,39.58,493.87,427.15
36.48693,27.4168,525.7279,0.976145,0.0,8006.9,14.362,23.316,1985.5,39.303,491.75,426.63
36.15357,27.89979,523.12328,0.979165,0.0,7619.5,14.372,23.64,1925.0,38.095,495.11,428.45
36.07105,28.07237,520.6844,0.97874,0.0,7818.0,14.367,23.756,1954.3,37.155,495.75,429.08
35.75245,28.6329,518.08199,0.98213,0.0,7181.7,14.383,23.907,1867.3,36.992,498.6,430.55
35.64529,29.03944,515.45619,0.976925,0.0,7273.8,14.381,23.916,1883.5,36.659,498.81,430.87
35.45192,29.15193,512.83126,0.97642,0.0,6583.0,14.399,24.132,1793.0,36.33,502.17,432.8
35.18758,29.63873,510.35429,0.97458,0.0,7678.5,14.372,24.0,1944.6,35.226,500.24,432.51
34.8861,30.20557,507.72889,0.9727,0.0,7788.2,14.369,23.9,1971.3,35.393,499.98,432.59
34.94293,30.35886,505.10379,0.976595,0.0,8200.3,14.36,23.858,2041.7,34.924,500.04,433.06
34.54766,30.82783,502.68484,0.97801,0.0,8632.2,14.351,23.821,2117.9,34.543,500.28,433.57
34.48636,31.18191,500.16285,0.9809,0.0,7772.8,14.37,24.119,1979.3,34.115,503.32,435.09
34.0845,31.64853,497.45739,0.97129,0.0,7476.1,14.377,24.14,1935.6,34.396,505.04,436.3
34.15243,31.81669,494.83116,0.97791,0.0,6877.0,14.393,24.4,1843.6,33.873,507.93,437.93
33.8346,32.26786,492.35435,0.97681,0.0,8981.1,14.344,23.854,2201.8,34.653,502.92,435.34
33.55366,32.87285,489.85618,0.97428,0.0,7515.4,14.377,24.305,1956.2,33.893,507.7,437.93
33.33148,33.28114,487.21273,0.976075,0.0,7759.5,14.371,24.236,2002.4,34.31,507.99,438.14
33.12547,33.59668,484.48024,0.978575,0.0,8327.0,14.359,24.175,2101.7,34.465,508.0,438.1
32.92952,34.05286,482.15995,0.97095,0.0,7938.1,14.368,24.294,2039.7,34.572,510.09,439.23
32.73838,34.40721,479.45769,0.97315,0.0,7404.5,14.381,24.424,1954.8,34.776,512.35,440.44
32.58332,34.87232,476.83109,0.97937,0.0,9106.7,14.343,24.072,2251.4,35.546,508.89,438.12
32.40117,35.27146,474.20626,0.973775,0.0,8609.2,14.353,24.208,2172.0,35.665,511.12,439.27
32.40329,35.48194,471.72929,0.97679,0.0,7259.4,14.385,24.629,1940.6,34.968,516.28,442.23
31.92373,35.98789,469.10389,0.977675,0.0,8485.3,14.357,24.357,2158.1,35.734,513.89,440.47
31.9219,36.35956,466.47879,0.98152,0.0,7823.2,14.372,24.604,2048.5,35.227,516.52,441.87
31.67151,36.6068,464.05988,0.97752,0.0,7639.3,14.376,24.542,2023.0,36.411,517.91,442.46
31.37473,37.30578,461.62412,0.98173,0.0,6837.2,14.397,24.896,1885.6,35.472,521.62,444.48
31.13135,37.50515,458.86001,0.981805,0.0,7684.0,14.376,24.597,2041.3,36.741,519.54,442.91
31.07262,37.82985,456.28643,0.9805,0.0,6809.7,14.398,24.908,1887.4,36.289,524.04,445.37
30.71385,38.4162,453.74978,0.97371,0.0,6796.5,14.398,24.826,1894.7,37.239,524.35,445.26
30.48323,38.76494,451.10329,0.97549,0.0,7073.0,14.391,24.822,1947.1,37.207,524.6,445.09
30.43896,39.18743,448.47879,0.97463,0.0,8558.0,14.357,24.356,2207.3,38.529,521.75,442.92
30.10402,39.60181,446.0598,0.98021,0.0,8166.2,14.366,24.427,2146.0,38.88,523.67,443.77
30.14371,39.85387,443.45699,0.98068,0.0,8366.6,14.362,24.465,2182.0,38.49,524.58,443.96
29.79133,40.28784,440.83123,0.97405,0.0,7164.0,14.39,24.745,1978.5,38.651,528.95,446.26
29.60616,40.67773,438.28734,0.98085,0.0,7070.9,14.392,24.875,1966.2,38.116,530.28,446.72
29.39339,40.99865,435.97308,0.98232,0.0,8516.4,14.359,24.283,2221.7,39.807,526.98,444.32
29.2819,41.17372,433.93362,0.982345,0.0,7048.7,14.393,24.757,1971.7,39.122,532.41,447.13
29.54563,40.89812,435.76892,0.976565,0.0,6749.5,14.401,24.804,1923.9,39.341,534.17,447.74
29.59969,40.63254,438.61321,0.983965,0.0,6747.0,14.401,24.77,1928.8,39.636,534.66,447.7
30.01467,40.11774,441.03162,0.976155,0.0,7969.1,14.371,24.447,2137.4,39.733,530.39,445.6
30.07542,39.72513,443.87298,0.97999,0.0,6409.1,14.41,24.964,1858.9,38.776,534.23,448.23
30.32441,39.28281,446.23609,0.979345,0.0,8045.5,14.369,24.54,2141.2,38.915,528.14,445.1
30.40366,38.95572,448.82243,0.987855,0.0,7212.4,14.389,24.743,1993.1,38.773,529.24,446.17
30.73308,38.68729,451.48711,0.987685,0.0,7341.0,14.385,24.731,2012.6,38.503,527.7,445.61
30.76209,37.8403,454.09849,0.99193,0.0,5618.5,14.432,25.227,1707.9,37.533,532.02,448.59
31.12256,37.54646,456.68527,0.985535,0.0,5648.0,14.431,25.339,1705.2,36.423,531.55,448.68
31.12034,37.22373,459.21983,0.98192,0.0,4848.7,14.455,25.305,1585.8,37.415,531.22,448.96
31.52096,36.8044,461.68561,0.986695,0.0,6046.6,14.418,25.053,1772.1,37.005,526.85,446.59
31.51982,36.36378,464.49741,0.98552,0.0,6766.9,14.399,24.724,1894.1,37.888,523.41,444.77
31.92718,35.99397,467.11421,0.98609,0.0,5809.0,14.425,25.101,1725.1,36.21,525.67,446.5
32.1375,35.7204,469.32838,0.980205,0.0,6029.9,14.418,24.869,1760.7,37.027,523.35,445.41
32.19847,35.37327,472.09759,0.983845,0.0,5913.9,14.422,25.017,1735.3,35.694,523.18,445.59
32.49651,34.97026,474.68536,0.98094,0.0,7098.2,14.389,24.717,1930.3,35.773,518.97,443.18
32.64971,34.40269,477.20024,0.98714,0.0,6347.2,14.409,24.825,1798.2,35.578,520.09,444.19
32.93139,34.1089,479.87211,0.98023,0.0,6932.5,14.393,24.697,1891.7,35.201,517.45,442.78
33.04449,33.77747,482.48919,0.985135,0.0,5686.5,14.427,24.903,1692.7,34.919,519.57,444.37
33.22886,33.39038,485.06612,0.98865,0.0,7065.2,14.389,24.593,1906.5,34.769,514.82,441.61
33.48215,33.04055,487.71148,0.985005,0.0,6066.1,14.416,24.792,1741.3,34.343,516.87,443.08
33.72168,32.52035,490.06351,0.98471,0.0,5386.7,14.436,24.935,1646.8,33.993,518.02,443.92
33.75065,32.02645,492.68578,0.990515,0.0,6080.4,14.415,24.759,1737.9,33.823,515.03,442.2
34.08285,31.63641,495.24395,0.99118,0.0,6129.9,14.414,24.678,1746.0,33.924,513.5,441.31
34.19917,31.17329,497.73448,0.991525,0.0,5025.4,14.447,24.781,1613.5,34.595,515.37,442.44
34.52878,30.79451,500.29938,0.983845,0.0,4902.1,14.451,24.859,1603.1,34.294,515.05,442.06
34.44045,30.66924,503.06843,0.98327,0.0,4835.0,14.453,24.744,1601.5,34.934,513.86,441.23
34.93128,30.39102,505.523,0.98361,0.0,6272.9,14.408,24.405,1764.0,34.617,508.48,438.05
35.10012,29.82222,508.31544,0.985445,0.0,6384.9,14.405,24.262,1775.3,35.145,507.48,437.56
35.25373,29.45407,510.79827,0.989395,0.0,6314.8,14.407,24.475,1760.8,34.301,507.66,437.24
35.5996,29.01933,513.13631,0.97849,0.0,5943.8,14.418,24.418,1720.1,35.237,507.12,436.48
35.65549,29.23323,513.7553,0.97843,0.0,5194.0,14.441,24.54,1647.7,35.947,508.52,436.64
35.66592,29.12884,513.7504,0.9811,0.0,7342.9,14.38,24.037,1902.3,35.417,501.07,432.89
35.58428,29.10207,513.75,0.981735,0.0,7361.0,14.379,24.169,1898.1,34.8,501.86,433.36
35.66368,29.00575,513.75,0.98041,0.0,6802.1,14.394,24.259,1821.6,35.183,503.14,433.79
35.62724,29.10321,513.75,0.97922,0.0,6671.2,14.397,24.223,1805.9,35.502,503.27,433.85
35.59559,28.9451,513.75008,0.97782,-1e-05,6941.5,14.39,24.167,1842.8,35.421,502.3,433.34
35.19135,28.9307,513.90047,0.98691,-0.02789,7191.3,14.383,24.13,1876.2,35.221,501.84,433.25
34.95076,28.36298,514.24589,0.989465,-0.07716,7483.6,14.376,23.967,1923.0,35.575,500.39,432.54
34.55447,28.17703,514.6203,0.98935,-0.127,5643.9,14.427,24.112,1692.2,37.351,505.44,434.87
34.14969,27.80899,515.02521,0.98615,-0.17123,5154.1,14.442,23.754,1650.6,39.625,505.25,434.55
33.77167,27.51384,515.25077,0.98341,-0.21829,5164.6,14.442,23.344,1649.0,41.348,504.46,434.43
33.37885,27.17643,515.59018,0.986945,-0.26761,5744.7,14.424,22.683,1707.2,43.446,501.09,432.99
32.9989,26.8899,515.95668,0.98925,-0.31784,6261.9,14.409,22.096,1768.0,45.435,498.34,431.82
32.54554,26.35704,516.3207,0.99234,-0.36376,5566.9,14.43,21.702,1690.5,47.866,499.24,432.32
32.06424,26.05333,516.71629,0.98353,-0.40875,5132.5,14.444,21.275,1647.1,50.13,499.6,432.62
31.64591,26.02172,516.90169,0.989475,-0.45804,4585.7,14.462,20.618,1601.8,53.346,499.39,432.55
31.43479,25.35361,517.27589,0.99117,-0.50786,6171.0,14.412,19.69,1770.6,56.22,492.73,429.37
30.91444,25.29832,517.65109,0.98676,-0.55384,5055.3,14.447,19.481,1640.5,58.042,496.06,431.37
30.50631,24.69951,518.02601,0.99024,-0.59919,4747.2,14.457,18.859,1616.4,60.9,495.08,430.68
30.12611,24.27945,518.25067,0.988245,-0.64847,5515.5,14.432,18.224,1692.3,63.694,491.85,429.27
29.67092,24.45425,518.59019,0.98757,-0.69829,4880.7,14.453,17.538,1630.9,67.245,491.72,429.21
29.33188,23.91579,518.96609,0.98898,-0.74463,5212.3,14.442,16.862,1667.9,70.682,489.02,427.76
28.8621,23.54404,519.34109,0.99063,-0.78814,5327.1,14.439,16.559,1673.2,72.757,489.0,428.03
28.55055,23.04226,519.71598,0.991275,-0.83888,5062.8,14.448,15.945,1648.3,76.187,487.97,427.44
28.21696,22.60895,519.8717,0.98505,-0.88675,4773.3,14.458,15.35,1619.7,79.858,487.35,427.2
27.7097,22.65897,520.27499,0.98514,-0.93259,4657.7,14.462,14.806,1610.1,83.293,486.09,426.45
27.41129,22.04588,520.65107,0.991685,-0.98486,5718.5,14.427,14.17,1740.7,88.125,480.85,423.31
27.07307,21.6865,520.99603,0.987045,-1.02699,5693.9,14.428,13.798,1734.1,91.413,480.68,423.36
26.45799,21.36942,521.24997,0.991715,-1.07692,4571.5,14.466,13.414,1600.8,94.046,482.6,424.49
26.01123,21.17718,521.58079,0.98903,-1.12172,5324.1,14.44,12.92,1692.6,98.873,478.44,421.93
25.66485,20.89041,521.96629,0.98778,-1.17413,4557.8,14.467,12.494,1600.5,103.26,479.56,422.72
25.21925,20.7026,522.34109,0.98714,-1.21869,4974.9,14.452,12.092,1649.1,108.22,476.96,421.11
24.96633,19.91339,522.71598,0.989325,-1.26779,5173.2,14.446,11.766,1674.7,112.49,475.18,419.94
24.61372,19.62086,522.87169,0.990055,-1.313,5274.1,14.443,11.455,1688.6,117.09,473.81,419.07
24.18715,19.49275,523.24509,0.98376,-1.36442,4912.7,14.456,11.152,1645.8,121.47,472.43,417.97
23.81477,19.02986,523.62039,0.98973,-1.40797,4797.2,14.46,10.93,1630.6,125.46,471.69,417.39
23.28691,18.70295,523.99533,0.98985,-1.45509,5831.6,14.426,10.538,1784.7,132.18,467.38,414.45
22.85964,18.39384,524.24997,0.995525,-1.50491,4844.6,14.46,10.437,1636.1,135.13,469.0,415.37
22.52941,18.07868,524.59019,0.983115,-1.55077,4826.8,14.461,10.161,1634.3,141.34,467.46,414.18
22.20149,17.7005,524.96609,0.977895,-1.60303,4017.5,14.491,10.121,1534.0,144.19,469.37,415.3
21.80769,17.45946,525.34098,0.98429,-1.64804,5917.0,14.424,9.5394,1813.4,154.19,461.62,409.66
21.34351,17.14083,525.4967,0.988795,-1.69732,6852.5,14.397,9.1858,1992.6,161.14,458.23,406.96
20.98204,16.78188,525.89999,0.98964,-1.74566,5709.5,14.432,9.1968,1778.2,163.78,460.4,408.26
20.44232,16.36562,526.27607,0.988565,-1.7931,4989.9,14.458,9.1267,1657.6,168.16,461.44,408.66
20.07504,16.08517,526.62103,0.98671,-1.837,4862.8,14.463,8.9653,1638.2,173.23,460.86,407.92
19.75864,15.66738,526.87497,0.993245,-1.88575,5028.8,14.458,8.6804,1666.7,181.45,459.1,406.33
19.31441,15.46197,527.21519,0.993445,-1.93706,5316.5,14.448,8.4557,1715.8,187.65,457.78,405.22
18.93789,14.82951,527.59109,0.987035,-1.98392,4344.9,14.484,8.4844,1566.9,190.08,459.5,405.94
18.55993,14.88899,527.96608,0.98759,-2.02742,4317.4,14.486,8.3293,1560.7,195.99,459.16,405.49
18.24097,14.33066,528.3316,0.984855,-2.07618,5265.7,14.451,7.8754,1713.2,206.68,455.79,403.49
17.80326,14.08622,528.52679,0.98967,-2.12602,5178.0,14.455,7.8207,1693.2,210.42,456.2,403.68
17.29617,13.58979,528.90089,0.98794,-2.17433,5599.4,14.441,7.527,1777.0,218.34,454.59,403.1
16.94573,13.42587,529.27609,0.99007,-2.21933,4864.3,14.468,7.5146,1642.5,222.64,455.76,403.41
16.57946,13.00214,529.65101,0.98874,-2.26714,5120.6,14.459,7.2327,1691.8,232.25,454.39,403.08
16.23904,12.49515,529.87567,0.985975,-2.31842,4803.7,14.471,7.1847,1634.6,236.34,454.92,403.27
