in1,in2,in3,in4,in1,in2,,,
-23.501,23.905,2000,167.7,1693.4,2403.1,,,
-22.907,23.122,2000,171.52,1704.5,2395.9,,,
-22.58,22.6,2000,172.07,1708.5,2392.9,,,
-22.302,21.787,2000,168.1,1707,2392.7,,,
-21.647,21.618,2000,168.57,1706.7,2391.9,,,
-21.55,21.028,2000,171.1,1715.9,2386.5,,,
-20.679,20.007,2000,172.52,1722.2,2380.6,,,
-20.062,19.079,2000,168.23,1714.4,2380.3,,,
-19.754,18.998,2000,167.8,1709.8,2380.6,,,
-19.782,18.1,2000,170.74,1722.2,2373.1,,,
-19.093,17.326,2000,171.18,1714.2,2369.2,,,
-18.267,16.721,2000,170.15,1693.5,2367.7,,,
-18.316,15.826,2000,167.43,1689.9,2365.6,,,
-17.422,15.556,2000,170.35,1671.6,2362.2,,,
-17.275,15.05,2000,170.25,1667.6,2359.8,,,
-16.912,13.983,2000,172.8,1664.9,2352.1,,,
-16.054,13.428,2000,168.36,1626.6,2354.1,,,
-15.46,13.122,2000,167.71,1606.8,2353.6,,,
-15.266,11.987,2000,172.4,1616.3,2343.5,,,
-14.81,11.193,2000,172.39,1604.3,2339.7,,,
-14.202,10.823,2000,167.57,1574.3,2342.9,,,
-13.79,10.099,2000,169.15,1568.1,2338,,,
-13.323,91.448,2000,171.96,1563.1,2330.8,,,
-12.611,87.021,2000,169.49,1535.5,2331.4,,,
-12.666,79.955,2000,168.05,1532.6,2329,,,
-12.227,76.746,2000,171.78,1527.4,2324.2,,,
-11.157,65.272,2000,171.88,1484.1,2319.1,,,
-11.008,59.201,2000,169,1464.6,2318.8,,,
-10.488,56.457,2000,169.53,1442.2,2317.3,,,
-10.211,44.671,2000,169.65,1410,2311.3,,,
-93.086,38.808,2000,170.31,1356.9,2308.4,,,
-91.049,30.695,2000,169.83,1322.6,2304.8,,,
-86.556,29.861,2000,168.95,1294.1,2305.6,,,
-8.899,21.275,2000,170.16,1282.5,2299.8,,,
-77.939,18.345,2000,170.74,1212.6,2298.7,,,
-71.367,11.529,2000,170.7,1148.8,2295.8,,,
-6.889,0.24781,2000,171.96,1102.7,2290.1,,,
-63.629,-0.97403,2000,171.18,1021.3,2285,,,
-56.851,-15.499,2000,172.34,964.71,2281.5,,,
-5.518,-18.864,2000,166.29,924.07,2285.6,,,
-49.907,-30.988,2000,170.28,863.8,2276.1,,,
-43.815,-33.853,2000,170.82,824.23,2274.6,,,
-4.065,-41.984,2000,172.1,784.3,2269.5,,,
-30.428,-47.069,2000,165.94,702.98,2273.5,,,
-31.043,-48.286,2000,170.88,714.89,2268.2,,,
-22.477,-60.643,2000,172.78,643.29,2260.8,,,
-23.249,-60.663,2000,168.19,635.28,2265,,,
-24.285,-63.382,2000,169.06,633.86,2262.7,,,
-10.792,-74.762,2000,172.85,554.27,2254.4,,,
-16.047,-73.363,2000,169.98,572.8,2257.4,,,
-19.566,-67.198,2000,167.81,599.65,2262.3,,,
-19.783,-59.916,2000.1,169.93,626.86,2264.1,,,
-24.936,-54.126,1999.9,173.27,675.04,2263.5,,,
-27.304,-46.601,2000,168.66,697.27,2271.5,,,
-39.532,-41.594,2000,168.69,770.81,2273,,,
-42.024,-31.282,2000,169.35,820.01,2277.5,,,
-4.695,-26.182,2000,173.82,876.25,2275.4,,,
-52.482,-1.713,2000,166.49,916.72,2286.6,,,
-52.747,-11.105,2000,171.31,955.81,2285.1,,,
-61.379,-0.39294,2000,171.64,1033,2287.8,,,
-5.763,0.51096,2000,166.51,1030.9,2297.5,,,
-60.657,0.097668,2000,169.76,1042.3,2292.1,,,
-71.683,15.946,2000,171.44,1170.2,2297.3,,,
-80.554,22.233,2000,169.84,1238.6,2301.3,,,
-85.188,22.585,2000,170.69,1268,2300.3,,,
-85.018,33.079,2000,169.85,1299,2306.6,,,
-8.861,36.866,2000,168.78,1325.4,2309.2,,,
-97.591,46.936,2000,170.98,1398.5,2311.6,,,
-10.474,52.193,2000,169.37,1434.4,2315.3,,,
-10.705,61.436,2000,169.3,1456.7,2319.9,,,
-11.166,58.817,2000,169.75,1472,2317.7,,,
-10.921,66.169,2000,169.64,1470.8,2321.8,,,
-11.728,77.179,2000,168.26,1502.6,2328.2,,,
-12.155,84.223,2000,168.07,1517.7,2331.6,,,
-12.831,91.383,2000,169.79,1542.8,2333.2,,,
-13.701,10.007,2000,173.07,1575.9,2333.9,,,
-14.18,10.656,2000,168.49,1576.5,2341.2,,,
-14.784,11.24,2000,167.9,1591.5,2344.2,,,
-14.55,11.651,2000,172.86,1596.5,2341.9,,,
-14.87,12.286,2000,169,1594.2,2348.6,,,
-16.104,13.403,2000,166.36,1622.8,2355.8,,,
-16.176,13.766,2000,169.7,1633.5,2354.5,,,
-16.666,14.522,2000,170.98,1651.2,2356.8,,,
-16.761,15.202,2000,172.25,1656.5,2359.1,,,
-17.894,15.893,2000,168.47,1680.3,2365.3,,,
-18.31,16.839,2000,167.06,1686.5,2371.2,,,
-18.723,17.292,2000,172.19,1708.5,2368.4,,,
-18.97,17.872,2000,172.1,1711.6,2371.3,,,
-19.574,19.018,2000,166.86,1704.9,2381.7,,,
-19.839,19.322,2000,171.64,1717.1,2378.5,,,
-20.363,19.953,2000,172.73,1720.4,2380.4,,,
-20.851,20.783,2000,167.24,1706.7,2389.5,,,
-21.418,21.383,2000,170.74,1711.6,2388.8,,,
-21.55,21.897,2000,172.97,1711.9,2389.3,,,
-21.639,22.056,2000,168.3,1702.6,2394.5,,,
-22.901,23.107,2000,168.11,1698.8,2399.1,,,
-23.451,23.941,2000,172.95,1702.1,2398.4,,,
-23.603,24.189,2000,169.85,1695.2,2402.5,,,
-23.762,25.349,2000,167.63,1684.7,2410.5,,,
-24.699,26.377,2000,168.27,1675.6,2414.4,,,
-24.827,26.264,2000,172.53,1682.7,2409.7,,,
-25.613,26.944,2000,170.42,1667.2,2414.5,,,
-25.396,27.61,2000,169.34,1664,2419.2,,,
-26.064,28.654,2000,169.15,1648.9,2424.2,,,
-27.078,29.372,2000,167.86,1625.9,2428.2,,,
-27.424,29.669,2000,172.45,1626.4,2424.9,,,
-27.509,30.973,2000,172.25,1616.2,2431.9,,,
-28.015,31.187,2000,170.93,1602.2,2433.6,,,
-29.076,31.802,2000,168.47,1570.2,2437.8,,,
-29.701,32.934,2000,169.87,1550.3,2441.4,,,
-29.999,33.494,2000,170.2,1539.8,2443.5,,,
-29.776,33.858,2000,170.65,1543.7,2445.4,,,
-30.809,34.549,2000,170.38,1512.5,2447.2,,,
-31.282,35.037,2000,170.1,1496.5,2448.9,,,
-31.823,35.834,2000,170.06,1477.2,2451.6,,,
-32.637,36.83,2000,169.96,1449.7,2454.2,,,
-32.295,37.297,2000,171.88,1459.2,2456.2,,,
-32.967,36.986,2000,168.71,1437.9,2455,,,
-33.043,38.142,2000,167.28,1426.3,2462.7,,,
-34.337,39.212,2000,168.97,1390.7,2459.6,,,
-34.157,39.947,2000,171.93,1396.4,2461.8,,,
-35.495,40.576,2000,172.34,1360.7,2453.8,,,
-35.497,40.92,2000,171.78,1357.8,2456.7,,,
-35.45,41.932,2000,166.94,1344.6,2469.5,,,
-35.708,41.631,2000,171.96,1349.1,2458.7,,,
-35.361,42.243,2000,172.7,1355.5,2465.2,,,
-35.801,41.836,2000,165.89,1334.7,2466.7,,,
-35.527,41.881,2000,172.45,1353,2461.6,,,
-35.786,41.879,2000,170.51,1343.2,2461.3,,,
-35.571,41.858,2000,166.51,1341.3,2468.4,,,
-35.637,41.965,2000,173,1350.9,2460.3,,,
-35.697,41.95,1999.9,170.11,1344.3,2463.2,,,
-35.28,41.881,2000,166.85,1348.8,2470.8,,,
-35.387,40.47,2000,172.38,1364.1,2454.2,,,
-34.672,39.471,2000,169.17,1381.3,2458.4,,,
-34.828,39.034,2000,168.51,1378.7,2455.2,,,
-34.479,39.325,2000,171.12,1390.5,2456.7,,,
-34.441,38.78,2000,172.29,1396.8,2452.4,,,
-34.011,37.662,2000,167.15,1404.5,2454.7,,,
-33.476,36.622,2000,169.54,1428.8,2449.3,,,
-33.206,35.914,2000,170.61,1442.1,2445.5,,,
-32.55,35.694,2000,169.67,1458.6,2448.5,,,
-32.262,35.055,2000,170.38,1471.6,2445.4,,,
-32.012,34.344,2000,170.09,1482.2,2442.7,,,
-31.993,33.296,2000,170.52,1490.6,2436.5,,,
-31.253,32.351,2000,171.06,1517.5,2433.3,,,
-31.279,31.936,2000,170.43,1518.6,2431.6,,,
-31.153,31.709,2000,164.66,1512.2,2436.6,,,
-30.564,30.677,2000,168.61,1542.3,2428.6,,,
-30.234,29.501,2000,170.22,1562.2,2421.4,,,
-29.694,29.294,2000,169.69,1575.6,2422.1,,,
-29.636,28.693,2000,167.89,1577.8,2420.7,,,
-28.944,27.681,2000,172.78,1609.7,2411.8,,,
-28.506,27.675,2000,169.44,1612.6,2415.8,,,
-28.5,27.819,2000,168.93,1610.7,2417.1,,,
-29.083,26.389,2000,169.49,1609.5,2407.9,,,
-28.479,26.344,2000,169.16,1621.6,2409,,,
-28.068,25,2000,172.72,1645.4,2399.1,,,
-26.993,24.288,2000,167.43,1658.9,2401.9,,,
-26.67,24.395,2000,171.39,1670.5,2399.1,,,
-26.611,23.504,2000,172.54,1679.3,2393.3,,,
-26.251,22.066,2000,168.25,1686.4,2390.3,,,
-25.61,21.252,2000,167.9,1699.4,2387.1,,,
-25.637,20.401,2000,172.45,1714.1,2378.2,,,
-24.802,20.579,2000,171.63,1718.8,2380.8,,,
-24.799,20.011,2000,168.06,1717,2381.2,,,
-24.271,18.815,2000,168.4,1731.5,2375.1,,,
-24.233,17.917,2000,172.1,1746.9,2366.9,,,
-24.124,17.374,2000,169.09,1747.1,2367,,,
-23.605,17.032,2000,166.99,1748.1,2367.8,,,
-23.168,16.271,2000,171.46,1763.8,2359.9,,,
-22.56,15.573,2000,170.5,1766.7,2357.7,,,
-22.272,14.56,2000,171.85,1775.7,2351.3,,,
-21.817,14.284,2000,169.57,1769.4,2352.5,,,
-22.012,13.392,2000,166.85,1771.5,2350.3,,,
-21.366,12.541,2000,171.04,1777.3,2342.3,,,
-21.27,12.038,2000,171.1,1778.4,2339.7,,,
-20.861,11.511,2000,171.6,1774.7,2336.9,,,
-20.675,10.488,2000,167.3,1764.5,2335.8,,,
-19.94,98.256,2000,170.79,1757.6,2329.6,,,
-19.735,88.616,2000,171.38,1756.2,2324.1,,,
-19.337,85.768,2000,171.65,1746.6,2322.7,,,
-18.901,81.024,2000,166.97,1722.4,2325.2,,,
-18.562,70.542,2000,169.89,1721.9,2317.1,,,
-18.593,64.408,2000,173.06,1732.2,2310.7,,,
-18.227,62.337,2000,170.14,1713.3,2312.9,,,
-17.856,60.914,2000,166.8,1692.7,2315.7,,,
-17.735,53.004,2000,171.19,1700.7,2307.4,,,
-17.077,41.705,2000,173.49,1682.7,2299.8,,,
-17.228,33.519,2000,169.42,1673,2299.2,,,
-16.299,28.477,2000,168.65,1632.7,2298.2,,,
-15.911,22.019,2000,167.12,1606,2296.7,,,
-15.626,0.86809,2000,174.26,1593.2,2282.8,,,
-15.741,0.69443,2000,169.88,1582.7,2286.1,,,
-14.972,0.050347,2000,169.32,1531.4,2284,,,
-15.023,-0.63144,2000,169.19,1516.7,2280.4,,,
-14.48,-16.016,2000,170.72,1465,2274.3,,,
-14.186,-22.684,2000,170.69,1426.5,2271,,,
-13.865,-31.491,2000,170.4,1374.7,2266.9,,,
-13.326,-30.087,2000,171.35,1351.2,2267.4,,,
-13.283,-35.367,2000,170.61,1325.2,2265.3,,,
-12.788,-46.629,2000,171.24,1250.6,2259.1,,,
-12.158,-48.597,2000,171,1202.9,2259,,,
-12.078,-57.644,2000,166.55,1144.7,2258.7,,,
-11.727,-64.498,2000,170.35,1108.1,2251.5,,,
-11.406,-70.034,2000,172.3,1073.1,2246.9,,,
-11.301,-71.813,2000,169.09,1049.3,2249.3,,,
-11.24,-72.517,2000,167.21,1036.9,2250.9,,,
-11.544,-70.912,2000,172.37,1077.8,2246.2,,,
-11.801,-61.465,2000,172.61,1132.7,2250.8,,,
-12.139,-57.758,2000,166.34,1147.2,2258.7,,,
-12.62,-52.515,2000,170.42,1212.5,2256.9,,,
-13.126,-40.368,2000,170.49,1294.8,2262.9,,,
-13.108,-30.585,2000,170.09,1331.9,2268.6,,,
-13.549,-32.903,2000,170.72,1351.4,2266.2,,,
-13.614,-24.823,2000,170.35,1384.8,2270.9,,,
-13.949,-17.422,2000,170.26,1429.7,2274.6,,,
-13.913,-10.968,2000,170.49,1449.4,2277.8,,,
-14.584,-0.7793,1999.9,166.47,1482,2282.8,,,
-15.005,0.74274,2000,168.79,1546.9,2288.2,,,
-15.251,12.571,2000,169.25,1569.3,2290.3,,,
-15.447,16.314,2000,168.92,1583.3,2292.4,,,
-15.572,16.886,2000,171.17,1595.9,2290.3,,,
-16.506,27.676,2000,171.98,1649.1,2294.3,,,
-16.791,35.251,2000,169.64,1658.9,2300.4,,,
-17.292,42.363,2000,168.16,1675.7,2305.1,,,
-17.34,53.793,2000,168.44,1680.4,2310.9,,,
-17.654,52.545,2000,172.99,1702.9,2305.4,,,
-18.516,6.352,2000,169.08,1719.2,2314.2,,,
-18.524,70.184,2000,167.53,1714.5,2319.3,,,
-18.647,75.238,2000,170.74,1726,2318.7,,,
-19.038,8.279,2000,171.78,1739,2321.3,,,
-19.608,89.265,2000,168.81,1745.9,2327.1,,,
-19.311,97.875,2000,167.3,1731.5,2333.4,,,
-19.892,10.251,2000,169.38,1751.6,2333.3,,,
-20.405,11.344,2000,171.52,1765.8,2336.5,,,
-20.603,11.366,2000,172.6,1772.5,2335.4,,,
-20.846,12.103,2000,167.99,1763.6,2343.5,,,
-21.32,12.687,2000,167.89,1768.9,2346.2,,,
-22.019,13.578,2000,171.02,1778.9,2347.2,,,
-21.778,14.23,2000,171.18,1772.7,2350.7,,,
-22.172,14.346,2000,170.1,1773.1,2352,,,
-22.601,15.135,2000,169.6,1768.7,2356.2,,,
-22.786,16.108,2000,171,1763.8,2359.8,,,
-23.514,16.875,2000,169.75,1754.8,2364.4,,,
-24.004,17.1,2000,166.05,1744.6,2368.6,,,
-23.647,17.85,2000,170.93,1747.6,2368.2,,,
-24.544,19.137,2000,171.95,1733.5,2373.1,,,
-24.735,19.497,2000,171.66,1728.4,2375.1,,,
-24.906,20.032,2000,167.87,1715.7,2381.4,,,
-24.962,20.83,2000,168.7,1710.3,2384.7,,,
-25.291,21.276,2000,169.41,1705.2,2386.1,,,
-25.801,22.577,2000,171.09,1693.6,2390.8,,,
-26.172,22.868,2000,171.71,1688.2,2391.3,,,
-26.173,23.047,2000,167.88,1679.9,2395.9,,,
-26.572,23.467,2000,170.16,1675.8,2395.5,,,
-27.38,24.941,2000,170.74,1654.3,2401.7,,,
-27.75,25.6,2000,172.84,1647.4,2402.6,,,
-27.715,26.203,2000,168.23,1635.4,2410.3,,,
-28.066,27.233,2000,167.65,1620.9,2415.9,,,
-28.516,27.54,2000,173.05,1620.1,2411.5,,,
-28.856,27.412,2000,167.75,1603.8,2415.5,,,
-28.972,27.623,2000,167.88,1600.2,2416.3,,,
-29.332,28.132,2000,172.27,1597.1,2414,,,
-29.903,29.794,2000,171.5,1570.6,2422.5,,,
-30.238,31.092,2000,169.03,1548.4,2431.2,,,
-30.781,31.661,2000,168.81,1530.2,2433.2,,,
-31.027,32.226,2000,171.06,1524.3,2433.3,,,
-31.237,32.624,2000,173.48,1520.8,2432.3,,,
-31.729,33.594,2000,169.2,1492.9,2440.5,,,
-32.135,34.112,2000,169.91,1480.2,2441.1,,,
-32.583,34.817,2000,169.52,1463.1,2443.6,,,
-32.647,35.195,2000,169.17,1458.4,2445.8,,,
-32.889,35.967,2000,169.33,1447.5,2448.9,,,
-32.919,37.339,2000,170.09,1439.6,2455.7,,,
-32.899,37.661,2000,170.88,1439.6,2456.8,,,
-33.938,38.242,2000,172.95,1413.7,2452,,,
-34.253,38.802,2000,170.78,1398.5,2455.7,,,
-34.717,39.752,2000,172.02,1383.8,2456.4,,,
-35.472,40.472,2000,166.79,1351.7,2460.3,,,
-35.58,40.69,2000,170.14,1354,2456.4,,,
-35.811,41.601,2000,172.3,1347.4,2457,,,
-35.582,42.136,2000,168.52,1343.1,2467.5,,,
-35.786,42.121,2000,168.3,1337.9,2465.6,,,
-35.788,41.99,2000,172.22,1345.7,2459.8,,,
-35.424,42.072,2000,171.46,1352.7,2465,,,
-35.603,41.835,2000,165.83,1339.4,2468.8,,,
-35.513,41.914,2000,171.49,1351.4,2463.1,,,
-35.501,42.025,2000,173.03,1353.9,2462,,,
-35.382,42.036,2000,166.67,1345.1,2471.1,,,
-35.592,42.004,2000,171.2,1348.5,2463.3,,,
-35.633,41.842,2000,172.66,1351.1,2460,,,
-35.21,40.246,2000,167.74,1361.1,2460.2,,,
-35.664,39.666,2000,167.06,1352,2452.9,,,
-35.444,39.065,2000,170.83,1367.6,2446.7,,,
-35.516,37.917,2000,173.16,1376.7,2435.7,,,
-34.653,37.639,2000,167.24,1388.7,2449.7,,,
-34.198,36.538,2000,169.2,1410.3,2444.4,,,
-34.29,36.069,2000,171.77,1415.6,2437.8,,,
-34.149,35.737,2000,171.7,1421.1,2437,,,
-33.896,35.408,2000,166.03,1418.9,2443.5,,,
-33.852,34.809,2000,170.48,1432.1,2435.1,,,
-33.9,34.073,2000,170.65,1435.9,2430.2,,,
-33.436,33.39,2000,170.95,1453,2429.1,,,
-33.04,32.442,2000,170.56,1469,2426.5,,,
-32.911,31.886,2000,170.11,1475.3,2424.5,,,
-32.94,31.195,2000,170.38,1479.9,2420,,,
-32.534,30.047,2000,166.68,1491.7,2419.7,,,
-32.244,29.512,2000,168.84,1507.5,2415.8,,,
-31.988,29.359,2000,170.17,1518.1,2414.7,,,
-31.852,28.433,2000,169.9,1528.1,2410.4,,,
-32.127,27.782,2000,168.99,1524,2406.4,,,
-31.67,27.139,2000,169.47,1541.9,2404.4,,,
-31.353,25.828,2000,169.76,1560.8,2398.1,,,
-31.333,25.991,2000,169.57,1559.7,2399.3,,,
-30.734,25.256,2000,168.69,1578.6,2398.3,,,
-30.61,24.603,2000,172.66,1594.2,2391.1,,,
-30.241,23.733,2000,170.42,1605.1,2389.8,,,
-30.111,23.012,2000,168.21,1609.1,2388.5,,,
-30.175,22.252,2000,168.43,1613.8,2383.9,,,
-29.722,21.821,2000,171.57,1632.9,2379.6,,,
-29.763,20.988,2000,170.52,1636.2,2376,,,
-29.265,19.98,2000,171.18,1655.3,2371.2,,,
-29.189,19.596,2000,166.99,1651.7,2373.5,,,
-29.237,19.436,2000,170.92,1659.5,2368.5,,,
-29.12,18.008,2000,172.18,1675.4,2359.8,,,
-28.687,17.788,2000,167.18,1676.1,2364.7,,,
-28.458,17.519,2000,170.96,1690.1,2359.9,,,
-28.078,16.382,2000,170.76,1706.8,2354.7,,,
-27.948,15.365,2000,171.25,1719.5,2348.9,,,
-27.875,14.775,2000,169.58,1723.2,2347.6,,,
-27.766,15.019,2000,166.08,1716.3,2352.6,,,
-27.341,13.27,2000,169.47,1748.1,2340.5,,,
-27.257,12.592,2000,170.26,1757.8,2336.1,,,
-26.897,12.239,2000,170.52,1768.4,2334.6,,,
-27.18,11.336,2000,170.46,1771.9,2329.2,,,
-26.85,10.611,2000,171.03,1785.8,2325.2,,,
-26.222,99.923,2000,170.47,1799.8,2323.5,,,
-26.244,91.168,2000,171.74,1809.4,2317.3,,,
-25.918,86.977,2000,166.93,1808,2320.4,,,
-25.736,84.881,2000,168.85,1814.8,2317.6,,,
-25.549,75.533,2000,170.68,1826.5,2310.9,,,
-25.816,72.682,2000,172.06,1829,2307.5,,,
-25.15,61.426,2000,170.92,1838.1,2303.4,,,
-24.955,53.828,2000,170.85,1842.5,2299.6,,,
-24.643,51.034,2000,167.31,1837.8,2302.1,,,
-24.589,4.715,2000,171.48,1846.3,2295.7,,,
-24.993,35.243,2000,170.33,1849.7,2289.6,,,
-24.897,32.779,2000,169.75,1849.3,2289,,,
-24.226,33.735,2000.1,169.01,1844.8,2291.3,,,
-24.091,22.072,2000,170.75,1848,2283.1,,,
-23.253,0.89101,2000,171.88,1837.8,2275.7,,,
-23.551,-0.027725,2000,168.54,1833.3,2273.5,,,
-23.458,-0.49474,2000,167.8,1828.2,2271.8,,,
-23.503,-13.068,2000,171.5,1829.9,2263,,,
-23.165,-14.979,2000,173.08,1824.7,2260.7,,,
-22.976,-18.571,2000,169.54,1811.5,2262.8,,,
-22.469,-32.745,2000,169.54,1781.7,2255.3,,,
-22.473,-37.154,2000,169.37,1774.8,2252.9,,,
-22.128,-41.242,2000,168.38,1754.9,2252.1,,,
-21.836,-50.799,2000,171.87,1733.1,2243.1,,,
-21.64,-58.279,2000,172.22,1708.9,2238.6,,,
-21.398,-67.785,2000,170.13,1667.9,2235.6,,,
-21.081,-67.566,2000,170.52,1654.4,2235.9,,,
-21.06,-7.054,2000,170.47,1644.2,2234.2,,,
-21.165,-73.558,2000,170.2,1639.3,2232.5,,,
-21.312,-7.558,2000,171.55,1644.1,2229.4,,,
-20.917,-69.741,2000,169.62,1637.1,2235.9,,,
-21.574,-5.587,2000,167.4,1700.7,2245.5,,,
-22.002,-57.911,2000,169.23,1717.7,2241.5,,,
-21.851,-45.639,2000,168.72,1737.5,2249.6,,,
-22.055,-39.305,2000,169.27,1757.8,2252.4,,,
-22.323,-33.245,2000,169.21,1776.1,2255.6,,,
-22.625,-3.168,2000,174.47,1796.6,2250.3,,,
-22.517,-23.567,2000,170.03,1796.1,2260.1,,,
-23.227,-12.825,2000,167.4,1818.1,2268,,,
-23.336,-0.8644,2000,168.8,1825.5,2268.7,,,
-23.523,0.028291,2000,171.81,1838.5,2270.4,,,
-23.314,0.67793,2000,171.24,1836.9,2275.1,,,
-23.588,0.88577,2000,168.62,1837.2,2278.6,,,
-24.063,0.79705,2000,167.53,1841.3,2278.5,,,
-23.966,22.358,2000,170.81,1847,2283.4,,,
-24.484,32.914,2000,171.37,1850.3,2288,,,
-24.876,37.102,2000,171.77,1851.1,2289.3,,,
-24.831,47.371,2000,167.05,1839.4,2300.1,,,
-24.937,50.071,2000,169.26,1841.8,2299.1,,,
-25.174,60.798,2000,170.53,1837.8,2303.4,,,
-25.239,68.326,2000,172.28,1835.8,2305.7,,,
-25.446,75.104,2000,168.93,1824.5,2312.6,,,
-25.731,77.538,2000,167.9,1818.9,2314.5,,,
-25.838,82.444,2000,171.26,1820,2313.7,,,
-25.962,91.304,2000,170.04,1809.5,2319.6,,,
-26.026,96.078,2000,169.58,1803.9,2322.6,,,
-26.269,99.995,2000,171.33,1800.7,2322.6,,,
-27.025,11.105,2000,170.33,1776.7,2328.4,,,
-26.807,12.181,2000,166.5,1762.9,2338.5,,,
-27.375,12.763,2000,170.37,1754.1,2336.7,,,
-27.751,13.04,2000,170.87,1744.8,2337,,,
-27.879,13.931,2000,170.72,1733.3,2341.8,,,
-27.142,14.86,2000,170.71,1738.7,2348.2,,,
-27.811,14.853,2000,171.01,1726.5,2346.7,,,
-27.624,15.432,2000,168.96,1720.8,2352.2,,,
-27.73,15.628,2000,168.62,1716.3,2353.4,,,
-28.583,17.425,2000,171.52,1689.5,2358.5,,,
-28.74,18.012,2000,171.04,1680.7,2361.9,,,
-28.812,18.53,2000,171.1,1675.3,2364.4,,,
-28.78,18.471,2000,170.01,1674.3,2365.3,,,
-29.104,19.709,2000,166.59,1651.8,2374.7,,,
-29.679,20.645,2000,170.28,1640.1,2374.6,,,
-29.919,21.083,2000,171.61,1634.3,2375,,,
-29.83,21.372,2000,172,1634.8,2376.4,,,
-29.64,22.392,2000,166.9,1621.5,2387.7,,,
-29.765,23.185,2000,170.8,1620.4,2387.7,,,
-30.33,23.993,2000,171.44,1603,2389.9,,,
-30.891,24.59,2000,172.95,1588.2,2389.7,,,
-30.932,25.66,2000,168.48,1570.2,2400.1,,,
-31.152,26.277,2000,167.95,1558.9,2403.3,,,
-30.991,26.954,2000,169.48,1560.8,2406,,,
-31.284,26.859,2000,173.32,1561.6,2400.4,,,
-31.614,27.857,2000,168.76,1536.5,2409.4,,,
-31.897,28.64,2000,169.03,1523.7,2412.3,,,
-31.83,28.562,2000,168.23,1524.5,2413,,,
-32.355,29.321,2000,171.25,1510.7,2411.6,,,
-32.137,30.648,2000,174.65,1513.5,2416.6,,,
-32.739,31.4,2000,169.64,1482.3,2423.2,,,
-33.1,32.07,2000,169.22,1467.3,2425.4,,,
-33.287,32.625,2000,169.17,1458.5,2427.6,,,
-33.199,33.199,2000,170.88,1460.3,2429.5,,,
-33.534,32.935,2000,170.61,1452.7,2426.1,,,
-33.447,34.792,2000,170.53,1442.8,2437.7,,,
-34.194,35.211,2000,170.19,1420.3,2435.3,,,
-34.441,35.824,2000,170.76,1411.4,2436.3,,,
-34.317,36.129,2000,171.06,1413.3,2438.8,,,
-34.551,36.623,2000,165.76,1394.5,2446.1,,,
-34.836,38.051,2000,170.58,1388,2446.6,,,
-34.308,38.289,2000,171.07,1400.7,2451.9,,,
-35.119,38.982,2000,172.26,1378.8,2447.7,,,
-35.558,40.151,2000,168,1353.6,2455.9,,,
-35.741,41.077,2000,167.1,1342.5,2461,,,
-35.913,41.717,2000,172.11,1344,2456.8,,,
-35.632,42.012,2000,172.87,1350.5,2460.8,,,
-35.623,41.967,2000,166.33,1339.1,2468.8,,,
-35.788,41.7,2000,170.4,1343.9,2460.3,,,
-35.738,41.832,2000,172.96,1349.1,2458.4,,,
-35.631,41.983,2000,167.48,1340.9,2467.4,,,
-35.484,42.08,2000,168.85,1346.4,2467.7,,,
-35.773,41.939,2000,173.21,1348.1,2458.4,,,
-35.642,41.878,2000,169.23,1344.4,2464.4,,,
-35.565,42.011,2000,166.57,1340.7,2469.3,,,
-35.494,41.739,2000,171.34,1352.6,2462.4,,,
-35.451,40.479,2000,172.71,1363,2453.2,,,
-35.944,39.813,2000,166.81,1344,2451,,,
-35.69,39.543,2000,170.64,1358.6,2447.3,,,
-35.347,38.082,2000,172.91,1379.5,2438.9,,,
-35.164,38.517,2000,167.23,1371,2450.5,,,
-35.533,38.057,2000,171.14,1371.7,2438.9,,,
-35.809,36.529,2000,171.3,1373.9,2425.7,,,
-35.564,35.679,2000,170.94,1384.3,2423.7,,,
-35.667,36.036,2000,166.36,1371.2,2430.6,,,
-35.719,34.849,2000,170.63,1384.7,2416.8,,,
-35.708,33.76,2000,171.41,1392.9,2409,,,
-35.701,33.948,2000,171.52,1392.2,2410.1,,,
-35.987,33.452,2000,168.48,1382.2,2407.1,,,
-35.347,31.852,2000,168.13,1407.7,2405.5,,,
-35.077,31.037,2000,170.74,1424.9,2400.2,,,
-34.868,30.956,2000,170.81,1431.1,2402,,,
-34.774,29.86,2000,169.57,1438.5,2397.7,,,
-34.634,29.198,2000,169.93,1447.5,2394.7,,,
-34.665,28.387,2000,169.88,1452.2,2389.4,,,
-34.511,28.064,2000,169.6,1458.2,2389.4,,,
-34.282,27.055,2000,169.44,1471.5,2385.8,,,
-34.285,26.676,2000,169.12,1473.7,2383.8,,,
-34.136,26.107,2000,168.23,1480.4,2382.9,,,
-34.75,25.233,2000,169.31,1472.1,2369.7,,,
-34.392,24.925,2000,174.24,1494.2,2365.9,,,
-34.189,24.476,2000,169.46,1494.1,2371,,,
-34.485,23.739,2000,168.69,1490.1,2364.3,,,
-34.329,23.166,2000,167.86,1497.6,2363.5,,,
-34.009,22.835,2000,171.58,1516.8,2360.4,,,
-33.564,20.956,2000,171.1,1544.3,2354,,,
-33.849,20.546,2000,170.63,1538.9,2349.4,,,
-33.689,19.891,2000,166.28,1540.4,2352,,,
-33.579,19.072,2000,170.39,1558.9,2343.5,,,
-33.662,18.249,2000,170.78,1564.6,2337.5,,,
