in1,in2,in3,in4,out1,out2,out1_2sec_shift,out1_2sec_shift_noise,out1_2sec_shift_filt,out1_2sec_shift_noise_filt,out1_4sec_shift,out1_4sec_shift_noise,out1_4sec_shift_filt,out1_4sec_shift_noise_filt,out1_6sec_shift,out1_6sec_shift_noise,out1_6sec_shift_filt,out1_6sec_shift_noise_filt,out1_8sec_shift,out1_8sec_shift_noise,out1_8sec_shift_filt,out1_8sec_shift_noise_filt,out1_10sec_shift,out1_10sec_shift_noise,out1_10sec_shift_filt,out1_10sec_shift_noise_filt,out2_2sec_shift,out2_2sec_shift_noise,out2_2sec_shift_filt,out2_2sec_shift_noise_filt,out2_4sec_shift,out2_4sec_shift_noise,out2_4sec_shift_filt,out2_4sec_shift_noise_filt,out2_6sec_shift,out2_6sec_shift_noise,out2_6sec_shift_filt,out2_6sec_shift_noise_filt,out2_8sec_shift,out2_8sec_shift_noise,out2_8sec_shift_filt,out2_8sec_shift_noise_filt,out2_10sec_shift,out2_10sec_shift_noise,out2_10sec_shift_filt,out2_10sec_shift_noise_filt
-21.046,42.647,3000.0,597.18,2670.5,1984.8,2662.2,2662.6747602887694,2663.646049633823,2663.4811422418925,2652.1,2653.213632654758,2647.0657230377947,2647.033045924516,2637.2,2638.356916937543,2632.857465285234,2632.2591195206505,2624.8,2626.3339764400116,2623.060156726483,2623.8509219185053,2597.8,2596.524587905427,2606.0160491314527,2605.6082059721793,1970.9,1969.7800328812673,1972.2942751009075,1972.6875214446054,1966.4,1964.3955373984795,1966.3853358459291,1966.6331632333292,1957.3,1956.3486664243812,1958.8639534554964,1958.4208332985177,1955.7,1956.5590421537893,1955.4729523771452,1955.2861988361592,1955.9,1956.7750750941718,1954.0377836915045,1954.0983986718575
-21.584,42.238,3000.0,598.09,2677.2,1987.6,2671.0,2672.3389903143666,2668.461906563073,2667.8146838272387,2660.2,2660.4188125371597,2657.310959805415,2656.663423196009,2624.3,2623.8847260445873,2636.655762995993,2636.152803957243,2631.6,2632.7347880432258,2629.928429823294,2630.594760732836,2614.4,2613.636161293111,2613.4833005190585,2612.4441799573915,1974.6,1975.545805268266,1976.6855805718844,1977.3758262088295,1970.7,1970.3233667061797,1969.511560014922,1969.5703426250507,1963.1,1965.6514875424498,1962.5295466173957,1962.12749190354,1956.1,1956.2141653388992,1956.5988212936907,1956.4801310983516,1953.9,1954.5933317390065,1954.8062847586011,1955.2047682836414
-21.623,42.341,3000.0,600.62,2682.1,1987.6,2670.5,2670.943718601366,2672.4227998243277,2671.283424010137,2662.2,2660.1912540911144,2663.646049633823,2662.845524514344,2652.1,2653.190350651978,2647.0657230377947,2646.672061954131,2637.2,2635.445153693215,2632.857465285234,2633.3937854308324,2624.8,2623.3434630043835,2623.060156726483,2622.0963935153395,1984.8,1985.0795261848416,1982.357202835084,1983.2656893489075,1970.9,1970.5700731786712,1972.2942751009075,1972.3316420525275,1966.4,1966.573983578977,1966.3853358459291,1966.1865365500319,1957.3,1955.343695668141,1958.8639534554964,1958.4760578814532,1955.7,1956.311460458872,1955.4729523771452,1956.1952580389896
-21.568,42.432,3000.0,600.68,2681.6,1987.4,2677.2,2676.8963436957847,2676.6136495683622,2675.4910282059304,2671.0,2672.6307132497745,2668.461906563073,2668.241665090676,2660.2,2660.3042527611838,2657.310959805415,2657.3703299065833,2624.3,2624.2769524589557,2636.655762995993,2637.166523389434,2631.6,2633.104523715086,2629.928429823294,2629.7060833791143,1987.6,1987.6237916398422,1986.139308339627,1986.9151856950098,1974.6,1973.1897624792346,1976.6855805718844,1976.9637988031955,1970.7,1970.7660480195575,1969.511560014922,1969.4611450357916,1963.1,1965.6950587368938,1962.5295466173957,1962.3291959306634,1956.1,1954.990381377475,1956.5988212936907,1957.323411989866
-21.742,42.372,3000.0,599.67,2680.6,1988.7,2682.1,2682.3815322327114,2680.0138434406426,2679.4024888085387,2670.5,2669.344169326673,2672.4227998243277,2672.542981567567,2662.2,2662.132909738833,2663.646049633823,2663.898426735792,2652.1,2653.250524029766,2647.0657230377947,2647.609322453315,2637.2,2638.4800668073763,2632.857465285234,2633.1930773323793,1987.6,1986.2895829785282,1987.4315268853993,1988.4695658952328,1984.8,1985.8766576529813,1982.357202835084,1982.6508147306668,1970.9,1971.9919943719626,1972.2942751009075,1972.5984740673455,1966.4,1968.332472832827,1966.3853358459291,1966.9106995327345,1957.3,1955.608289181472,1958.8639534554964,1959.5261863860278
-22.632,42.244,3000.0,598.21,2677.7,1994.4,2681.6,2681.060028266878,2680.9497097117055,2680.668499803446,2677.2,2678.872933213172,2676.6136495683622,2676.5256062564063,2671.0,2672.1835062708633,2668.461906563073,2668.416806200552,2660.2,2660.906807866592,2657.310959805415,2657.696456834091,2624.3,2624.540785220312,2636.655762995993,2637.0543801843764,1987.4,1987.3486730753466,1988.188101466511,1989.4295751423006,1987.6,1986.8682506400394,1986.139308339627,1986.10764374461,1974.6,1975.302482777459,1976.6855805718844,1976.979193549269,1970.7,1971.1979273369673,1969.511560014922,1970.6109808720319,1963.1,1962.897377648767,1962.5295466173957,1963.4559913556384
-23.482,42.5,3000.0,601.63,2675.6,1998.2,2680.6,2680.039135219762,2679.802866340545,2679.4442279489317,2682.1,2682.742265630585,2680.0138434406426,2679.575505022739,2670.5,2671.591642577914,2672.4227998243277,2672.3093120092135,2662.2,2663.788977093721,2663.646049633823,2663.8621845829593,2652.1,2654.6996099792127,2647.0657230377947,2647.2697097160035,1988.7,1988.9659960569395,1990.267484086441,1991.0596805459768,1987.6,1988.677694419966,1987.4315268853993,1987.338039869312,1984.8,1986.676393897404,1982.357202835084,1982.1979720252666,1970.9,1971.5429929592754,1972.2942751009075,1973.1159025073466,1966.4,1967.599168326655,1966.3853358459291,1967.2400200888237
-24.629,42.421,3000.0,601.17,2651.9,2000.7,2677.7,2676.8166628824138,2676.5788127205074,2676.3253178279338,2681.6,2681.4244222132616,2680.9497097117055,2680.216947232868,2677.2,2674.9453228051307,2676.6136495683622,2676.6161518790577,2671.0,2670.841624051243,2668.461906563073,2668.8220706653324,2660.2,2660.538622899276,2657.310959805415,2657.509225148575,1994.4,1996.7217960584592,1993.8964715318903,1994.603848885858,1987.4,1988.3917732600567,1988.188101466511,1988.1967897022619,1987.6,1987.0914883910457,1986.139308339627,1985.8075983369235,1974.6,1974.6940219065207,1976.6855805718844,1977.033647441433,1970.7,1972.079332446756,1969.511560014922,1969.919854123401
-24.971,41.98,3000.0,600.64,2644.7,1999.9,2675.6,2676.3780355825584,2668.8218580785033,2669.051805083518,2680.6,2679.655306040133,2679.802866340545,2679.166143033668,2682.1,2682.0078967214904,2680.0138434406426,2679.683841196319,2670.5,2669.1617352315106,2672.4227998243277,2673.143458862052,2662.2,2663.2258269988156,2663.646049633823,2663.906798085406,1998.2,1999.8850740322873,1997.4209723996285,1998.3391081158047,1988.7,1988.7722619364736,1990.267484086441,1990.2746669612525,1987.6,1987.2421012604182,1987.4315268853993,1987.3867898559395,1984.8,1983.5249334264424,1982.357202835084,1982.78654967818,1970.9,1970.153479408407,1972.2942751009075,1972.3496148903844
-25.3,41.883,3000.0,600.79,2636.3,1999.5,2651.9,2652.7467443018472,2656.4579546104515,2657.127032606967,2677.7,2677.602587589857,2676.5788127205074,2675.9065077023624,2681.6,2681.4917792602896,2680.9497097117055,2680.1933881739333,2677.2,2676.4071217890964,2676.6136495683622,2677.242274160471,2671.0,2670.848099976206,2668.461906563073,2668.8533022470992,2000.7,2001.6942823818003,1999.436736822211,1999.893804850553,1994.4,1994.8501245887646,1993.8964715318903,1993.9161167514794,1987.4,1987.0055725950688,1988.188101466511,1989.0861239562441,1987.6,1988.158435997154,1986.139308339627,1986.6860508878167,1974.6,1973.5893246426729,1976.6855805718844,1976.6640642368025
-25.569,42.082,3000.0,601.08,2627.2,1999.6,2644.7,2643.39165801613,2645.075034832348,2645.7690426040713,2675.6,2676.5257582068834,2668.8218580785033,2667.915164537343,2680.6,2681.7896354933205,2679.802866340545,2679.13311662302,2682.1,2682.3261789443254,2680.0138434406426,2680.163514816486,2670.5,2670.4575615664494,2672.4227998243277,2672.5716607727873,1999.9,1999.676967777643,1999.866613046537,2000.1359267268354,1998.2,1999.0688048603386,1997.4209723996285,1997.2438196015296,1988.7,1988.668276227829,1990.267484086441,1991.8421684843909,1987.6,1988.2503477992168,1987.4315268853993,1987.7761687647298,1984.8,1985.4594372187871,1982.357202835084,1982.3403996221246
-26.008,42.145,3000.0,595.9,2599.7,2000.8,2636.3,2637.445731265165,2634.879736205612,2635.430778674829,2651.9,2652.7700834421835,2656.4579546104515,2655.7324891218186,2677.7,2676.982418141714,2676.5788127205074,2676.266217671301,2681.6,2680.770318089679,2680.9497097117055,2680.968962997881,2677.2,2677.18615402874,2676.6136495683622,2676.360985328705,1999.5,1998.9063611925267,1999.7397205925768,2000.3914668522077,2000.7,2001.714584300369,1999.436736822211,1999.1487882392946,1994.4,1993.4102921316462,1993.8964715318903,1995.0234804699699,1987.4,1988.1478041015894,1988.188101466511,1988.4909366891252,1987.6,1988.6786307283376,1986.139308339627,1985.8443832146843
-26.913,42.622,3000.0,598.87,2572.2,1997.6,2627.2,2627.7310320260353,2620.4441077085567,2621.061956739888,2644.7,2644.811391784603,2645.075034832348,2645.2539442452753,2675.6,2676.525555462502,2668.8218580785033,2668.6773469092905,2680.6,2679.101950089836,2679.802866340545,2679.8717453706454,2682.1,2681.6809748226565,2680.0138434406426,2679.6890279300223,1999.6,2000.0130183577771,1999.7312134334215,2000.3008593778045,1999.9,2000.7961992387445,1999.866613046537,1999.8259301136386,1998.2,1998.3574318404117,1997.4209723996285,1997.6731105713025,1988.7,1990.0151369072278,1990.267484086441,1990.8728794669612,1987.6,1988.4089963181934,1987.4315268853993,1986.8880414858172
-27.981,42.372,3000.0,600.81,2541.4,1989.2,2599.7,2599.268419029406,2598.3577236688993,2598.7411019600195,2636.3,2635.9558800851732,2634.879736205612,2635.4709985725012,2651.9,2651.2575243869333,2656.4579546104515,2656.503978226807,2677.7,2679.36736023643,2676.5788127205074,2676.5242572442853,2681.6,2681.619508404877,2680.9497097117055,2680.9823473805222,2000.8,2000.8222967936395,1998.9681954033554,1998.9769712118514,1999.5,1997.4805449081769,1999.7397205925768,2000.3297864071262,2000.7,1999.5097240521095,1999.436736822211,1999.281103990531,1994.4,1994.0965183349083,1993.8964715318903,1994.5562228502529,1987.4,1988.9538133308606,1988.188101466511,1987.7268610579717
-28.469,42.371,3000.0,598.19,2517.8,1986.4,2572.2,2571.285503123794,2571.3750161740095,2571.6393052137983,2627.2,2627.220841451687,2620.4441077085567,2620.5022369596168,2644.7,2643.740866958248,2645.075034832348,2645.1373714850797,2675.6,2675.335814676219,2668.8218580785033,2668.473320315393,2680.6,2679.8653370570833,2679.802866340545,2680.3590689188154,1997.6,1996.6575817134644,1995.771778288464,1995.5429808124086,1999.6,2000.9894442413981,1999.7312134334215,2000.4593898672956,1999.9,2000.2760222917616,1999.866613046537,1999.6322459496369,1998.2,1997.987022942934,1997.4209723996285,1997.610263294633,1988.7,1987.4408681982632,1990.267484086441,1989.897091678613
-29.122,42.419,3000.0,597.99,2494.2,1979.7,2541.4,2541.292480522031,2544.031151787329,2544.4503323685076,2599.7,2597.7682281436323,2598.3577236688993,2598.0848944430672,2636.3,2637.27212680775,2634.879736205612,2634.556686164971,2651.9,2651.4708709771435,2656.4579546104515,2656.1902120909294,2677.7,2676.4052543414005,2676.5788127205074,2677.162895279923,1989.2,1988.423858482033,1990.6627315937692,1990.777153478935,2000.8,2001.7664207206114,1998.9681954033554,1998.736938891751,1999.5,1998.800155324648,1999.7397205925768,1999.167739025799,2000.7,2001.1154369190247,1999.436736822211,1999.3964325135928,1994.4,1996.122431582651,1993.8964715318903,1993.8717384895294
-28.871,42.243,3000.0,604.37,2520.1,1977.8,2517.8,2518.6784922734587,2521.038997579609,2521.3458853219618,2572.2,2570.5034521017615,2571.3750161740095,2571.364452653911,2627.2,2627.142369727759,2620.4441077085567,2620.0877322165466,2644.7,2645.1766074384846,2645.075034832348,2644.831702627115,2675.6,2672.941002844595,2668.8218580785033,2669.26683783733,1986.4,1985.44689144362,1985.583668095126,1986.0292072439674,1997.6,1997.346474041119,1995.771778288464,1994.5473175018296,1999.6,2001.7398640639017,1999.7312134334215,1999.0219720158125,1999.9,1999.52385134593,1999.866613046537,1999.6994321308607,1998.2,1998.114758367191,1997.4209723996285,1998.0420645229992
-29.795,42.402,3000.0,599.45,2474.9,1969.5,2494.2,2493.476428448429,2507.8148508446966,2508.05097127112,2541.4,2541.792196581081,2544.031151787329,2544.3034159331537,2599.7,2599.879591630987,2598.3577236688993,2598.516128654901,2636.3,2637.0975074991243,2634.879736205612,2634.3850205561207,2651.9,2651.9826134350346,2656.4579546104515,2657.003513444615,1979.7,1979.4012422547326,1980.8080701332528,1981.0438176436287,1989.2,1990.0840953466154,1990.6627315937692,1989.3896183723677,2000.8,2001.6450381392747,1998.9681954033554,1998.8217359106188,1999.5,1998.4595226817726,1999.7397205925768,1999.4287643993289,2000.7,1999.259005280116,1999.436736822211,2000.498331581497
-30.554,42.391,3000.0,597.53,2444.7,1958.7,2520.1,2521.2198445774907,2498.361346600477,2498.6137940388976,2517.8,2516.5948717573374,2521.038997579609,2521.4006740740906,2572.2,2575.112894617448,2571.3750161740095,2571.6851512147996,2627.2,2626.636223426686,2620.4441077085567,2620.0417866401394,2644.7,2644.9119717301382,2645.075034832348,2645.271330295491,1977.8,1977.1743545008017,1975.5862970533567,1975.916166810593,1986.4,1984.848094357861,1985.583668095126,1984.8701689998297,1997.6,1998.7033655468772,1995.771778288464,1996.0203868231263,1999.6,1998.8301260512167,1999.7312134334215,1999.669931418446,1999.9,2000.8798867995265,1999.866613046537,2000.833272372445
-31.252,42.22,3000.0,597.64,2423.1,1944.7,2474.9,2475.4952777480307,2476.8045715348953,2476.9363920340897,2494.2,2493.4346928325585,2507.8148508446966,2508.263252656784,2541.4,2542.523650025151,2544.031151787329,2544.078911702777,2599.7,2599.170005315583,2598.3577236688993,2598.1463825326737,2636.3,2634.376943274298,2634.879736205612,2634.830297854469,1969.5,1968.7804380051866,1968.0610163528484,1968.7129157799707,1979.7,1980.3285880917604,1980.8080701332528,1980.7399554299855,1989.2,1991.2411277336855,1990.6627315937692,1991.0212233226473,2000.8,1999.3765988343343,1998.9681954033554,1999.02534366993,1999.5,1999.8141112723679,1999.7397205925768,2000.4153332092928
-31.101,42.506,3000.0,602.97,2439.0,1943.0,2444.7,2444.5126124388603,2450.5620281695574,2450.6495889072467,2520.1,2520.5470925872846,2498.361346600477,2498.8946128704893,2517.8,2515.3509239500427,2521.038997579609,2520.630753416518,2572.2,2571.6873400218624,2571.3750161740095,2571.298087216787,2627.2,2625.1007763634157,2620.4441077085567,2620.5658719649427,1958.7,1958.3784815050763,1958.0552074235281,1958.4667427323086,1977.8,1977.3678812037147,1975.5862970533567,1975.9800711793653,1986.4,1986.8436307140698,1985.583668095126,1986.0951044626854,1997.6,1998.4456206105922,1995.771778288464,1995.6263374810942,1999.6,1998.3944433143906,1999.7312134334215,2000.133297147059
-32.054,42.314,3000.0,598.63,2398.6,1925.6,2423.1,2424.613677444748,2433.9461404620306,2434.0009888081904,2474.9,2474.709005671794,2476.8045715348953,2477.2484847938003,2494.2,2492.999343171562,2507.8148508446966,2506.8313295074468,2541.4,2543.0687818994716,2544.031151787329,2543.994479073932,2599.7,2601.148839822752,2598.3577236688993,2598.511932728422,1944.7,1944.551238398828,1948.0545765074348,1947.9931118653685,1969.5,1968.8468710287289,1968.0610163528484,1968.3448292464832,1979.7,1979.6969696792203,1980.8080701332528,1981.161820364417,1989.2,1988.5397746567332,1990.6627315937692,1990.3522073265372,2000.8,1999.8631935199544,1998.9681954033554,1999.414948053332
-32.063,42.439,3000.0,596.68,2392.7,1927.8,2439.0,2437.778654032867,2423.0588816345853,2423.038447097244,2444.7,2445.586622405485,2450.5620281695574,2450.8393572548166,2520.1,2522.094466210798,2498.361346600477,2497.328769458514,2517.8,2518.8524906485018,2521.038997579609,2520.574319988372,2572.2,2570.5851137524674,2571.3750161740095,2571.58641589137,1943.0,1943.197125561742,1939.1529868767193,1939.1549922038266,1958.7,1958.6053969733991,1958.0552074235281,1958.1901492126535,1977.8,1977.4173198008862,1975.5862970533567,1975.58743235364,1986.4,1987.0851845598947,1985.583668095126,1985.6269160555921,1997.6,1997.9325904393027,1995.771778288464,1996.2167792620644
-32.93,42.519,3000.0,601.2,2375.1,1900.6,2398.6,2398.6181993135788,2406.9597025712465,2406.966010559847,2423.1,2421.688009104766,2433.9461404620306,2433.911008094712,2474.9,2476.112555816959,2476.8045715348953,2476.056452232678,2494.2,2493.9837810134286,2507.8148508446966,2506.930758968372,2541.4,2541.5672219804123,2544.031151787329,2544.4037206986186,1925.6,1923.288339153831,1929.9396258314605,1930.1208712132134,1944.7,1944.710165588796,1948.0545765074348,1948.3251011176144,1969.5,1969.281438124367,1968.0610163528484,1967.7438973233852,1979.7,1978.8395128361246,1980.8080701332528,1981.3076526013679,1989.2,1988.8407594263726,1990.6627315937692,1990.701830281605
-33.911,42.706,3000.0,601.35,2343.0,1873.9,2392.7,2392.100936659765,2389.4971594153685,2389.221054771796,2439.0,2439.354059017957,2423.0588816345853,2422.594557978631,2444.7,2445.2111486659933,2450.5620281695574,2450.052867907352,2520.1,2520.0131903455535,2498.361346600477,2497.529330712773,2517.8,2517.727523709024,2521.038997579609,2521.4012430384446,1927.8,1927.5141942114287,1918.3937189171652,1918.228390932647,1943.0,1941.680600932868,1939.1529868767193,1939.5547900801444,1958.7,1960.7512554622324,1958.0552074235281,1957.5968454451586,1977.8,1977.6357708049645,1975.5862970533567,1975.8849275176822,1986.4,1987.4480981448376,1985.583668095126,1985.5586531432186
-34.33,42.666,3000.0,597.48,2320.8,1866.5,2375.1,2373.761734066555,2369.9134864220705,2369.6272785580377,2398.6,2399.0807050235976,2406.9597025712465,2406.1678932311033,2423.1,2422.081916319107,2433.9461404620306,2433.8687027276264,2474.9,2474.2635903010205,2476.8045715348953,2476.132385121744,2494.2,2494.3603117815533,2507.8148508446966,2507.943100305167,1900.6,1899.5266802033939,1900.198231647225,1900.1264589498503,1925.6,1926.1231620438007,1929.9396258314605,1930.255072599903,1944.7,1945.532231511604,1948.0545765074348,1947.985045967926,1969.5,1969.5947311457383,1968.0610163528484,1967.7295431434945,1979.7,1980.0962187294324,1980.8080701332528,1980.7574127271814
-34.819,42.654,3000.0,598.8,2308.7,1851.4,2343.0,2342.443114992405,2346.2818111749148,2346.5356202305493,2392.7,2393.0132753449952,2389.4971594153685,2389.0498149066034,2439.0,2439.4522095791763,2423.0588816345853,2423.0655182826595,2444.7,2443.755480423769,2450.5620281695574,2450.122040120993,2520.1,2520.5996621863283,2498.361346600477,2498.2212547829395,1873.9,1874.5703430878862,1880.3792387666463,1880.601070686876,1927.8,1927.8619632706575,1918.3937189171652,1918.632916619593,1943.0,1943.5530666756683,1939.1529868767193,1939.5085227161662,1958.7,1957.6236802525323,1958.0552074235281,1957.4579334379941,1977.8,1979.5788865668399,1975.5862970533567,1975.4215353275238
-35.049,42.549,3000.0,596.92,2297.8,1846.8,2320.8,2319.339325774301,2325.2231114148362,2325.5922539754642,2375.1,2373.570245852426,2369.9134864220705,2370.1410666508646,2398.6,2398.1415420565413,2406.9597025712465,2406.349409262798,2423.1,2421.1657271595454,2433.9461404620306,2433.8126708222294,2474.9,2474.893794168267,2476.8045715348953,2476.834253284458,1866.5,1866.7487883940964,1865.5773557768493,1865.7021430756504,1900.6,1900.613727880389,1900.198231647225,1900.575191362398,1925.6,1924.715520660438,1929.9396258314605,1930.21003631571,1944.7,1944.6744802165,1948.0545765074348,1948.1124518229703,1969.5,1971.4023809953878,1968.0610163528484,1967.797444650259
-35.038,42.586,3000.0,603.01,2312.3,1841.0,2308.7,2308.298614680891,2311.32364781927,2311.7701688802536,2343.0,2341.241745528651,2346.2818111749148,2346.778696383593,2392.7,2393.746540313668,2389.4971594153685,2388.5056075340444,2439.0,2437.6590040263586,2423.0588816345853,2422.943448588205,2444.7,2445.21704878971,2450.5620281695574,2450.7932426034345,1851.4,1851.1428808747924,1854.7708364371977,1854.4751094764526,1873.9,1874.1696898396106,1880.3792387666463,1880.668582671158,1927.8,1929.099912736412,1918.3937189171652,1918.5909338558986,1943.0,1942.9451345890332,1939.1529868767193,1940.0827529760825,1958.7,1956.5809404836527,1958.0552074235281,1957.4250055633584
-35.139,42.384,3000.0,600.69,2305.0,1840.3,2297.8,2296.2904405501426,2305.765624358766,2306.4740999343458,2320.8,2320.781743196305,2325.2231114148362,2325.7105756205538,2375.1,2374.4769124917566,2369.9134864220705,2368.831912440525,2398.6,2398.412484693557,2406.9597025712465,2406.563139129502,2423.1,2423.019133732979,2433.9461404620306,2434.396387842583,1846.8,1845.484566550626,1847.2957944131333,1846.655801602914,1866.5,1866.2887896895338,1865.5773557768493,1865.6286351203698,1900.6,1901.8413408447373,1900.198231647225,1900.244702335268,1925.6,1924.2501433301015,1929.9396258314605,1930.8840668016187,1944.7,1943.9895625069087,1948.0545765074348,1947.613164784245
-35.407,42.217,3000.0,598.66,2293.0,1834.7,2312.3,2313.7910070583853,2305.752877368674,2306.6788273834172,2308.7,2309.1148219092447,2311.32364781927,2311.478603346518,2343.0,2342.7332830779774,2346.2818111749148,2345.51548985545,2392.7,2391.839811661195,2389.4971594153685,2389.283761906829,2439.0,2440.480927931692,2423.0588816345853,2423.892958800383,1841.0,1839.7722022058667,1842.590726172666,1841.914900517822,1851.4,1852.672514026367,1854.7708364371977,1854.5806182195724,1873.9,1873.9509776145924,1880.3792387666463,1880.0065545858038,1927.8,1929.6165385568872,1918.3937189171652,1918.73654537799,1943.0,1943.3008252977243,1939.1529868767193,1939.62835525734
-35.111,42.657,3000.0,596.87,2295.0,1845.3,2305.0,2303.367224149046,2302.9555574052893,2303.8483461514293,2297.8,2297.094104345602,2305.765624358766,2305.5506273869582,2320.8,2319.853856531241,2325.2231114148362,2325.2920348241037,2375.1,2373.407408150653,2369.9134864220705,2370.161854082212,2398.6,2399.0157714039656,2406.9597025712465,2407.843619841502,1840.3,1839.5526474201363,1839.7523358013204,1839.1815897150977,1846.8,1845.8558261008793,1847.2957944131333,1846.956462682472,1866.5,1865.2628748906552,1865.5773557768493,1865.0550751463793,1900.6,1900.6832777029222,1900.198231647225,1900.0629509991752,1925.6,1925.29775545588,1929.9396258314605,1931.0223655111567
-35.333,42.389,3000.0,603.63,2305.9,1832.3,2293.0,2292.529489620078,2298.1689471155614,2298.749979931597,2312.3,2312.349792706277,2305.752877368674,2305.8039749735985,2308.7,2308.5036048634965,2311.32364781927,2311.880890054626,2343.0,2342.990303442642,2346.2818111749148,2346.4088395977124,2392.7,2394.246883321714,2389.4971594153685,2390.023362378879,1834.7,1833.6943182391274,1838.9065609690879,1838.676457437326,1841.0,1840.8868156063202,1842.590726172666,1842.3841150888334,1851.4,1852.047676002049,1854.7708364371977,1854.6583058746482,1873.9,1874.0651021459269,1880.3792387666463,1880.2698110986858,1927.8,1927.7767786414001,1918.3937189171652,1919.0483040595382
-35.237,42.616,3000.0,599.41,2297.3,1839.2,2295.0,2295.6071121830287,2297.90045283326,2298.391699057322,2305.0,2307.081028117811,2302.9555574052893,2303.3281793074325,2297.8,2297.985523068103,2305.765624358766,2306.1387813686915,2320.8,2320.10972182607,2325.2231114148362,2325.1459208109595,2375.1,2375.0841217336624,2369.9134864220705,2370.0651032390724,1845.3,1846.3799035703992,1838.9326652315738,1838.7973264670723,1840.3,1842.222023181159,1839.7523358013204,1839.9466698816866,1846.8,1845.7159961822692,1847.2957944131333,1847.76692357011,1866.5,1867.4927358442724,1865.5773557768493,1865.5834323934978,1900.6,1899.664860350466,1900.198231647225,1899.98394338272
-35.327,42.344,3000.0,599.22,2296.0,1836.6,2305.9,2306.737959645639,2299.942648668901,2300.5084844064622,2293.0,2292.454517057674,2298.1689471155614,2298.360714951809,2312.3,2310.6891399424403,2305.752877368674,2305.845908676188,2308.7,2307.4981461366106,2311.32364781927,2311.399655285945,2343.0,2340.284130683066,2346.2818111749148,2346.16303048165,1832.3,1831.5119897153222,1837.5688930402912,1837.4844080057246,1834.7,1834.5285255750223,1838.9065609690879,1839.015156272692,1841.0,1841.649130619686,1842.590726172666,1843.1460456173336,1851.4,1851.8608101128548,1854.7708364371977,1854.8936035899496,1873.9,1871.094100293671,1880.3792387666463,1879.6191707179248
-35.037,42.234,3000.0,598.91,2305.0,1844.6,2297.3,2298.9774582082746,2299.3526326100805,2299.4524170352233,2295.0,2296.422687894846,2297.90045283326,2297.940764615293,2305.0,2304.7390287078642,2302.9555574052893,2302.7430640045236,2297.8,2298.7018341101566,2305.765624358766,2305.9339811682266,2320.8,2320.7280465843255,2325.2231114148362,2325.311688808578,1839.2,1837.3199185666736,1837.4963352388818,1837.872507735368,1845.3,1843.143098854331,1838.9326652315738,1838.6580892422191,1840.3,1839.695481725606,1839.7523358013204,1839.9045200974056,1846.8,1848.9052376637285,1847.2957944131333,1847.6130015670756,1866.5,1867.4559507004433,1865.5773557768493,1865.0005942396456
-35.246,42.294,3000.0,599.7,2300.0,1838.2,2296.0,2297.207653490191,2299.267284428286,2298.8268103753426,2305.9,2306.0068522733077,2299.942648668901,2299.928954352923,2293.0,2292.7685108754254,2298.1689471155614,2297.718054219683,2312.3,2313.069567845962,2305.752877368674,2305.6148361822243,2308.7,2308.29230803682,2311.32364781927,2311.7653325075553,1836.6,1836.2152705298188,1839.0153364406046,1839.4477037256847,1832.3,1834.7071027777597,1837.5688930402912,1837.2483507248685,1834.7,1834.5094697794011,1838.9065609690879,1838.5161781974105,1841.0,1840.3939410044509,1842.590726172666,1843.1025213785733,1851.4,1850.1159829720425,1854.7708364371977,1854.8956356681633
-35.502,42.181,3000.0,603.96,2302.9,1827.2,2305.0,2305.847322678961,2301.005128441024,2300.423632589631,2297.3,2298.3542956793704,2299.3526326100805,2299.451050662166,2295.0,2294.6971230476292,2297.90045283326,2297.7379781204545,2305.0,2303.6525287831882,2302.9555574052893,2302.567553955505,2297.8,2297.128775582964,2305.765624358766,2306.1570096549485,1844.6,1844.5542685316652,1839.7811606485302,1839.7293343728868,1839.2,1839.3708465248594,1837.4963352388818,1837.3249555303776,1845.3,1845.0088945795446,1838.9326652315738,1838.2439882909239,1840.3,1840.8373994683823,1839.7523358013204,1840.3674668934577,1846.8,1845.701012291888,1847.2957944131333,1847.5727539578925
-35.508,42.193,3000.0,597.24,2286.7,1833.4,2300.0,2301.2430871498054,2301.000428950403,2300.323261864082,2296.0,2295.528829648598,2299.267284428286,2298.965078834672,2305.9,2307.172717192043,2299.942648668901,2300.1132709405565,2293.0,2293.4162895297773,2298.1689471155614,2298.0357143614606,2312.3,2311.2343032613153,2305.752877368674,2305.721850129299,1838.2,1837.3237628268541,1836.7947830578264,1836.2512092484849,1836.6,1836.312383423972,1839.0153364406046,1839.0206985675704,1832.3,1833.0738362340257,1837.5688930402912,1837.0384043420204,1834.7,1834.118152432482,1838.9065609690879,1839.46691345091,1841.0,1840.2558345203893,1842.590726172666,1842.724463421906
