Unnamed: 0,in1,in2,in3,in4,in5,in6,out1,out2,out3,out4,out5,out6,out7,out8,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
2762,60.859,279.47,1250.4,-59.537,15.178,10.425,3580.2,13.914,69.834,296.09,,710.4,630.78,604.13,,,,,,,,
2763,56.788,304.68,1250.1,-58.311,15.474,10.427,4070.4,13.837,67.869,297.05,,695.81,610.99,795.54,,,,,,,,
2764,54.308,313.35,1250.1,-57.039,15.803,10.413,4432.8,13.797,6.615,300.81,,684.64,597.27,932.45,,,,,,,,
2765,52.266,334.27,1250.2,-55.789,16.115,10.381,4759.6,13.797,66.805,331.7,,681.01,592.58,1003.7,,,,,,,,
2766,49.164,351.05,1250.2,-54.539,16.436,10.383,4942.6,13.749,65.913,349.94,,672.12,580.89,1148.5,,,,,,,,
2767,46.768,359.8,1250.0,-53.202,16.747,10.372,5133.6,13.729,65.145,352.78,,664.71,571.06,1269.4,,,,,,,,
2768,45.228,367.86,1250.0,-51.919,17.059,10.345,5365.1,13.738,65.166,359.22,,661.14,566.31,1343.5,,,,,,,,
2769,43.573,379.32,1250.1,-50.638,17.388,10.359,5257.8,13.727,65.326,370.55,,658.17,563.78,1414.6,,,,,,,,
2770,41.554,389.72,1250.1,-49.439,17.701,1.032,5538.6,13.75,65.503,378.38,,653.09,559.5,1532.2,,,,,,,,
2771,39.553,401.16,1250.1,-48.179,18.027,10.333,5403.2,13.743,65.533,388.5,,647.91,557.39,1634.8,,,,,,,,
2772,38.116,403.74,1250.2,-46.872,18.346,1.031,5579.2,13.753,65.204,386.74,,642.64,553.79,1719.3,,,,,,,,
2773,36.596,413.0,1250.0,-4.554,18.671,10.307,5575.7,13.757,65.327,400.49,,638.46,552.62,1786.4,,,,,,,,
2774,34.816,419.63,1250.0,-4.429,18.97,10.273,5814.4,13.773,6.521,411.53,,632.49,549.24,1864.7,,,,,,,,
2775,34.329,421.32,1250.1,-42.959,19.31,1.027,5844.5,13.773,65.144,416.34,,630.86,548.44,1880.8,,,,,,,,
2776,33.349,426.23,1250.1,-41.676,19.631,1.025,5993.0,13.782,65.185,428.39,,627.76,546.67,1914.8,,,,,,,,
2777,31.91,429.55,1250.0,-40.377,19.943,10.254,5975.2,13.775,64.725,444.97,,622.31,543.32,1949.9,,,,,,,,
2778,30.638,434.92,1249.9,-39.009,20.265,10.212,6315.5,13.794,64.732,462.89,,618.03,539.76,1990.2,,,,,,,,
2779,29.616,441.15,1250.0,-37.804,20.578,10.232,6151.8,13.783,64.686,493.67,,614.66,538.05,1999.5,,,,,,,,
2780,28.407,445.72,1250.0,-3.654,20.886,10.184,6546.1,13.802,64.663,513.52,,610.47,533.91,2035.4,,,,,,,,
2781,27.233,446.4,1250.0,-3.526,21.203,10.171,6689.4,13.801,64.143,533.86,,605.75,529.55,2061.1,,,,,,,,
2782,26.083,441.91,1249.9,-34.009,21.521,10.163,6817.8,13.794,63.111,545.39,,600.37,524.29,2088.7,,,,,,,,
2783,25.378,436.24,1249.9,-32.787,21.827,10.098,7467.8,13.809,62.437,532.45,,596.88,519.55,2128.8,,,,,,,,
2784,24.679,432.35,1250.0,-3.157,22.14,1.012,7300.9,13.794,61.583,544.13,,593.35,516.57,2136.7,,,,,,,,
2785,23.659,424.86,1250.0,-30.143,22.471,10.105,7515.6,13.787,60.341,545.65,,588.02,511.01,2166.7,,,,,,,,
2786,22.148,419.6,1249.9,-28.872,22.782,10.088,7750.4,13.78,59.049,562.5,,581.01,503.87,2203.8,,,,,,,,
2787,21.326,414.97,1250.0,-27.631,23.106,1.01,7693.4,13.768,58.084,573.65,,576.83,500.02,2217.9,,,,,,,,
2788,20.321,410.52,1249.9,-26.385,23.419,10.086,7884.2,13.763,57.116,582.81,,571.99,495.01,2244.3,,,,,,,,
2789,19.151,406.17,1250.0,-25.127,30.169,10.074,8269.3,13.731,56.059,675.9,,568.51,491.19,2269.0,,,,,,,,
2790,16.444,406.18,1250.0,-23.851,37.314,10.094,8368.6,13.685,54.482,841.67,,559.2,482.3,2305.1,,,,,,,,
2791,15.394,398.4,1249.9,-22.474,25.612,1.001,8884.0,13.737,53.204,665.04,,550.47,472.32,2366.9,,,,,,,,
2792,17.808,397.54,1250.0,-21.256,24.637,1.001,8804.7,13.751,5.451,593.87,,559.71,481.61,2325.9,,,,,,,,
2793,15.838,392.76,1250.0,-19.985,24.933,0.99942,9050.0,13.739,52.824,623.05,,550.84,472.58,2370.5,,,,,,,,
2794,14.237,384.73,1250.0,-18.912,24.675,10.005,9025.3,13.726,50.812,635.27,,542.45,464.61,2403.3,,,,,,,,
2795,14.893,384.46,1249.9,-17.801,24.337,10.001,9031.3,13.73,51.187,612.06,,544.83,466.98,2393.1,,,,,,,,
2796,15.9,381.3,1250.0,-16.698,24.008,10.015,8883.0,13.733,51.372,577.81,,547.91,470.45,2374.2,,,,,,,,
2797,16.611,376.92,1249.9,-1.56,23.672,10.019,8841.8,13.734,51.242,545.46,,549.47,472.21,2365.2,,,,,,,,
2798,17.588,373.77,1250.0,-14.551,23.353,10.001,9025.5,13.737,51.506,508.38,,552.49,474.77,2358.2,,,,,,,,
2799,18.325,369.49,1249.9,-13.416,23.024,10.026,8760.9,13.738,51.344,480.88,,553.93,476.86,2341.8,,,,,,,,
2800,19.34,364.17,1250.0,-12.342,22.685,10.017,8869.6,13.739,51.337,442.3,,556.31,478.97,2334.3,,,,,,,,
2801,20.009,362.18,1249.9,-1.119,22.352,10.017,8861.2,13.741,5.15,420.25,,558.13,480.71,2325.7,,,,,,,,
2802,20.783,355.03,1250.0,-10.034,22.017,1.002,8871.6,13.739,5.108,387.2,,558.76,481.44,2321.7,,,,,,,,
2803,21.976,350.38,1250.0,-0.8938,21.684,10.039,8674.5,13.741,51.194,357.9,,561.66,484.58,2303.5,,,,,,,,
2804,22.661,346.07,1249.9,-0.78188,21.352,1.003,8802.9,13.741,51.111,335.7,,562.68,485.28,2303.1,,,,,,,,
2805,23.614,343.81,1250.0,-0.67177,21.017,10.029,8808.0,13.743,51.441,316.88,,565.43,487.68,2293.1,,,,,,,,
2806,24.277,338.93,1249.9,-0.56041,20.68,10.036,8770.2,13.741,51.225,298.43,,566.0,488.31,2291.8,,,,,,,,
2807,25.582,332.25,1250.1,-0.45386,20.354,10.036,8811.0,13.74,51.234,273.86,,568.52,490.29,2287.6,,,,,,,,
2808,26.664,327.04,1250.0,-0.34152,20.025,10.071,8465.6,13.737,51.177,256.64,,570.43,492.41,2281.1,,,,,,,,
2809,27.144,319.5,1249.9,-0.23012,19.685,10.038,8926.3,13.729,50.616,238.91,,569.25,490.45,2305.6,,,,,,,,
2810,28.622,306.79,1249.9,-0.11271,19.345,1.005,8912.8,13.717,49.923,212.31,740000.0,569.84,490.26,2332.6,,,,,,,,
2811,30.111,304.47,1250.0,-0.00062,19.01,10.042,9007.4,13.718,50.668,199.65,,574.64,493.21,2323.1,,,,,,,,
2812,30.274,295.32,1249.8,0.11419,18.657,1.006,8952.6,13.701,49.514,185.9,,571.21,490.23,2374.8,,,,,,,,
2813,32.25,292.64,1250.0,0.21303,18.331,10.071,8809.4,13.704,50.515,173.27,,577.81,494.26,2350.2,,,,,,,,
2814,32.782,286.5,1249.9,0.32443,18.008,10.062,9003.1,13.691,50.099,162.24,,577.2,492.84,2378.4,,,,,,,,
2815,33.322,279.49,1249.9,0.43143,17.682,10.084,8881.1,13.675,49.486,151.18,,576.21,491.53,2417.2,,,,,,,,
2816,34.597,268.67,1250.0,0.547,17.341,10.115,8705.8,13.651,4.886,134.89,,576.63,490.56,2450.8,,,,,,,,
2817,36.31,269.03,1249.9,0.6561,17.014,10.071,9109.5,13.662,50.268,129.13,,583.54,493.7,2367.7,,,,,,,,
2818,36.551,263.16,1249.9,0.77681,16.669,10.073,9192.2,13.644,49.648,120.68,,581.83,491.77,2405.9,,,,,,,,
2819,36.996,256.9,1250.0,0.88239,16.364,10.094,9079.9,13.625,49.066,112.27,,580.78,490.48,2436.6,,,,,,,,
2820,38.361,243.34,1250.0,0.99502,16.023,10.107,9124.7,13.596,48.175,96.598,,580.55,488.22,2453.3,,,,,,,,
2821,39.805,240.65,1249.8,1.101,15.701,10.129,8904.4,13.596,48.809,91.775,,584.95,490.7,2390.4,,,,,,,,
2822,41.553,227.42,1250.0,12.175,15.354,10.119,9131.7,13.582,48.312,79.206,,586.65,489.21,2359.4,,,,,,,,
2823,42.884,226.75,1249.9,13.283,15.013,10.117,9094.6,13.595,49.205,78.587,,591.73,492.13,2278.6,,,,,,,,
2824,42.201,211.77,1249.9,14.396,14.68,10.119,9369.0,13.544,46.591,63.439,,582.54,484.18,2439.1,,,,,,,,
2825,44.798,205.45,1250.0,15.489,14.345,10.125,9215.0,13.575,4.764,60.831,,591.29,488.62,2289.5,,,,,,,,
2826,45.681,200.63,1249.8,16.625,14.012,10.146,8986.9,13.578,47.549,57.098,,593.25,489.6,2265.3,,,,,,,,
2827,46.898,179.35,1249.8,17.719,13.68,10.142,9188.9,13.565,45.429,42.744,,591.04,484.27,2315.0,,,,,,,,
2828,50.199,153.47,1249.8,18.905,13.333,10.125,9177.0,13.605,44.186,32.711,,599.22,484.22,2214.4,,,,,,,,
2829,53.163,130.51,1249.8,19.995,13.01,1.013,8745.9,13.648,43.094,25.112,,607.41,486.3,2107.4,,,,,,,,
2830,55.585,108.94,1249.7,21.095,12.673,10.149,8172.8,13.681,41.899,17.935,,612.7,488.29,2024.6,,,,,,,,
2831,58.044,91.526,1250.0,21.889,12.416,10.189,7295.1,13.722,41.626,13.764,,619.63,495.01,1883.1,,,,,,,,
2832,59.176,102.08,1250.1,20.135,12.953,10.157,7289.4,13.773,44.606,21.89,,630.29,509.27,1646.5,,,,,,,,
2833,58.541,123.83,1250.4,17.946,13.616,10.145,7366.4,13.79,47.172,34.784,,635.48,517.87,1552.6,,,,,,,,
2834,55.338,168.7,1250.6,15.718,14.283,10.124,7897.9,13.771,50.288,62.376,,634.62,520.56,1590.7,,,,,,,,
2835,49.002,216.69,1250.3,1.347,14.954,10.101,8838.8,13.692,52.046,89.783,,616.6,508.63,1851.5,,,,,,,,
2836,42.36,239.42,1250.1,11.261,15.62,10.111,8969.7,13.626,50.557,93.047,,595.12,496.07,2214.9,,,,,,,,
2837,38.187,250.03,1250.1,0.90914,16.276,10.096,9117.5,13.617,49.002,104.27,,582.81,490.44,2409.1,,,,,,,,
2838,37.197,266.14,1250.2,0.68405,16.95,10.061,9232.5,13.66,50.561,124.73,,586.01,494.38,2336.0,,,,,,,,
2839,35.002,271.47,1250.0,0.45636,17.627,10.098,8791.1,13.667,49.574,138.54,,579.7,492.46,2397.9,,,,,,,,
2840,33.685,284.7,1250.0,0.23545,18.292,10.062,8968.7,13.696,50.503,159.9,,580.44,494.45,2344.1,,,,,,,,
2841,30.897,293.53,1249.9,0.11175,18.665,10.074,8791.8,13.701,49.676,181.84,,573.0,491.39,2370.8,,,,,,,,
2842,30.376,292.47,1250.0,0.10919,18.672,10.086,8700.4,13.695,4.914,182.99,,570.46,489.83,2389.4,,,,,,,,
2843,31.289,290.87,1250.0,0.10938,18.672,10.091,8630.7,13.697,49.553,177.82,,573.49,491.63,2376.8,,,,,,,,
2844,32.183,292.1,1250.0,0.10938,18.672,10.077,8728.9,13.706,5.038,175.7,,577.63,494.13,2343.3,,,,,,,,
2845,31.42,292.3,1250.0,0.10938,18.672,10.084,8683.3,13.701,49.855,178.76,,574.61,492.41,2364.7,,,,,,,,
2846,30.755,293.88,1250.0,0.10938,18.672,10.083,8702.2,13.7,49.601,182.99,,572.55,491.3,2373.0,,,,,,,,
2847,31.316,292.54,1250.1,0.10938,18.672,10.102,8494.5,13.699,49.765,179.75,,574.24,492.52,2368.3,,,,,,,,
2848,31.657,294.23,1250.0,0.08548,18.664,10.063,8873.5,13.707,50.337,179.78,,576.41,493.45,2345.7,,,,,,,,
2849,30.717,298.74,1250.1,-0.23112,18.563,10.106,8388.2,13.706,50.181,191.13,,574.38,493.41,2345.8,,,,,,,,
2850,30.87,316.2,1250.1,-0.59874,18.449,10.075,8469.7,13.738,52.632,212.6,,582.09,499.96,2258.5,,,,,,,,
2851,30.226,326.53,1250.0,-0.98208,18.331,1.008,8307.0,13.749,53.488,230.83,,583.6,502.11,2232.2,,,,,,,,
2852,29.33,341.19,1250.1,-13.468,18.223,10.103,7930.4,13.761,54.617,257.77,,585.56,505.22,2201.9,,,,,,,,
2853,28.551,350.96,1250.0,-17.316,18.107,10.119,7695.5,13.765,5.523,279.53,,586.01,506.53,2188.7,,,,,,,,
2854,29.534,368.29,1250.2,-21.097,17.994,10.102,7675.9,13.791,57.831,301.13,,596.08,514.99,2134.7,,,,,,,,
2855,28.994,377.9,1250.0,-24.976,17.876,10.107,7563.7,13.796,58.532,323.01,,596.98,516.43,2129.1,,,,,,,,
2856,28.062,389.87,1250.1,-2.879,17.761,10.113,7440.3,13.8,59.245,354.03,,596.77,517.15,2129.3,,,,,,,,
2857,27.214,401.35,1250.1,-32.586,17.645,10.145,7080.5,13.795,5.983,390.0,531000.0,596.26,518.04,2121.7,,,,,,,,
2858,26.56,411.65,1250.0,-36.266,17.537,10.132,7147.2,13.803,60.557,420.88,,596.11,518.14,2126.5,,,,,,,,
2859,26.793,425.09,1250.1,-39.805,17.423,10.163,6789.2,13.804,61.906,454.77,,599.84,522.69,2097.9,,,,,,,,
2860,26.795,441.6,1250.1,-43.741,17.307,10.163,6694.6,13.815,63.507,496.98,,602.88,526.28,2081.5,,,,,,,,
2861,27.64,454.92,1250.1,-47.434,17.2,10.161,6619.8,13.829,65.228,518.56,,608.54,532.11,2054.3,,,,,,,,
2862,28.026,468.23,1250.1,-51.176,17.084,10.159,6568.2,13.841,66.693,548.21,,612.17,536.16,2036.6,,,,,,,,
2863,27.38,478.38,1250.1,-55.005,16.967,10.163,6497.8,13.843,67.291,592.06,,610.99,535.75,2039.2,,,,,,,,
2864,28.047,480.17,1250.0,-58.756,16.854,10.175,6371.9,13.841,6.776,593.91,,614.12,538.81,2022.2,,,,,,,,
2865,29.371,481.32,1250.1,-62.433,16.745,10.202,6124.3,13.837,6.845,587.11,,619.87,544.34,1987.8,,,,,,,,
2866,29.174,499.08,1250.1,-66.071,16.628,10.205,6008.0,13.848,69.953,642.58,,621.38,547.03,1975.9,,,,,,,,
2867,28.473,501.14,1250.0,-69.897,16.514,1.022,5900.3,13.838,69.728,673.73,,618.87,544.92,1983.9,,,,,,,,
2868,29.272,506.5,1250.0,-73.644,16.404,10.203,5997.2,13.853,70.727,673.02,,623.11,548.97,1970.6,,,,,,,,
2869,29.968,510.36,1250.1,-77.387,16.289,10.218,5846.5,13.852,71.401,681.8,,626.63,552.62,1949.2,,,,,,,,
2870,30.178,515.97,1250.1,-81.252,16.17,10.244,5611.7,13.845,71.912,706.7,,628.27,554.8,1932.2,,,,,,,,
2871,30.182,527.19,1250.0,-84.858,16.062,10.233,5643.4,13.859,73.025,740.61,,629.86,557.01,1926.9,,,,,,,,
2872,29.839,531.09,1249.9,-88.571,15.951,10.261,5422.3,13.847,73.067,770.67,,628.97,556.67,1922.4,,,,,,,,
2873,30.788,532.64,1250.0,-92.552,15.834,10.256,5435.1,13.854,73.799,763.78,,633.37,560.9,1903.2,,,,,,,,
2874,31.489,536.92,1250.1,-96.318,15.717,10.263,5352.4,13.857,74.611,773.51,,637.02,564.79,1881.4,,,,,,,,
2875,31.158,554.85,1250.1,-10.016,15.603,10.278,5157.4,13.864,76.095,839.69,,637.93,567.35,1868.1,,,,,,,,
2876,30.463,559.2,1250.1,-10.373,15.494,10.265,5248.8,13.87,76.184,866.25,,635.84,565.48,1885.2,,,,,,,,
2877,31.152,556.92,1250.1,-10.744,15.386,10.297,5021.9,13.855,76.226,859.29,,638.49,568.14,1861.8,,,,,,,,
2878,31.858,567.77,1250.1,-11.117,15.266,10.288,5008.9,13.872,7.785,889.83,,643.06,573.56,1835.4,,,,,,,,
2879,31.976,572.25,1250.1,-11.483,15.156,10.305,4868.6,13.867,78.311,910.14,,644.23,575.24,1822.7,,,,,,,,
2880,32.246,579.08,1250.0,-11.874,15.041,10.292,4926.9,13.881,79.314,934.83,,646.52,578.04,1812.0,,,,,,,,
2881,32.609,582.67,1250.0,-12.001,15.0,10.317,4720.5,13.873,79.806,948.16,,648.47,580.51,1788.8,,,,,,,,
2882,32.322,585.14,1249.9,-12.0,15.0,10.298,4850.2,13.884,79.975,956.76,,647.63,579.76,1801.1,,,,,,,,
2883,32.263,585.96,1250.0,-12.0,15.0,1.031,4762.5,13.878,7.995,960.86,,647.43,579.72,1798.2,,,,,,,,
2884,32.231,584.87,1250.0,-12.0,15.0,10.309,4775.0,13.878,79.812,957.37,,647.15,579.32,1800.8,,,,,,,,
2885,32.42,587.04,1250.0,-12.0,15.0,10.301,4813.2,13.885,80.235,962.82,,648.29,580.63,1794.7,,,,,,,,
2886,32.26,582.36,1250.0,-12.0,15.0,10.315,4748.6,13.872,79.531,949.2,,646.93,578.91,1801.0,,,,,,,,
2887,32.507,585.0,1250.0,-12.0,15.0,10.313,4739.9,13.877,80.002,956.27,,648.33,580.55,1790.7,,,,,,,,
2888,32.372,582.58,1250.0,-12.067,15.067,10.299,4860.3,13.881,79.742,950.05,,647.59,579.44,1802.1,,,,,,,,
2889,32.028,582.71,1249.9,-12.419,15.419,10.288,4960.2,13.882,79.601,963.15,,646.47,578.06,1815.6,,,,,,,,
2890,31.03,582.17,1250.0,-12.795,15.795,10.314,4828.4,13.861,78.744,985.67,,642.36,573.82,1836.7,,,,,,,,
2891,30.659,565.22,1250.0,-13.17,16.17,10.351,4705.0,13.822,7.663,951.7,,638.79,568.82,1852.8,,,,,,,,
2892,31.172,554.06,1249.9,-13.548,16.548,10.354,4754.2,13.809,75.879,919.98,,639.87,568.74,1850.8,,,,,,,,
2893,31.393,551.99,1250.1,-13.92,16.92,10.341,4868.6,13.812,75.942,920.47,,640.97,569.33,1851.4,,,,,,,,
2894,30.405,548.26,1250.0,-14.313,17.313,10.383,4653.6,13.781,74.824,939.75,,636.38,564.65,1867.3,,,,,,,,
2895,29.943,540.16,1250.0,-14.692,17.692,10.396,4644.5,13.762,73.811,936.25,,633.72,561.27,1882.3,,,,,,,,
2896,29.517,538.84,1250.0,-15.077,18.077,1.043,4459.5,13.739,73.348,955.04,,631.83,559.48,1882.6,,,,,,,,
2897,28.512,532.64,1249.9,-15.443,18.443,10.433,4510.9,13.724,72.314,972.01,,627.2,554.22,1908.9,,,,,,,,
2898,28.829,517.98,1250.0,-15.815,18.821,10.433,4598.1,13.709,71.232,930.71,,627.14,552.87,1916.8,,,,,,,,
2899,28.791,520.44,1249.9,-16.173,19.183,10.457,4448.2,13.697,71.364,950.0,,627.32,553.39,1908.2,,,,,,,,
2900,27.723,513.22,1249.9,-16.56,19.56,10.469,4450.0,13.677,70.191,968.2,,622.31,547.85,1932.5,,,,,,,,
2901,27.593,502.07,1249.9,-16.935,19.935,10.464,4567.6,13.665,69.193,948.95,,620.85,545.33,1948.0,,,,,,,,
2902,27.724,499.21,1250.0,-17.304,20.304,10.491,4417.2,13.647,6.893,947.57,,621.12,545.64,1939.8,,,,,,,,
2903,26.628,493.95,1249.9,-17.685,20.685,10.507,4382.4,13.627,67.837,972.85,,616.16,540.37,1960.3,,,,,,,,
2904,26.312,485.58,1250.0,-18.06,21.06,10.513,4417.2,13.613,66.905,966.96,,614.18,537.71,1972.7,,,,,,,,
2905,26.128,478.19,1249.9,-18.435,21.435,10.548,4248.9,13.586,65.995,960.52,,612.53,536.01,1971.8,,,,,,,,
2906,25.785,469.6,1249.9,-18.796,21.796,10.548,4317.0,13.574,65.019,954.07,,610.4,533.12,1986.6,,,,,,,,
2907,25.676,460.64,1249.9,-19.17,22.17,1.057,4240.8,13.552,64.039,940.53,,608.92,531.31,1990.3,,,,,,,,
2908,24.825,456.45,1249.9,-19.545,22.508,10.609,4054.6,13.523,63.034,960.02,,604.87,527.49,1996.8,,,,,,,,
2909,24.408,445.45,1250.0,-19.92,22.919,10.614,4100.9,13.506,61.765,949.26,,601.99,523.83,2013.2,,,,,,,,
2910,24.382,437.17,1249.9,-20.295,23.302,10.607,4206.0,13.499,61.019,935.17,,601.03,522.08,2024.9,,,,,,,,
2911,24.295,435.58,1250.0,-20.666,23.675,10.603,4255.4,13.497,60.863,940.89,,600.74,521.45,2030.1,,,,,,,,
2912,23.311,424.53,1249.9,-21.034,24.059,10.632,4165.4,13.466,59.207,944.8,,595.12,515.52,2048.3,,,,,,,,
2913,23.259,420.84,1250.0,-21.433,24.435,1.064,4149.0,13.456,58.828,943.72,,594.51,514.72,2050.9,,,,,,,,
2914,22.47,410.09,1249.9,-21.822,24.828,1.066,4112.3,13.43,57.343,943.58,,589.58,509.41,2068.7,,,,,,,,
2915,22.263,405.23,1250.0,-22.202,25.204,10.672,4083.7,13.417,56.753,943.17,,588.03,507.7,2073.8,,,,,,,,
2916,21.348,393.27,1249.9,-22.565,25.571,10.671,4187.4,13.401,55.113,943.34,,582.25,501.12,2102.2,,,,,,,,
2917,21.626,382.25,1250.0,-22.929,25.952,10.717,3964.1,13.367,53.971,912.52,,580.65,500.12,2093.1,,,,,,,,
2918,21.452,370.68,1249.9,-23.31,26.311,10.737,3916.3,13.344,52.569,893.43,,577.06,496.51,2101.5,,,,,,,,
2919,21.945,353.1,1249.9,-23.685,34.882,10.781,3907.8,13.278,5.07,908.63,,577.85,498.65,2092.6,,,,,,,,
2920,22.578,343.64,1249.9,-24.06,36.357,10.773,4030.7,13.271,49.966,884.0,,578.56,498.56,2094.5,,,,,,,,
2921,22.255,332.85,1249.9,-24.434,27.578,10.775,3904.6,13.288,48.478,796.62,,568.68,487.65,2114.9,,,,,,,,
2922,22.482,317.5,1249.9,-24.81,27.797,10.776,3980.5,13.273,46.658,758.62,,563.98,482.55,2127.1,,,,,,,,
2923,23.726,301.37,1249.9,-25.181,28.182,10.773,4072.3,13.263,45.351,696.0,,562.62,480.31,2123.9,,,,,,,,
2924,24.368,292.3,1249.9,-25.564,28.564,10.803,3932.9,13.238,4.449,665.44,,561.44,479.28,2112.5,,,,,,,,
2925,23.799,280.95,1249.9,-25.921,28.921,10.827,3870.1,13.212,42.499,658.57,,554.68,473.17,2127.5,,,,,,,,
2926,23.553,269.23,1249.9,-26.302,29.302,10.859,3755.3,13.182,4.063,643.67,,548.89,468.1,2134.7,,,,,,,,
2927,23.848,253.11,1249.9,-26.67,29.67,10.837,3977.5,13.177,38.607,607.56,,543.46,462.03,2155.8,,,,,,,,
2928,25.18,239.42,1249.9,-27.048,30.012,10.863,3872.5,13.15,37.529,553.56,,542.25,461.18,2140.6,,,,,,,,
2929,25.808,230.12,1249.9,-27.42,30.418,10.879,3822.7,13.13,36.607,526.2,,540.34,459.77,2135.7,,,,,,,,
2930,24.976,220.93,1249.9,-27.795,30.795,10.898,3787.8,13.108,34.663,530.72,,533.39,453.73,2157.2,,,,,,,,
2931,25.174,209.66,1249.9,-28.17,31.177,10.915,3748.8,13.085,33.139,509.05,,528.81,450.15,2164.0,,,,,,,,
2932,25.127,197.52,1249.9,-28.557,31.557,1.095,3616.6,13.05,31.271,491.09,,522.67,445.75,2173.0,,,,,,,,
2933,25.083,188.12,1249.9,-28.921,31.937,10.947,3698.1,13.041,29.887,479.0,,518.09,441.82,2188.6,,,,,,,,
2934,26.161,172.14,1249.8,-29.325,32.328,10.957,3708.8,13.014,28.299,432.45,,513.04,439.1,2195.6,,,,,,,,
2935,29.254,148.21,1249.8,-29.685,32.704,10.941,3877.6,12.987,27.027,337.81,,510.16,438.9,2194.1,,,,,,,,
2936,33.969,119.16,1249.8,-29.751,33.068,11.004,3557.4,12.906,25.965,222.82,,516.09,442.66,2147.6,,,,,,,,
2937,39.342,96.172,1249.9,-29.75,33.424,11.002,3579.4,12.934,26.416,145.99,,535.45,447.92,1955.0,,,,,,,,
2938,42.202,89.349,1250.1,-29.75,33.81,11.026,3427.2,12.952,27.414,133.5,340000.0,549.03,453.5,1787.5,,,,,,,,
2939,41.02,80.2,1249.8,-29.75,34.197,11.063,3287.2,12.9,25.107,122.73,,539.0,448.02,1901.4,,,,,,,,
2940,41.361,78.047,1250.0,-29.75,34.579,11.013,3586.9,12.937,25.144,123.25,,540.35,447.23,1875.3,,,,,,,,
2941,40.097,71.587,1249.9,-29.75,34.935,11.006,3688.7,12.916,23.283,120.26,,530.93,441.53,1981.0,,,,,,,,
2942,40.258,67.659,1250.0,-29.75,35.001,1.103,3565.7,12.898,22.767,114.93,,530.37,441.05,1988.9,,,,,,,,
2943,40.267,69.21,1250.0,-29.75,35.0,11.029,3559.2,12.9,23.004,116.6,,531.02,441.67,1980.5,,,,,,,,
2944,40.045,67.748,1249.9,-29.75,35.0,11.043,3493.9,12.887,22.597,115.48,,529.18,440.81,2003.8,,,,,,,,
2945,40.405,67.558,1250.0,-29.75,35.0,11.037,3519.2,12.895,2.284,114.09,,531.14,441.56,1980.0,,,,,,,,
2946,40.109,67.922,1250.0,-29.75,35.0,1.106,3392.0,12.876,22.633,114.95,,529.63,441.47,1999.6,,,,,,,,
2947,39.901,68.025,1250.0,-29.75,35.0,1.105,3453.4,12.88,2.252,116.2,,528.5,440.73,2012.5,,,,,,,,
2948,40.157,67.946,1250.0,-29.75,35.0,11.045,3478.0,12.887,22.703,115.2,,529.9,441.25,1995.3,,,,,,,,
2949,39.864,69.145,1250.0,-29.75,34.95,11.054,3424.0,12.878,22.652,117.28,,528.7,441.13,2011.0,,,,,,,,
2950,39.692,74.163,1250.1,-29.75,34.823,1.104,3482.4,12.891,23.306,123.42,,529.62,442.23,2000.1,,,,,,,,
2951,39.167,72.378,1249.9,-29.75,34.688,11.042,3488.3,12.88,22.661,123.57,,525.89,440.09,2047.8,,,,,,,,
2952,40.23,73.196,1250.0,-29.75,34.555,11.052,3403.6,12.889,23.527,118.78,,532.11,443.31,1977.6,,,,,,,,
2953,41.083,75.104,1250.1,-29.75,34.423,11.002,3663.9,12.936,24.537,119.8,,537.6,445.02,1911.8,,,,,,,,
2954,39.894,83.236,1250.0,-29.745,34.289,11.006,3621.2,12.925,24.875,131.72,,533.97,445.08,1956.5,,,,,,,,
2955,40.02,80.374,1250.0,-29.449,34.152,11.005,3629.9,12.924,24.531,125.88,,533.46,444.34,1971.9,,,,,,,,
2956,40.761,86.28,1250.1,-29.059,34.017,10.944,3941.1,12.981,26.051,130.22,,539.78,447.22,1904.4,,,,,,,,
2957,40.131,88.878,1250.0,-28.666,33.891,10.943,3936.8,12.975,25.962,132.1,,537.13,446.71,1945.2,,,,,,,,
2958,40.766,90.823,1250.1,-28.263,33.752,10.935,3954.4,12.991,26.707,130.44,,541.3,449.03,1906.0,,,,,,,,
2959,40.439,100.04,1250.1,-27.88,33.626,10.915,4024.5,13.01,2.786,140.37,,542.95,451.43,1896.0,,,,,,,,
2960,39.412,96.23,1249.9,-27.479,33.492,10.927,3977.5,12.983,26.502,136.04,,535.63,447.73,1992.1,,,,,,,,
2961,41.205,96.771,1250.0,-27.081,33.36,10.926,3933.3,13.008,2.786,129.03,,545.65,452.63,1883.6,,,,,,,,
2962,41.395,102.43,1250.1,-26.677,33.222,10.877,4195.0,13.049,28.928,134.94,,548.81,454.28,1855.5,,,,,,,,
2963,39.42,118.1,1250.1,-26.276,33.094,10.876,4155.3,13.042,29.803,155.82,,544.05,455.49,1924.7,,,,,,,,
2964,37.214,121.76,1250.0,-25.877,32.961,10.884,4120.4,13.018,2.871,171.27,,533.82,451.66,2050.4,,,,,,,,
2965,37.294,125.65,1250.1,-25.474,32.829,10.852,4284.7,13.045,29.394,173.16,,535.87,452.81,2038.9,,,,,,,,
