in1,in2,in3,in4,in5,in6,in7,in8,out1,out2,out3,out4,out5,out6,out7,out8,,,,,,,,
25.086,-12.946,93.459,10.244,284.58,74.944,0.54798,10.308,1.03E+05,607.83,671.2,279.31,169.81,14.135,3759.1,19.413,,,,,,,,
24.899,-12.749,95.338,1.145,283.65,75.338,0.54632,1.038,67378,601.9,666.64,283.83,175.04,14.068,3378.7,19.691,,,,,,,,
24.711,-12.75,97.316,10.264,282.97,75.497,0.54189,10.329,81858,601.33,666.57,279.41,183.55,14.112,3711.7,19.203,,,,,,,,
24.502,-12.396,90.833,0.93454,282.14,75.9,0.53794,10.322,76706,597.12,662.24,271.82,203.02,14.108,3830.5,18.786,,,,,,,,
24.317,-12.374,10.078,0.92548,281.17,76.276,0.54037,10.278,78955,590.06,658.91,274.26,224.15,14.143,4146.5,18.006,,,,,,,,
24.115,-12.027,10.616,0.99725,280.34,76.501,0.53283,10.312,67028,582.35,653.67,271.72,239.93,14.104,4026.2,17.947,,,,,,,,
23.934,-11.999,10.731,0.8534,279.78,76.831,0.53606,10.324,57015,578.66,651.27,274.54,249.55,14.095,3952.4,17.802,,,,,,,,
23.747,-11.794,10.39,0.9006,279.22,77.167,0.53191,10.284,63226,576.62,648.92,267.87,270.65,14.121,4274.7,17.26,,,,,,,,
23.54,-11.624,11.113,0.91864,278.13,77.402,0.537,10.286,54658,566.94,643.35,271.73,296.39,14.117,4283.3,16.769,,,,,,,,
23.351,-11.625,11.564,0.84919,277.36,77.776,0.53176,10.275,53779,565.56,642.11,271.14,305.86,14.124,4391.6,16.592,,,,,,,,
23.165,-11.277,11.543,0.80078,276.41,78.001,0.53102,1.028,50146,558.13,636.67,267.87,334.51,14.111,4416.8,16.213,,,,,,,,
22.975,-11.249,11.009,0.79349,275.33,78.029,0.52676,1.026,53545,559.79,636.89,264.21,340.87,14.123,4580.5,16.101,,,,,,,,
22.775,-10.896,12.401,0.87126,274.86,78.125,0.53004,10.267,49142,546.97,629.34,266.32,378.07,14.107,4573.6,15.611,,,,,,,,
22.593,-10.874,12.418,0.74943,274.21,78.505,0.53228,10.291,42637,544.32,627.72,269.46,385.82,14.093,4385.3,15.607,,,,,,,,
22.401,-10.669,12.562,0.78131,273.19,78.721,0.52793,10.237,47556,541.63,624.1,263.55,415.72,14.122,4828.4,15.052,,,,,,,,
22.202,-10.499,12.74,0.75515,272.26,79.102,0.52179,10.248,44382,538.94,622,261.52,432.23,14.109,4797.6,15.083,,,,,,,,
22.006,-10.5,11.829,0.79122,271.49,79.403,0.5204,10.213,46766,541.27,621.75,257.92,444.85,14.13,5073.1,14.859,,,,,,,,
21.825,-10.16,13.956,0.14385,270.65,79.723,0.51807,10.221,42400,531.37,615.13,257.37,476.21,14.114,5045,14.777,,,,,,,,
21.615,-10.124,13.775,0.07651,270.18,80.192,0.51902,10.253,36893,529.76,614.3,259.92,482.14,14.097,4778.9,14.901,,,,,,,,
21.428,-97.709,13.829,0.08028,269.48,80.337,0.51947,10.235,38883,524.8,609,256.01,517.21,14.098,4950.9,14.555,,,,,,,,
21.234,-97.491,14.022,0.02173,268.51,80.676,0.51095,10.184,43052,527.56,608.38,250.83,532.75,14.117,5408.8,14.628,,,,,,,,
21.043,-9.544,14.178,-0.00509,267.67,80.996,0.51393,10.164,43062,523.91,603.77,250.18,561.12,14.121,5568.6,14.309,,,,,,,,
20.846,-93.737,14.476,0.00056,266.85,81.359,0.50839,10.225,39581,523.15,603.19,251.8,563.74,14.088,5107.1,14.863,,,,,,,,
20.654,-93.749,13.369,0.01289,266.13,81.653,0.50971,10.198,41294,523.97,602.51,249.36,583.85,14.101,5309.9,14.64,,,,,,,,
20.465,-90.274,15.161,0.00311,265.39,82.075,0.51059,10.156,42440,518.4,594.74,249.14,617.1,14.107,5662.2,14.232,,,,,,,,
20.269,-8.999,15.313,0.00356,264.6,82.192,0.50822,10.145,45044,519.55,594.17,248.53,625.39,14.108,5771.9,14.335,,,,,,,,
20.076,-86.459,15.418,0.00246,263.88,82.47,0.50351,1.019,47790,517.53,591.23,246.82,645.59,14.081,5455.4,14.591,,,,,,,,
19.879,-86.241,14.345,0.00792,262.81,82.732,0.50117,10.171,52827,519.15,591.18,243.39,667.41,14.084,5630.4,14.563,,,,,,,,
19.694,-8.419,16.058,0.01042,262.01,82.785,0.50654,10.135,51852,514.62,585.33,246.49,688.03,14.092,5900.1,14.133,,,,,,,,
19.488,-82.487,16.296,-0.00075,261.57,83.133,0.50068,10.125,58777,514.58,583.49,243.19,707.6,14.085,6046.5,14.155,,,,,,,,
19.305,-82.499,16.42,-0.0036,260.54,83.528,0.49658,10.043,67120,515.08,581.56,238.54,751.36,14.091,6838,13.741,,,,,,,,
19.123,-79.024,16.34,-0.00253,259.78,83.745,0.49713,10.109,67196,512.14,578.51,240.15,757.99,14.074,6224.7,13.94,,,,,,,,
18.928,-7.874,16.57,0.00286,259.02,84.12,0.49191,10.135,74843,513.94,578.83,241.07,756.19,14.066,6018.2,14.246,,,,,,,,
18.724,-75.209,17.158,0.0074,257.92,84.375,0.48934,10.105,84286,510.36,573.75,237.71,801.93,14.059,6334.9,13.93,,,,,,,,
18.535,-74.991,17.351,0.0105,256.76,84.715,0.49122,10.135,81789,510.1,573.11,242.16,804.19,14.056,6014.4,14.018,,,,,,,,
18.356,-7.294,16.504,-0.00208,256.38,85.049,0.49061,10.131,84744,508.49,570.78,238.73,840.53,14.047,6075.4,13.78,,,,,,,,
18.14,-71.237,18.316,-0.00563,255.64,85.264,0.48386,10.085,1.04E+05,507.34,567.82,236.89,869.37,14.046,6555,13.691,,,,,,,,
17.959,-71.249,18.103,-0.00492,254.57,85.651,0.48532,10.063,1.02E+05,506.86,566.79,237.49,901.24,14.049,6735.7,13.408,,,,,,,,
17.765,-67.774,17.123,-0.00195,253.82,85.606,0.48917,0.99891,1.04E+05,502.08,561.17,230.15,1009,14.039,7489.7,12.537,,,,,,,,
17.565,-6.749,18.497,-0.00012,253.05,85.866,0.48173,10.044,1.24E+05,504.38,562.24,234.53,964.48,14.036,6972.3,13.198,,,,,,,,
17.375,-65.709,19.092,-0.00129,252.12,86.177,0.48184,10.005,1.28E+05,501.5,558.69,233.75,1030.4,14.033,7356.7,12.82,,,,,,,,
17.202,-63.741,18.464,0.00094,251.32,86.59,0.47844,0.99447,1.39E+05,499.84,555.35,227.54,1131.9,14.023,8025.4,12.268,,,,,,,,
17.004,-61.958,19.264,0.00957,250.46,86.747,0.47772,10.039,1.45E+05,499.32,554.9,234.03,1059.5,14.018,7061.1,12.843,,,,,,,,
16.82,-59.991,19.623,0.01434,250.03,86.975,0.47742,10.028,1.50E+05,496.97,551.86,233.61,1099.6,14.012,7179.9,12.635,,,,,,,,
16.77,-59.998,19.575,0.00697,249.75,86.975,0.47904,0.99363,1.50E+05,495.41,549.41,229.81,1207.8,14.015,8113.2,11.988,,,,,,,,
16.773,-6,19.483,0.0067,249.76,87,0.47364,0.99777,1.65E+05,497.76,551.44,229.53,1153,14.011,7726.7,12.425,,,,,,,,
16.774,-6,18.584,0.00136,249.85,86.997,0.47659,0.99132,1.57E+05,496.54,549.84,224.9,1234.6,14.011,8398.5,11.809,,,,,,,,
16.773,-6,19.681,0.0003,249.78,86.963,0.47338,0.99601,1.67E+05,497.49,551,228.79,1172.1,14.012,7912.1,12.353,,,,,,,,
16.777,-6,19.702,-0.00206,249.75,86.987,0.47683,0.99951,1.55E+05,496.83,551.18,232.14,1136,14.013,7514.9,12.453,,,,,,,,
16.774,-6,19.558,-0.00128,249.76,87,0.47723,0.99377,1.55E+05,495.96,549.76,229.07,1204.6,14.014,8114,12.05,,,,,,,,
16.779,-6,18.493,-0.00059,249.78,86.987,0.47658,0.99745,1.56E+05,497.54,551.45,228.24,1160.7,14.01,7746.4,12.197,,,,,,,,
16.771,-6,19.874,0.00952,249.76,87,0.47746,10.015,1.52E+05,496.77,551.41,233.7,1115.8,14.013,7307.8,12.571,,,,,,,,
16.823,-6,19.422,-0.00474,250.11,87,0.47215,0.99897,1.67E+05,498.19,551.99,228.99,1134.6,14.009,7620.2,12.544,,,,,,,,
16.899,-60.148,18.913,-0.00522,250.18,86.747,0.47276,0.9988,1.67E+05,498.75,552.62,227.47,1128,14.009,7646.2,12.545,,,,,,,,
16.96,-63.671,17.493,-0.00863,250.88,86.59,0.4759,0.99884,1.55E+05,502.97,557.24,226.99,1090.8,14.019,7604.7,12.537,,,,,,,,
17.032,-63.756,18.595,0.00336,251.14,86.625,0.47327,0.9959,1.60E+05,502.25,556.48,226.91,1115.4,14.02,7920.5,12.539,,,,,,,,
17.101,-6.375,18.167,0.00227,251.77,86.622,0.47386,0.99815,1.54E+05,502.33,557.08,226.73,1086.3,14.018,7691.2,12.613,,,,,,,,
17.159,-6.375,17.779,0.00197,252.01,86.261,0.47574,0.9905,1.54E+05,501.32,555.59,221.05,1165.4,14.019,8511.9,12.111,,,,,,,,
17.235,-66.482,16.184,-0.00514,252.36,86.249,0.48351,0.99448,1.28E+05,503.49,559.34,224.14,1098.7,14.029,8001.2,12.127,,,,,,,,
17.293,-67.517,17.37,-0.01237,252.78,86.239,0.48068,0.9978,1.32E+05,504.97,561.16,228.7,1044.1,14.033,7655.5,12.599,,,,,,,,
17.359,-67.501,16.955,-0.00696,253.39,86.019,0.4797,0.99762,1.35E+05,505.61,561.72,226.08,1036.2,14.031,7701.9,12.637,,,,,,,,
17.43,-6.75,16.507,0.00418,253.79,85.873,0.47832,0.99535,1.39E+05,505.98,561.85,222.25,1052.2,14.029,7966.1,12.53,,,,,,,,
17.49,-67.853,16.25,-0.00747,254.14,85.875,0.4769,0.99993,1.39E+05,507.42,563.6,223.58,1000.3,14.028,7502.8,12.887,,,,,,,,
17.553,-71.197,15.913,-0.00185,254.64,85.852,0.48051,0.99403,1.27E+05,509.29,565.77,223.31,1028.1,14.04,8059.2,12.526,,,,,,,,
17.625,-71.255,14.753,-0.00317,255.03,85.506,0.47592,0.9961,1.43E+05,512.35,568.2,218.53,993.76,14.036,7907.6,12.834,,,,,,,,
17.697,-7.125,15.158,-0.00137,255.4,85.464,0.47821,10.015,1.32E+05,511.82,568.82,223.35,943.59,14.038,7327.7,13.185,,,,,,,,
17.757,-7.125,15.308,0.00347,255.61,85.459,0.47734,0.99434,1.34E+05,510.67,567.32,218.9,1004,14.037,8081.4,12.694,,,,,,,,
17.829,-74.158,14.772,0.00051,256.04,85.246,0.47555,0.99513,1.39E+05,515.29,571.84,219.34,961.99,14.045,7996.4,12.984,,,,,,,,
17.896,-75.016,14.339,0.0011,256.39,85.096,0.47852,0.99696,1.30E+05,515.87,573.24,220.77,935.71,14.05,7778.9,13.084,,,,,,,,
17.955,-7.5,13.115,-0.00646,256.9,85.086,0.47611,0.99302,1.35E+05,516.57,573.53,213.66,971.7,14.045,8241.6,12.707,,,,,,,,
18.029,-7.5,14.139,-0.00946,257.24,85.099,0.47951,10.023,1.20E+05,515.69,574.45,222.84,890.47,14.049,7234.7,13.418,,,,,,,,
18.098,-75.148,13.658,-0.00474,258.09,84.972,0.48331,0.99731,1.11E+05,514.01,573.41,219.27,924.75,14.05,7724.4,12.892,,,,,,,,
18.164,-78.671,13.14,-0.00723,258.53,84.975,0.48248,0.99973,1.09E+05,518.79,578.67,222.32,875.17,14.061,7448.2,13.266,,,,,,,,
18.224,-78.756,11.775,-0.01039,258.98,84.978,0.48026,10.029,1.10E+05,520.6,581.02,219.32,858.4,14.058,7168.5,13.473,,,,,,,,
18.291,-7.875,12.972,-0.00855,259.38,84.897,0.48061,0.99949,1.09E+05,519.03,579.49,220.05,868.24,14.06,7499.3,13.256,,,,,,,,
18.366,-7.875,12.469,-0.00187,259.83,84.726,0.48414,10.013,1.01E+05,518.38,579.94,220.5,856.31,14.061,7297.7,13.288,,,,,,,,
18.425,-79.103,12.066,0.00258,260.21,84.682,0.4841,10.004,1.00E+05,518.72,580.54,218.8,858.55,14.062,7400.8,13.18,,,,,,,,
18.491,-82.447,11.718,-0.0029,260.58,84.702,0.48369,0.99359,1.00E+05,521.8,582.85,217.1,881.78,14.07,8085.7,12.7,,,,,,,,
18.554,-82.505,9.847,0.00259,260.86,84.444,0.4837,10.001,99633,524.25,586.62,215.44,832.63,14.071,7439,13.169,,,,,,,,
18.623,-8.25,11.59,-0.00122,261.25,84.372,0.48286,0.99496,1.02E+05,522.41,584.33,216.06,857.79,14.07,7961.7,12.866,,,,,,,,
18.696,-8.25,10.952,0.00217,261.6,84.375,0.48549,10.042,90521,522.72,586.89,220.54,801.29,14.072,6995.6,13.533,,,,,,,,
18.781,-85.232,10.562,-0.00479,262.12,84.372,0.4859,0.99845,89052,525.08,588.74,218.8,810.29,14.082,7553.3,13.081,,,,,,,,
18.828,-86.267,90.103,-0.00853,262.46,83.655,0.4895,0.99655,92535,527.47,591.06,214.73,802.64,14.086,7765.5,12.89,,,,,,,,
18.886,-86.251,10.337,-0.00703,263.09,83.571,0.48611,10.004,94890,527.68,592.51,218.23,771.23,14.086,7382.9,13.42,,,,,,,,
18.958,-8.625,96.466,-0.00575,263.44,83.604,0.48933,0.99799,88787,526.51,591.47,216.04,786.18,14.087,7610.8,13.01,,,,,,,,
19.022,-86.398,93.696,-0.00095,263.88,83.327,0.4904,10.051,84483,527.43,594.47,219.16,740.85,14.087,6901.2,13.625,,,,,,,,
19.085,-89.921,83.355,0.00139,264.34,83.13,0.48945,0.99333,95743,532.32,596.43,212.49,771.53,14.096,8108.7,12.688,,,,,,,,
19.155,-90.006,8.674,0.00442,264.72,83.187,0.48821,10.015,87419,532.76,599.26,217.43,716.17,14.099,7255.7,13.475,,,,,,,,
19.231,-9,85.795,0.00606,265.06,83.146,0.48769,0.99669,91478,532.39,598.05,213.77,740.94,14.097,7757.5,12.999,,,,,,,,
19.295,-9,81.376,0.00472,265.45,82.86,0.48994,0.99976,87493,532.72,599.63,214.41,712.51,14.1,7437.7,13.235,,,,,,,,
19.348,-92.732,78.125,-0.00186,265.7,82.838,0.48949,0.99911,87043,536.79,603.27,215.82,690.48,14.109,7480.3,13.302,,,,,,,,
19.429,-93.767,63.527,-0.00298,266.13,82.794,0.49051,1.005,79206,540.39,607.76,216.54,637.62,14.11,6910.7,13.769,,,,,,,,
19.497,-93.751,75.102,0.00122,266.56,82.513,0.49778,10.052,70995,536.59,605.78,221.59,643.41,14.115,6811.4,13.672,,,,,,,,
19.556,-9.375,70.033,0.00862,266.94,82.49,0.49631,0.99912,78693,537.48,605.1,215.74,666.01,14.115,7434.8,13.112,,,,,,,,
19.622,-93.898,6.451,-0.00453,267.59,82.489,0.49664,0.99862,78524,538.5,606.08,213.61,660.07,14.115,7494.1,12.98,,,,,,,,
19.692,-97.421,57.103,-0.00058,267.97,82.459,0.49508,10.048,71416,546.51,613.78,218.34,591.4,14.125,6861.5,13.75,,,,,,,,
19.754,-97.506,61.803,-0.00402,268.36,82.077,0.4995,10.034,71369,544.79,613.04,219.47,594.92,14.129,6961.7,13.59,,,,,,,,
19.827,-9.75,58.891,0.00588,268.69,82.085,0.49606,10.047,72801,546.6,614.63,217.85,581.99,14.127,6866.6,13.747,,,,,,,,
19.894,-9.75,54.638,-0.00133,269.22,82.1,0.4972,0.99906,79119,547.07,614.01,213.34,606.03,14.128,7416.7,13.15,,,,,,,,
19.944,-10.023,48.146,-0.00687,269.59,81.89,0.4975,10.026,74917,554.23,620.15,216.22,557.56,14.138,7042.6,13.661,,,,,,,,
20.003,-10.127,48.442,0.00174,269.98,81.832,0.49394,10.037,77330,557.38,622.77,216.3,538.85,14.139,6942.5,13.904,,,,,,,,
20.004,-10.125,50.642,-0.00981,270,81.913,0.49856,10.021,73624,555.15,621.02,217.8,552.59,14.142,7055.4,13.626,,,,,,,,
20.002,-10.125,49.732,-0.00028,270,81.887,0.49612,10.022,76416,556.12,621.71,216.65,549.54,14.141,7067.8,13.697,,,,,,,,
20,-10.125,49.665,-0.00087,270,81.882,0.49615,10.041,73689,556.36,622.1,217.73,540.37,14.14,6889,13.869,,,,,,,,
20.007,-10.125,40.993,-0.00219,270,81.784,0.49794,1.003,74776,558.64,623.33,215.38,540.27,14.141,6995.1,13.756,,,,,,,,
20.004,-10.125,49.443,-0.00413,270,81.848,0.49531,1.001,79782,556.34,621.75,215.49,554.33,14.141,7188.8,13.617,,,,,,,,
20.008,-10.125,51.051,0.00648,270,81.822,0.49447,10.058,73912,556.65,622.63,218.35,531.43,14.138,6740.7,14.078,,,,,,,,
20.001,-10.125,5.022,0.00736,270,81.856,0.49788,1.002,75210,555.51,621.33,217.34,551.48,14.142,7071.8,13.65,,,,,,,,
20.002,-10.125,49.405,0.00451,270,81.92,0.49742,10.024,74334,555.85,621.5,217.26,549.8,14.141,7039.2,13.677,,,,,,,,
19.991,-10.125,48.775,0.00579,270,81.836,0.49634,0.9992,82291,556.06,621.32,214.67,564.92,14.141,7362.9,13.428,,,,,,,,
19.936,-10.186,37.606,0.0096,270.09,81.617,0.49622,1.005,76789,561.76,625.77,215.36,522.06,14.141,6826.2,14.075,,,,,,,,
19.869,-10.497,55.142,0.00683,270.3,81.611,0.4976,10.068,72865,561.28,626.99,224.95,503.46,14.15,6571.8,14.415,,,,,,,,
19.802,-10.5,55.515,0.01814,270.59,81.393,0.49311,10.065,82719,562.88,628.42,222.49,497.57,14.148,6640.2,14.562,,,,,,,,
19.74,-10.806,55.957,-0.00154,270.82,81.244,0.49378,10.063,85513,568.07,632.58,225.8,475.74,14.159,6608,14.796,,,,,,,,
19.671,-10.877,44.275,0.00416,270.69,81.037,0.49288,10.057,92668,573.3,635.79,222.66,464.92,14.161,6679.7,14.884,,,,,,,,
19.614,-11.194,61.551,-0.00977,270.98,80.839,0.49282,10.122,90069,574.05,638.6,234.2,428.42,14.159,6018.8,15.792,,,,,,,,
19.549,-11.251,61.191,0.013,271.22,80.576,0.48944,10.102,1.04E+05,576.48,640.47,231.58,424,14.164,6216.3,15.836,,,,,,,,
19.489,-11.311,6.051,-0.00022,271.38,80.576,0.48512,10.104,1.14E+05,579.02,642.26,230.3,415.84,14.163,6216.6,16.025,,,,,,,,
19.422,-11.622,60.651,-0.00116,271.68,80.194,0.48649,10.146,1.19E+05,584.66,647.13,236.16,381.37,14.161,5794.2,16.724,,,,,,,,
19.358,-11.625,67.673,0.0026,272.12,80.072,0.48823,10.161,1.17E+05,582.45,646.63,239.03,381.84,14.156,5658.2,16.84,,,,,,,,
19.292,-11.931,67.585,0.00192,272.43,79.904,0.48074,10.195,1.42E+05,590.31,652.5,241.15,347.17,14.146,5355.4,17.679,,,,,,,,
19.239,-12.002,62.121,0.00551,272.51,79.687,0.48324,10.194,1.44E+05,592.79,653.81,241.09,341.15,14.149,5343.2,17.714,,,,,,,,
19.161,-12.319,71.017,0.00807,272.89,79.492,0.48112,10.142,1.63E+05,596.45,657.63,242.52,332.44,14.179,5737.2,17.721,,,,,,,,
19.09,-12.376,73.827,-0.00063,273.09,79.449,0.48119,10.182,1.64E+05,596.64,658.38,246.2,322.93,14.164,5386.7,18.149,,,,,,,,
19.038,-12.436,73.956,0.0046,273.23,79.327,0.4706,10.193,2.00E+05,600.89,661.53,242.9,307.65,14.155,5326.7,18.687,,,,,,,,
18.97,-12.747,62.563,-0.00161,273.68,79.282,0.47948,10.211,1.89E+05,607.57,664.81,248,288.77,14.157,5085.5,18.782,,,,,,,,
18.909,-12.75,79.777,0.00436,273.91,78.949,0.47926,10.228,1.94E+05,602.63,664.15,252.82,292.14,14.146,4961.6,19.132,,,,,,,,
18.85,-13.056,73.502,-0.00352,274.02,78.88,0.47436,10.192,2.25E+05,611.44,669.48,250.4,272.15,14.173,5202.9,19.297,,,,,,,,
18.787,-13.127,80.631,0.00038,274.25,78.606,0.47027,10.214,2.47E+05,612.02,671.15,252.13,263.52,14.16,5030.1,19.837,,,,,,,,
18.715,-13.444,82.873,-0.0079,274.63,78.426,0.47058,10.224,2.65E+05,617.01,675.19,256.82,245.49,14.163,4891.4,20.297,,,,,,,,
18.649,-13.501,83.387,0.00059,274.77,78.144,0.472,10.214,2.73E+05,617.9,676.13,257.09,243.54,14.17,4949.2,20.342,,,,,,,,
18.582,-13.561,8.408,-0.00155,275.13,78.12,0.47143,10.189,2.80E+05,619.33,677.23,255.67,243.94,14.185,5148.9,20.205,,,,,,,,
18.517,-13.872,78.914,0.00335,275.36,78.004,0.46765,10.164,3.14E+05,627.57,682.5,254.71,226.47,14.205,5287.4,20.449,,,,,,,,
18.454,-13.875,90.255,0.00337,275.46,77.965,0.46295,10.223,3.31E+05,625.28,682.62,259.41,220.99,14.169,4841.7,21.243,,,,,,,,
18.397,-14.181,90.352,0.0083,275.51,77.63,0.46121,10.246,3.67E+05,630.99,686.98,263.71,201.06,14.161,4603.3,21.977,,,,,,,,
18.327,-14.252,79.975,-0.00474,275.83,77.61,0.46293,10.231,3.71E+05,635.07,688.38,261.15,196,14.174,4686.9,21.777,,,,,,,,
18.264,-14.569,93.615,0.02305,276.23,77.258,0.45711,10.263,4.22E+05,638.18,693.04,267.92,179.45,14.155,4411.2,22.837,,,,,,,,
18.206,-14.626,93.868,0.01038,276.39,77.214,0.45605,10.258,4.33E+05,639.53,694.11,267.65,177.35,14.16,4440.1,22.923,,,,,,,,
18.134,-14.686,94.547,0.00631,276.7,76.85,0.45449,10.236,4.58E+05,641.64,696.03,265.39,174.53,14.175,4588.1,23.002,,,,,,,,
18.078,-14.997,98.995,0.00544,277.02,76.838,0.45499,10.302,4.78E+05,644.51,698.92,275.58,158.85,14.132,4072.4,23.912,,,,,,,,
18.017,-15,99.628,0.00276,277.09,76.497,0.45043,1.031,5.14E+05,645.77,700.33,273.51,154.64,14.123,4028.8,24.33,,,,,,,,
17.952,-15.306,89.203,-0.00769,277.47,76.46,0.448,10.297,5.54E+05,654.6,705.26,272.67,138.58,14.141,4039.2,24.583,,,,,,,,
17.881,-15.377,10.439,0.00608,277.77,76.092,0.44834,10.295,5.68E+05,652,706.1,276.9,141.09,14.143,4065.2,24.883,,,,,,,,
17.815,-15.694,10.715,-0.00365,277.89,76.054,0.44556,10.326,6.06E+05,656.25,709.96,283.64,127.68,14.122,3809.3,25.697,,,,,,,,
17.807,-15.751,10.446,0.00341,278.09,75.835,0.44335,10.301,6.31E+05,659.16,711.92,280.2,124.65,14.145,3955.9,25.685,,,,,,,,
17.94,-15.396,10.033,-0.00505,277.65,76.258,0.44405,10.297,5.82E+05,654,706.97,274.79,137.08,14.141,4043.5,25.008,,,,,,,,
18.037,-15.02,98.512,-0.00699,277.15,76.651,0.44536,10.288,5.31E+05,647.74,701.65,269.91,153.05,14.14,4173.1,24.297,,,,,,,,
18.168,-14.645,82.244,-0.01205,276.6,76.99,0.4502,10.296,4.76E+05,644.62,696.17,264,163.13,14.128,4159,23.493,,,,,,,,
18.3,-14.418,95.497,-0.00185,276.07,77.358,0.44959,10.246,4.37E+05,637.04,692.64,262.09,184.54,14.161,4577.8,22.81,,,,,,,,
18.414,-14.043,89.374,-0.00825,275.46,77.775,0.45543,10.252,3.77E+05,630.24,686.28,259.74,203.33,14.15,4593.2,22.045,,,,,,,,
18.545,-13.668,85.032,-0.01125,275.22,78.001,0.45893,10.238,3.35E+05,624.09,681,254.83,222.92,14.153,4762.7,21.249,,,,,,,,
18.664,-13.499,82.572,-0.002,274.95,78.212,0.46741,1.022,2.87E+05,619.38,677.04,255.11,238.87,14.165,4917.4,20.494,,,,,,,,
18.793,-13.152,71.691,-8.00E-05,274.35,78.677,0.46332,10.267,2.73E+05,617.12,673.11,250.57,245.52,14.123,4619.4,20.465,,,,,,,,
18.914,-12.77,78.548,-0.00426,273.8,79.022,0.4735,10.211,2.11E+05,604.96,665.45,249.46,288.12,14.154,5108,19.191,,,,,,,,
19.038,-12.395,74.146,-0.00372,273.4,79.295,0.47243,10.169,1.96E+05,599.78,660.75,241.47,315.23,14.165,5524.2,18.385,,,,,,,,
19.162,-12.195,70.274,-0.00479,272.81,79.479,0.48022,10.213,1.60E+05,594.75,656.54,244.83,326.06,14.143,5171,18.242,,,,,,,,
19.288,-11.793,66.494,0.007,272.22,79.809,0.48134,10.169,1.42E+05,588.04,650.76,237.91,360.25,14.154,5594.1,17.366,,,,,,,,
19.411,-11.417,6.161,0.00607,271.95,80.182,0.48709,10.134,1.17E+05,580.87,644.48,233.19,397.63,14.159,5931,16.418,,,,,,,,
19.525,-11.249,58.021,0.0005,271.36,80.554,0.48826,10.168,1.02E+05,578.22,641.77,233.99,404.88,14.143,5653.1,16.43,,,,,,,,
19.656,-10.902,5.992,-0.00931,270.89,80.969,0.49238,10.174,83147,569.85,635.48,233.57,436.38,14.133,5616,15.963,,,,,,,,
19.784,-10.52,54.676,-0.00467,270.61,81.319,0.49157,10.106,81718,564.37,629.9,224.12,479.26,14.141,6272.8,15.005,,,,,,,,
19.895,-10.145,51.512,-0.00739,270.23,81.662,0.49478,1.011,71310,557.64,624.12,221.36,510.35,14.13,6263.7,14.591,,,,,,,,
19.989,-10.124,36.116,0.00537,270.02,82.041,0.49766,10.078,66828,560.84,624.44,217.23,521.99,14.136,6559,14.142,,,,,,,,
20.005,-10.125,52.384,-0.00218,270,82.06,0.49435,10.112,65826,556.63,622.89,222.22,515.86,14.129,6238.9,14.495,,,,,,,,
19.932,-10.16,51.629,-0.00269,270.24,81.735,0.49518,10.032,78663,556.82,622.69,217.23,540.01,14.141,6982.4,13.872,,,,,,,,
19.873,-10.495,52.931,-0.00111,270.15,81.688,0.4942,10.098,72998,562.98,628.17,225.05,490.3,14.143,6320.7,14.757,,,,,,,,
19.811,-10.5,40.682,0.00451,270.62,81.288,0.48983,10.126,83573,569.69,632.34,220.7,465.1,14.135,6126.8,15.239,,,,,,,,
19.751,-10.791,5.801,-0.01478,270.62,81.237,0.49067,10.125,83471,568.36,633.46,228.8,455.14,14.145,6061.1,15.435,,,,,,,,
19.676,-10.877,60.116,0.00188,270.71,81.006,0.49396,10.121,83353,568.43,634.06,231.01,452.74,14.15,6071.4,15.446,,,,,,,,
19.613,-11.166,58.875,-0.00139,270.9,80.82,0.49234,10.153,89143,574.65,638.97,234.89,421.09,14.148,5764.9,16.047,,,,,,,,
19.554,-11.252,45.826,0.00015,271.2,80.676,0.48886,10.139,1.02E+05,581.82,642.75,229.67,407.23,14.153,5905,16.128,,,,,,,,
19.489,-11.285,64.539,-0.00879,271.45,80.502,0.48582,10.092,1.14E+05,577.26,641.3,230.36,423,14.165,6323.2,15.909,,,,,,,,
19.424,-11.62,64.805,-0.00368,271.73,80.146,0.4868,10.153,1.18E+05,583.34,646.74,237.67,381.55,14.158,5726,16.801,,,,,,,,
19.375,-11.625,65.186,-0.00106,272.08,80.174,0.48676,10.189,1.17E+05,583.6,647.13,239.7,374.88,14.143,5429.1,17.077,,,,,,,,
19.3,-11.916,61.746,-0.00488,272.33,79.859,0.48605,10.177,1.32E+05,590.31,651.84,240.47,353.09,14.156,5486.1,17.347,,,,,,,,
19.227,-12.002,71.014,-0.00173,272.45,79.672,0.48516,10.191,1.38E+05,589.33,652.57,244.08,348.3,14.151,5358,17.676,,,,,,,,
19.169,-12.291,70.847,0.01019,272.87,79.628,0.48135,10.135,1.59E+05,595.78,656.95,242.07,337.3,14.181,5801.3,17.58,,,,,,,,
19.109,-12.377,67.196,0.00883,273.1,79.482,0.48154,10.189,1.64E+05,598.57,658.89,245.12,318.55,14.16,5325.1,18.144,,,,,,,,
19.039,-12.41,73.133,0.00259,273.21,79.286,0.47694,10.213,1.82E+05,598.89,660.09,246.19,310.86,14.146,5146.1,18.634,,,,,,,,
18.974,-12.745,75.467,0.00039,273.59,79.289,0.47607,10.194,1.95E+05,604.33,664.29,249.03,294.74,14.165,5244.1,18.817,,,,,,,,
