in1,in2,in3,in4,in5,in6,out1,out2,out3,out4,out5,out6,out7,out8,,,,,,,,,
60.093,84.047,1499.9,31.284,30.128,10.559,3439,13.664,49.287,52.013,4.04E+05,705.61,588.55,732.74,,,,,,,,,
60.395,76.322,1500,3.238,30.239,10.582,3357.7,13.644,48.195,46.865,3.85E+05,704.61,586.74,733.92,,,,,,,,,
60.418,74.24,1499.9,33.499,30.35,10.563,3419.9,13.657,47.874,45.374,4.06E+05,703.92,585.33,741.05,,,,,,,,,
60.567,65.221,1499.8,34.644,30.464,10.584,3377,13.631,46.408,39.408,3.94E+05,701.54,581.47,757.19,,,,,,,,,
62.122,59.148,1500,35.795,30.58,10.596,3114.5,13.656,46.905,38.481,3.59E+05,709.02,590.54,677.46,,,,,,,,,
61.17,65.842,1499.9,36.887,30.689,10.601,3230.4,13.635,47.074,40.831,3.65E+05,705.47,586.86,715.32,,,,,,,,,
61.328,51.009,1500,37.259,30.726,10.641,3167.4,13.587,44.603,31.708,3.42E+05,701.36,579.97,747.71,,,,,,,,,
62.602,56.462,1500.1,35.259,30.526,1.06,3038.3,13.663,46.937,37.788,3.49E+05,711.26,593.02,656.94,,,,,,,,,
61.479,74.906,1500,32.909,30.291,1.057,3212.9,13.681,49.086,48.168,3.76E+05,710.45,594.48,671.66,,,,,,,,,
60.34,81.513,1500.2,30.715,30.072,10.566,3384.4,13.662,49.096,50.704,3.95E+05,706.16,589.19,723.07,,,,,,,,,
58.278,108.75,1500.1,28.458,29.846,10.541,3693.7,13.663,51.838,68.005,4.28E+05,704.55,588.67,781.89,,,,,,,,,
57.303,103.97,1499.9,26.417,29.642,10.509,4017.6,13.657,50.119,61.86,4.92E+05,697.25,578.2,870.7,,,,,,,,,
58.198,128.23,1500.3,24.204,29.44,1.05,3748.6,13.722,55.332,86.276,4.46E+05,711.12,598.73,734.16,,,,,,,,,
52.702,159.41,1500.2,21.891,29.189,10.456,4783.5,13.656,55.361,101.21,5.81E+05,691.63,575.84,1045.8,,,,,,,,,
49.556,176.13,1500.1,20.505,29.05,10.444,5257.9,13.614,5.53,108.15,6.47E+05,679.74,564.46,1229.5,,,,,,,,,
48.041,172.57,1499.8,20.467,29.047,10.455,5423.4,13.57,53.349,99.294,6.74E+05,670.07,554.03,1356.6,,,,,,,,,
49.631,171.83,1500.1,20.469,29.047,10.458,5195.9,13.6,54.627,103.66,6.35E+05,678.73,562.95,1239.2,,,,,,,,,
48.904,172.06,1499.9,20.469,29.047,10.464,5265.7,13.581,54.001,101.38,6.44E+05,674.73,558.82,1293.8,,,,,,,,,
49.241,175.44,1500.1,20.469,29.047,10.463,5204.5,13.593,54.863,106.13,6.32E+05,677.82,562.49,1255.2,,,,,,,,,
48.654,170.51,1500,20.469,29.047,10.441,5441.2,13.591,53.585,99.172,6.83E+05,672.75,556.34,1318.6,,,,,,,,,
49.298,171.34,1500.1,20.469,29.047,10.455,5265.1,13.595,54.257,102.02,6.48E+05,676.69,560.68,1266.5,,,,,,,,,
48.979,175.46,1500.1,20.469,29.047,10.448,5325.1,13.599,54.668,105.39,6.58E+05,676.31,560.77,1275.2,,,,,,,,,
47.535,180.31,1499.9,19.423,28.942,10.449,5475.2,13.574,54.202,106.06,6.81E+05,670,554.89,1363.1,,,,,,,,,
48.378,180.14,1500,1.573,28.573,10.472,5235.3,13.575,54.895,108.91,6.34E+05,674.7,559.57,1302.7,,,,,,,,,
48.38,202.47,1500.2,1.204,28.204,10.433,5321.6,13.63,5.869,135.6,6.47E+05,682.28,570.07,1220.3,,,,,,,,,
46.097,219.88,1500.1,0.82705,27.827,10.428,5527.6,13.608,59.529,149.04,6.78E+05,676.09,565.64,1311.9,,,,,,,,,
45.936,217.24,1500.1,0.44952,27.45,10.436,5502.2,13.595,58.973,145.77,6.75E+05,674.37,563.31,1333.6,,,,,,,,,
47.01,225.91,1500.1,0.08761,27.088,10.435,5335.6,13.628,61.355,161.69,6.40E+05,682.98,573.29,1231.3,,,,,,,,,
46.578,238.94,1500.1,-0.28199,26.718,10.402,5509.7,13.659,63.169,178.54,6.72E+05,685.1,576.85,1214.5,,,,,,,,,
46.051,244.04,1500,-0.65907,26.341,10.377,5693.2,13.671,63.606,184.28,7.09E+05,684.08,575.97,1231.7,,,,,,,,,
46.723,250.34,1500.1,-10.342,25.966,10.381,5540.1,13.69,65.209,197.17,6.76E+05,689.7,582.93,1167.7,,,,,,,,,
46.408,271.12,1500.3,-14.092,25.591,10.344,5681.4,13.735,68.242,228.33,6.96E+05,695.07,591.36,1120.6,,,,,,,,,
43.891,287.35,1500.1,-17.842,25.216,10.328,6002.9,13.71,68.571,242.08,7.49E+05,688.26,585.62,1224.1,,,,,,,,,
43.602,294.25,1500,-2.173,24.827,10.351,5831.6,13.696,69.279,252.42,7.12E+05,689.22,587.79,1220.1,,,,,,,,,
44.468,297.55,1500.1,-25.499,24.451,10.338,5794.7,13.726,70.528,263.46,7.03E+05,694.43,593.59,1160.8,,,,,,,,,
44.313,307.25,1500,-29.248,24.084,10.332,5794,13.738,71.788,280.1,6.97E+05,696.83,597.57,1144.1,,,,,,,,,
44.683,312.51,1500.1,-32.998,23.7,10.323,5775.7,13.758,72.863,292.37,6.90E+05,700.3,602.15,1108.6,,,,,,,,,
43.702,340.19,1500.1,-36.748,23.325,10.298,5885.9,13.782,75.818,338.24,6.92E+05,704.02,610.99,1105.9,,,,,,,,,
41.378,343.48,1499.9,-4.049,22.951,10.281,6221.8,13.749,74.583,331.69,7.57E+05,693.82,601.07,1253.9,,,,,,,,,
43.201,340.47,1500,-44.162,22.584,10.295,5955.9,13.774,75.526,337.56,7.06E+05,701.71,608.15,1139.9,,,,,,,,,
43.879,355.97,1500.1,-47.996,22.2,10.266,5981.3,13.824,78.118,372.79,6.98E+05,709.27,619.54,1068.8,,,,,,,,,
42.029,375.58,1500.1,-51.748,21.825,10.251,6172.7,13.812,79.202,401.6,7.19E+05,705,619.48,1168.2,,,,,,,,,
41.191,377.23,1499.9,-55.498,21.45,10.266,6130.6,13.788,78.743,400.68,7.12E+05,701.28,616.26,1222.1,,,,,,,,,
42.872,374.5,1500,-59.248,21.075,10.254,6062.9,13.827,79.715,406.59,6.99E+05,709.02,623.11,1110,,,,,,,,,
43.727,386.69,1500.2,-62.785,20.721,10.252,5904.9,13.86,81.881,437.93,6.69E+05,716.03,633.63,1028.7,,,,,,,,,
42.191,406.98,1500.2,-66.589,20.341,10.213,6240.7,13.866,83.302,472.84,7.10E+05,712.12,634.14,1124.6,,,,,,,,,
40.366,423.18,1500,-70.259,19.974,10.199,6394.1,13.852,83.905,498.99,7.28E+05,705.31,631.31,1244.9,,,,,,,,,
40.736,418.35,1499.9,-74.078,19.592,10.195,6433.9,13.857,83.648,491.27,7.35E+05,706.62,631.29,1226.1,,,,,,,,,
42.073,426.76,1500.1,-77.842,19.216,10.178,6410.2,13.899,85.789,518.29,7.30E+05,714.82,641.1,1121.2,,,,,,,,,
41.72,436.36,1500,-81.592,18.841,10.167,6477.9,13.904,86.727,538.87,7.39E+05,714.39,642.6,1140.2,,,,,,,,,
41.747,443.64,1500,-85.448,18.455,1.016,6492.8,13.914,87.691,556.44,7.43E+05,715.6,645.14,1132.2,,,,,,,,,
42.836,441.7,1500.2,-89.249,18.075,10.128,6713.1,13.947,88.608,556.87,7.72E+05,721.15,650.28,1074.3,,,,,,,,,
42.644,455.83,1500.1,-92.998,17.7,10.136,6570.1,13.951,90.208,589.17,7.63E+05,722.11,653.59,1067.4,,,,,,,,,
42.363,465.75,1500.1,-96.664,17.334,10.092,6992.7,13.965,91.442,609.95,8.12E+05,721.78,654.83,1108.4,,,,,,,,,
42.345,472.98,1500,-10.05,16.94,10.093,6941.2,13.969,92.386,627.42,8.15E+05,722.72,656.73,1101.9,,,,,,,,,
42.82,476.07,1500.1,-10.417,16.556,10.087,6954.2,13.982,93.351,636.15,8.24E+05,725.8,660.16,1073.4,,,,,,,,,
42.624,488.59,1500,-10.798,16.184,10.073,7058.7,13.989,94.908,664.98,8.48E+05,726.32,662.2,1088.1,,,,,,,,,
42.467,494.29,1499.9,-11.181,15.81,10.062,7172.2,13.991,95.582,678.28,8.66E+05,726.25,662.82,1104.2,,,,,,,,,
44.211,485.48,1500.1,-11.56,15.44,10.036,7395.9,14.02,96.536,660.41,8.94E+05,734.8,670.37,1031.6,,,,,,,,,
43.897,508.01,1500.1,-11.935,15.069,1.002,7504.4,14.029,99.441,711.47,9.34E+05,735.92,673.76,1054.4,,,,,,,,,
43.323,519.36,1500.1,-12.301,14.709,10.008,7639.4,14.025,10.043,737.46,9.60E+05,734.25,673.25,1094.3,,,,,,,,,
43.195,525.61,1500.1,-12.678,14.322,10.002,7692.4,14.026,10.122,752.43,9.77E+05,734.48,674.07,1104.9,,,,,,,,,
43.033,536.99,1500.2,-13.053,13.947,0.99878,7824.1,14.03,10.274,779.48,1.01E+06,735.13,675.74,1123.9,,,,,,,,,
43.332,534.6,1500.1,-13.428,13.572,0.99754,7981.4,14.031,10.286,773.38,1.03E+06,736.57,677.07,1123.4,,,,,,,,,
44.091,546.21,1500.1,-13.803,13.197,0.99507,8198.9,14.048,10.568,800.57,1.08E+06,742.35,683.62,1107.1,,,,,,,,,
44.148,545.6,1499.9,-14.165,12.835,0.99493,8220.7,14.048,10.568,799.55,1.09E+06,742.73,683.98,1106.6,,,,,,,,,
44.474,562.79,1500.1,-14.548,12.452,0.99222,8476,14.059,10.882,839.7,1.16E+06,746.89,689.39,1116.4,,,,,,,,,
43.353,580.93,1500,-14.943,12.057,0.99045,8685.3,14.049,11.01,882.39,1.21E+06,743.04,687.28,1189.5,,,,,,,,,
43.096,577.55,1499.9,-15.301,11.699,0.98901,8918.1,14.039,10.934,873.91,1.22E+06,741.14,685.54,1218.6,,,,,,,,,
44.534,580.32,1500.1,-15.675,11.325,0.98951,8756.1,14.064,11.173,880.84,1.25E+06,750,693.85,1142.8,,,,,,,,,
44.596,590.3,1500.2,-16.062,10.938,0.98768,8950.7,14.067,11.344,903.5,1.30E+06,751.8,696.42,1160,,,,,,,,,
44.35,597.29,1500,-16.443,10.557,0.9857,9203,14.062,11.426,918.78,1.35E+06,751.35,696.75,1194.4,,,,,,,,,
44.619,607.79,1500.2,-16.808,10.192,0.98501,9226.8,14.071,11.631,942.4,1.40E+06,754.56,700.47,1189.3,,,,,,,,,
43.497,633.91,1500.2,-17.18,98.203,0.9832,9389.5,14.069,11.882,999.29,1.48E+06,751.89,699.92,1260.9,,,,,,,,,
43.181,622.2,1499.9,-17.552,94.478,0.98256,9570.2,14.054,11.662,974.8,1.46E+06,748.44,696.21,1281.8,,,,,,,,,
45.153,618.93,1500.1,-17.932,90.677,0.98109,9692.2,14.074,11.907,966.08,1.53E+06,759.42,706.26,1209.4,,,,,,,,,
45.122,636.85,1500.1,-18.295,8.705,0.98052,9672.1,14.084,12.187,1002.7,1.60E+06,762.03,709.81,1219.2,,,,,,,,,
44.708,645.09,1500.2,-18.675,83.254,0.97781,10035,14.077,12.273,1017.6,1.67E+06,760.69,709.55,1268,,,,,,,,,
44.738,649.85,1500.1,-19.05,79.499,0.9798,9726.4,14.086,12.344,1027.1,1.66E+06,762.06,710.78,1246.4,,,,,,,,,
44.581,660.27,1500.1,-19.409,75.907,0.97649,10151,14.082,12.507,1045,1.76E+06,762.44,712.3,1290,,,,,,,,,
44.639,668.5,1500,-19.784,72.158,0.97758,9950.1,14.091,12.643,1059.3,1.78E+06,764.38,714.37,1277.9,,,,,,,,,
44.352,677.52,1500.1,-20.159,68.408,0.97568,10195,14.089,12.76,1073.6,1.85E+06,764.02,714.92,1311.1,,,,,,,,,
44.045,689.85,1500.1,-20.534,64.666,0.97619,10077,14.095,12.912,1094,1.89E+06,764.38,715.88,1320.5,,,,,,,,,
43.839,694.6,1499.8,-20.914,60.941,0.97364,10444,14.088,12.974,1099.7,1.96E+06,763.68,715.98,1355.7,,,,,,,,,
45.065,689.09,1500.1,-21.307,56.926,0.97194,10669,14.092,13.095,1087.1,2.04E+06,770.09,721.78,1323.3,,,,,,,,,
44.921,710.81,1500.1,-21.683,53.175,0.97157,10653,14.104,13.44,1115.8,2.14E+06,772.72,725.42,1336.7,,,,,,,,,
44.424,716.26,1500,-22.05,4.95,0.96996,10912,14.095,13.464,1121.4,2.19E+06,770.55,724.1,1373.7,,,,,,,,,
44.425,723.75,1500.1,-22.425,45.752,0.9673,11322,14.089,13.614,1125,2.30E+06,771.51,725.91,1400.8,,,,,,,,,
44.481,721.56,1499.9,-22.8,42.002,0.96823,11175,14.091,13.58,1123.8,2.29E+06,771.83,725.94,1390.7,,,,,,,,,
45.435,721.35,1500,-23.175,38.584,0.96715,11313,14.097,13.749,1120,2.37E+06,777.57,731.27,1364.6,,,,,,,,,
45.032,741.8,1500.1,-23.55,34.507,0.96696,11345,14.101,14.042,1140.3,2.47E+06,778.52,733.31,1385.7,,,,,,,,,
44.611,741.33,1499.9,-23.925,30.751,0.9668,11387,14.096,13.964,1140.1,2.47E+06,776.08,731.19,1404.3,,,,,,,,,
45.637,737.83,1500.2,-24.295,27.052,0.96694,11329,14.105,14.084,1134.2,2.52E+06,781.98,736.27,1362.8,,,,,,,,,
45.101,757.88,1500,-24.659,23.408,0.96501,11684,14.098,14.361,1148,2.66E+06,781.73,737.5,1406.7,,,,,,,,,
44.904,758.92,1500.1,-25.034,19.658,0.96291,12054,14.084,14.365,1141.5,2.72E+06,780.57,736.99,1434.9,,,,,,,,,
45.059,769.86,1500,-25.408,15.916,0.95969,12648,14.068,14.618,1134.8,2.89E+06,782.85,740.27,1461.7,,,,,,,,,
44.893,775.9,1500,-25.783,12.169,0.96084,12460,14.075,14.691,1144,2.91E+06,783.22,740.73,1458.5,,,,,,,,,
44.898,777.14,1500,-26.159,0.83842,0.95965,12678,14.067,14.727,1138.6,2.97E+06,783.44,741.28,1470.5,,,,,,,,,
45.485,751.82,1500,-26.527,0.47337,0.95943,12637,14.067,14.38,1121.7,2.89E+06,783.19,739.83,1449.3,,,,,,,,,
46.487,747.58,1500.1,-26.919,0.08054,0.95821,12817,14.07,14.498,1117.6,2.97E+06,788.65,744.73,1423.1,,,,,,,,,
46.44,743.1,1499.9,-27.292,-0.29237,0.95825,12803,14.069,14.409,1114.4,2.97E+06,787.84,743.82,1425,,,,,,,,,
47.501,737.8,1499.9,-27.675,-0.66371,0.955,13349,14.06,14.536,1110.5,3.11E+06,793.13,748.95,1415.3,,,,,,,,,
48.05,741.56,1500,-28.05,-0.75092,0.9543,13465,14.064,14.715,1113.5,3.19E+06,797.31,752.93,1399.9,,,,,,,,,
47.9,751.34,1500,-28.425,-0.75006,0.95287,13757,14.054,14.882,1106.9,3.29E+06,798.03,754.27,1421.4,,,,,,,,,
47.858,754.42,1499.9,-28.8,-0.75,0.95128,14061,14.044,14.946,1098.1,3.36E+06,798.31,754.9,1438.9,,,,,,,,,
47.976,771.86,1500.3,-29.175,-0.75,0.95028,14310,14.04,15.306,1092.4,3.51E+06,802.03,759.21,1445.6,,,,,,,,,
46.773,784.02,1499.9,-29.549,-0.75,0.9503,14376,14.028,15.303,1082.9,3.51E+06,796.86,755.12,1492.5,,,,,,,,,
47.212,780.85,1500,-29.657,-0.75,0.94816,14770,14.017,15.348,1071.2,3.58E+06,798.77,757.09,1496,,,,,,,,,
47.406,800.5,1500,-29.656,-0.75,0.94651,15186,14.006,15.765,1061,3.77E+06,802.77,761.98,1507.3,,,,,,,,,
47.006,803.15,1500,-29.656,-0.75,0.94558,15396,13.994,15.746,1052.5,3.79E+06,800.52,760.33,1530.7,,,,,,,,,
47.427,800.62,1499.9,-29.656,-0.75,0.94528,15434,13.996,15.782,1052.8,3.81E+06,802.66,762.16,1518.3,,,,,,,,,
47.865,807.36,1500,-29.656,-0.75,0.94481,15553,13.997,15.997,1051.3,3.90E+06,806.38,765.88,1507.8,,,,,,,,,
47.827,814.08,1500.1,-29.656,-0.75,0.94308,15940,13.983,16.132,1037.8,3.99E+06,806.88,767.05,1526.2,,,,,,,,,
47.784,815.12,1500.1,-29.656,-0.75,0.94075,16429,13.965,16.165,1021.2,4.07E+06,806.27,767.12,1549.4,,,,,,,,,
46.91,835.85,1500,-29.656,-0.75,0.94114,16470,13.961,16.381,1019.6,4.13E+06,804.22,766.26,1577.5,,,,,,,,,
46.364,836.7,1500,-29.656,-0.75,0.94215,16277,13.963,16.283,1027.8,4.07E+06,801.18,763.4,1586.3,,,,,,,,,
46.573,821.38,1499.9,-29.656,-0.75,0.94186,16257,13.962,16.038,1024.4,3.99E+06,799.94,761.61,1580.7,,,,,,,,,
47.476,822.5,1500.1,-29.656,-0.75,0.94151,16314,13.968,16.237,1023.8,4.07E+06,805.7,766.8,1553.8,,,,,,,,,
47.213,828.35,1500.1,-29.656,-0.75,0.94254,16136,13.974,16.286,1030.1,4.06E+06,805.21,766.43,1554.1,,,,,,,,,
46.468,841.37,1500.1,-29.656,-0.75,0.94159,16413,13.96,16.396,1024,4.12E+06,802.46,764.9,1588.1,,,,,,,,,
46.263,839.88,1500.1,-29.656,-0.75,0.94128,16475,13.956,16.331,1022,4.11E+06,800.87,763.5,1597.2,,,,,,,,,
46.016,841.58,1500.1,-29.656,-0.75,0.9414,16464,13.955,16.315,1024,4.10E+06,799.64,762.48,1604,,,,,,,,,
46.161,830.17,1500,-29.656,-0.75,0.94228,16223,13.962,16.121,1028.3,4.01E+06,798.9,761.04,1590.9,,,,,,,,,
45.899,836.95,1500.1,-29.656,-0.75,0.94231,16255,13.96,16.198,1030.3,4.03E+06,798.38,760.93,1599.4,,,,,,,,,
45.698,831.66,1500,-29.656,-0.75,0.9422,16258,13.957,16.062,1029,3.99E+06,796.28,758.83,1606.2,,,,,,,,,
45.67,822.61,1500,-29.656,-0.75,0.94257,16137,13.959,15.884,1030.2,3.92E+06,794.75,756.94,1603.1,,,,,,,,,
44.849,844.26,1500.1,-29.656,-0.75,0.94116,16555,13.943,16.147,1028.9,4.04E+06,792.9,756.71,1641.2,,,,,,,,,
43.919,831.16,1499.9,-29.656,-0.75,0.94208,16321,13.94,15.719,1037.2,3.87E+06,785.48,749.16,1660,,,,,,,,,
43.758,830.06,1499.9,-29.656,-0.75,0.94176,16387,13.936,15.671,1035.6,3.86E+06,784.31,748.1,1667.1,,,,,,,,,
43.354,827.42,1499.9,-29.656,-0.75,0.94258,16213,13.938,15.54,1043.6,3.80E+06,781.72,745.41,1671.9,,,,,,,,,
43.932,796.67,1499.9,-29.656,-0.75,0.94284,15995,13.943,15.076,1031,3.63E+06,780.41,742.62,1651.3,,,,,,,,,
44.422,813.51,1500.1,-29.656,-0.75,0.94347,15937,13.954,15.475,1038.5,3.75E+06,786.01,748.47,1632.7,,,,,,,,,
42.611,812.11,1500,-29.656,-0.75,0.94204,16268,13.926,15.126,1038.6,3.67E+06,775.18,738.58,1695.8,,,,,,,,,
42.701,796.22,1499.7,-29.656,-0.75,0.94324,15939,13.935,14.839,1039.7,3.54E+06,773.45,735.94,1683.5,,,,,,,,,
44.112,770.98,1499.8,-29.656,-0.75,0.94464,15507,13.958,14.624,1037,3.44E+06,777.84,738.57,1629.7,,,,,,,,,
43.961,793.38,1500,-29.656,-0.75,0.94325,15894,13.947,15.019,1032.9,3.60E+06,780.17,742.15,1646.8,,,,,,,,,
42.039,803.98,1500,-29.656,-0.75,0.94333,15973,13.93,14.862,1048.7,3.54E+06,771.04,733.97,1701.1,,,,,,,,,
41.585,794.88,1499.8,-29.656,-0.75,0.94354,15898,13.927,14.612,1049.4,3.45E+06,767.29,729.81,1711.8,,,,,,,,,
42.311,797.81,1500.2,-29.656,-0.75,0.94271,16066,13.927,14.806,1039.1,3.54E+06,771.56,734.28,1698,,,,,,,,,
41.375,819.72,1500,-29.656,-0.75,0.94289,16155,13.922,15.034,1060.7,3.61E+06,769.73,733.5,1723,,,,,,,,,
39.909,819.89,1500.2,-29.656,-0.75,0.94258,16255,13.907,14.777,1076.3,3.53E+06,762.2,725.9,1763.6,,,,,,,,,
39.759,815.14,1499.9,-29.656,-0.75,0.94401,15938,13.916,14.65,1085.2,3.45E+06,760.84,724.12,1757,,,,,,,,,
39.685,804.89,1499.9,-29.656,-0.75,0.94204,16298,13.9,14.468,1065.1,3.44E+06,758.94,721.86,1773.3,,,,,,,,,
39.325,801.73,1499.9,-29.656,-0.75,0.94376,15935,13.908,14.335,1079.5,3.35E+06,756.82,719.32,1769.7,,,,,,,,,
39.249,805.43,1500,-29.656,-0.75,0.94244,16228,13.899,14.399,1073.9,3.40E+06,756.93,719.71,1781.3,,,,,,,,,
38.168,800,1499.9,-29.656,-0.75,0.94201,16316,13.886,14.117,1081.9,3.32E+06,751.01,713.09,1811.9,,,,,,,,,
39.271,776.38,1500,-29.656,-0.75,0.941,16396,13.886,13.902,1043.6,3.28E+06,753.07,714.38,1790.7,,,,,,,,,
38.956,784.19,1500,-29.656,-0.75,0.94112,16411,13.884,13.983,1053.5,3.30E+06,752.63,714.23,1798,,,,,,,,,
38.187,783.6,1500,-29.656,-0.75,0.942,16246,13.884,13.836,1068.9,3.22E+06,748.95,710.11,1811,,,,,,,,,
37.821,774.67,1500.1,-29.656,-0.75,0.94174,16272,13.878,13.624,1065.3,3.16E+06,746.09,706.57,1821.8,,,,,,,,,
37.602,772.37,1500,-29.656,-0.75,0.94096,16430,13.87,13.553,1061.3,3.15E+06,744.79,705.04,1833,,,,,,,,,
37.075,762.9,1499.8,-29.656,-0.75,0.94181,16238,13.87,13.301,1066.6,3.05E+06,741.12,700.49,1840,,,,,,,,,
37.422,755.15,1500,-29.656,-0.75,0.94147,16275,13.87,13.232,1053.6,3.03E+06,741.72,700.85,1833.5,,,,,,,,,
37.374,747.91,1500,-29.656,-0.75,0.94148,16257,13.869,13.105,1048.6,2.99E+06,740.58,699.25,1834.5,,,,,,,,,
36.641,752.38,1500.1,-29.656,-0.75,0.94023,16545,13.854,13.072,1053.6,3.00E+06,737.91,696.42,1861.5,,,,,,,,,
35.9,743.55,1499.8,-29.656,-0.75,0.94004,16589,13.845,12.814,1055.3,2.92E+06,733.48,690.96,1880.9,,,,,,,,,
36.768,724.88,1499.9,-29.656,-0.75,0.94068,16413,13.855,12.645,1032.3,2.85E+06,734.94,691.87,1854.9,,,,,,,,,
36.511,728.61,1500,-29.656,-0.75,0.9405,16459,13.852,12.667,1037.4,2.86E+06,734.3,691.29,1862.4,,,,,,,,,
35.709,725.41,1500,-29.656,-0.75,0.94084,16423,13.847,12.497,1046.9,2.79E+06,730.36,686.62,1879.1,,,,,,,,,
35.902,713.84,1500.1,-29.656,-0.75,0.94096,16403,13.848,12.345,1034.7,2.74E+06,729.76,685.44,1873.5,,,,,,,,,
35.256,721.1,1500.1,-29.656,-0.75,0.94089,16436,13.842,12.365,1049.2,2.74E+06,727.85,683.54,1889.2,,,,,,,,,
34.086,713.79,1499.8,-29.656,-0.75,0.94082,16512,13.83,12.092,1058,2.65E+06,721.83,676.23,1916.4,,,,,,,,,
35.032,696.11,1499.9,-29.656,-0.75,0.9407,16539,13.836,11.958,1026.7,2.61E+06,723.77,677.74,1895.9,,,,,,,,,
34.923,701.91,1500,-29.656,-0.75,0.94066,16533,13.835,12.03,1033.7,2.63E+06,724.03,678.29,1898.5,,,,,,,,,
33.827,697.49,1499.9,-29.656,-0.75,0.94026,16681,13.822,11.823,1041,2.57E+06,718.76,671.95,1925.7,,,,,,,,,
33.582,689.51,1500,-29.656,-0.75,0.93992,16791,13.816,11.681,1033.5,2.53E+06,716.76,669.28,1933.2,,,,,,,,,
33.71,680.98,1499.9,-29.656,-0.75,0.93958,16890,13.814,11.577,1020.1,2.50E+06,716.28,668.34,1933,,,,,,,,,
34.091,668.34,1499.9,-29.656,-0.75,0.94064,16737,13.822,11.438,1006.5,2.43E+06,716.31,667.85,1918.1,,,,,,,,,
33.349,676.91,1500,-29.656,-0.75,0.9398,16890,13.811,11.476,1021,2.46E+06,714.24,665.78,1939.1,,,,,,,,,
32.732,664.31,1500,-29.656,-0.75,0.9394,17078,13.8,11.237,1010.4,2.38E+06,710.11,660.37,1954.6,,,,,,,,,
32.56,673.44,1500,-29.656,-0.75,0.9389,17128,13.797,11.345,1021.7,2.43E+06,710.51,661.23,1961,,,,,,,,,
30.993,667.91,1499.9,-29.656,-0.75,0.93979,17089,13.787,11.107,1039.7,2.32E+06,703.11,652.32,1983.8,,,,,,,,,
31.118,654.56,1499.9,-29.656,-0.75,0.93968,17196,13.785,10.948,1017.5,2.27E+06,702.05,650.47,1983.2,,,,,,,,,
31.648,648.74,1500.1,-29.656,-0.75,0.93869,17390,13.782,10.929,997.16,2.29E+06,703.68,652.11,1980.5,,,,,,,,,
30.922,645.22,1500,-29.656,-0.75,0.94009,17202,13.783,10.812,1006.8,2.22E+06,700.09,647.76,1985,,,,,,,,,
30.727,636.45,1499.9,-29.656,-0.75,0.93931,17428,13.774,10.691,990.21,2.19E+06,698.27,645.19,1994.2,,,,,,,,,
30.905,624.06,1499.8,-29.656,-0.75,0.93964,17453,13.774,10.552,967.66,2.15E+06,697.54,643.76,1991.5,,,,,,,,,
30.599,628.05,1500,-29.656,-0.75,0.93976,17418,13.773,10.577,978.53,2.15E+06,696.73,643,1995,,,,,,,,,
29.472,623.07,1499.9,-29.656,-0.75,0.93832,17807,13.753,10.442,973.49,2.12E+06,691.46,636.5,2022.1,,,,,,,,,
29.27,614.44,1500,-29.656,-0.75,0.93858,17843,13.749,10.327,958.95,2.08E+06,689.6,633.9,2025.9,,,,,,,,,
29.334,606.75,1500,-29.656,-0.75,0.94061,17520,13.757,10.231,950.1,2.02E+06,688.86,632.73,2016.6,,,,,,,,,
28.491,598.11,1499.8,-29.656,-0.75,0.93953,17852,13.741,10.082,933.28,2.00E+06,684.37,626.96,2038.7,,,,,,,,,
28.841,560.98,1499.9,-29.656,-0.75,0.94412,17265,13.74,96.606,855.43,1.85E+06,681.4,621.73,2029.6,,,,,,,,,
28.539,548.69,1499.9,-29.656,-0.75,0.94044,18080,13.716,95.226,815.98,1.91E+06,679.03,618.11,2059.9,,,,,,,,,
28.397,538.6,1500,-29.656,-0.75,0.93981,18292,13.706,9.404,790.08,1.92E+06,677.41,615.62,2071.8,,,,,,,,,
28.167,533.09,1499.9,-29.656,-0.75,0.93969,18375,13.699,93.269,777.85,1.92E+06,675.85,613.47,2080.4,,,,,,,,,
28.136,522.68,1499.8,-29.656,-0.75,0.94033,18336,13.693,92.032,753.91,1.92E+06,674.54,611.39,2085.9,,,,,,,,,
27.779,511.51,1499.9,-29.656,-0.75,0.94068,18381,13.682,9.051,730.64,1.94E+06,671.83,607.61,2099.5,,,,,,,,,
26.96,501.99,1499.9,-29.656,-0.75,0.93929,18780,13.663,88.916,713.17,2.00E+06,667.47,601.92,2127.9,,,,,,,,,
26.548,487.97,1500,-29.656,-0.75,0.94072,18638,13.651,8.694,688.41,2.03E+06,664.1,597.34,2141.5,,,,,,,,,
26.576,475.49,1499.8,-29.656,-0.75,0.9416,18561,13.642,85.448,661.86,2.08E+06,662.68,595.15,2148.8,,,,,,,,,
26.708,463.4,1499.9,-29.656,-0.75,0.94106,18752,13.631,84.131,633.01,2.17E+06,661.77,593.59,2159.3,,,,,,,,,
25.963,454.08,1499.9,-29.656,-0.75,0.94098,18890,13.616,8.246,621.79,2.25E+06,657.44,588.27,2182.1,,,,,,,,,
25.764,441.28,1499.9,-29.656,-0.75,0.94044,19110,13.601,80.739,596.8,2.38E+06,654.77,584.88,2199.9,,,,,,,,,
25.782,430.66,1499.9,-29.656,-0.75,0.94153,18975,13.593,79.354,576.56,2.44E+06,653.02,582.87,2205.6,,,,,,,,,
