in1,in2,in3,in4,in5,in6,out1,out2,out3,out4,out5,out6,out7,out8,,,,,,,,,
16.008,892.56,1500.1,-68.194,16.477,10.993,1491.8,13.307,11.448,2306.6,2.82E+05,641.88,601.37,1430.6,,,,,,,,,
15.917,899.68,1500,-64.183,14.622,10.994,1505,13.307,11.52,2330.8,2.84E+05,642.17,602.02,1427,,,,,,,,,
15.729,907.13,1500,-60.258,12.923,10.973,1593.2,13.323,11.603,2360.9,2.99E+05,642.39,602.36,1429.9,,,,,,,,,
14.801,909.59,1500,-56.184,11.083,1.098,1579.6,13.313,11.543,2411.1,2.89E+05,638.53,597.99,1431.6,,,,,,,,,
14.839,914.1,1500.1,-52.205,0.93168,10.968,1640.3,13.322,11.606,2419.5,2.99E+05,639.2,598.89,1431.4,,,,,,,,,
14.654,919.55,1500,-48.103,0.74127,11.016,1478.1,13.281,11.62,2443.2,2.73E+05,638.28,598.6,1415.2,,,,,,,,,
14.632,927.86,1500.1,-4.417,0.56957,10.977,1638.4,13.314,11.74,2469.3,2.99E+05,639.52,599.99,1422.2,,,,,,,,,
14.626,935.94,1500.1,-40.109,0.3841,10.984,1629.1,13.309,11.828,2493.5,3.00E+05,640.19,601.23,1416,,,,,,,,,
13.731,938.91,1500.1,-36.101,0.20684,10.997,1591.7,13.293,11.773,2546.8,2.88E+05,636.46,597.11,1414.6,,,,,,,,,
13.821,945.43,1500,-32.165,0.02824,11.011,1554.2,13.281,11.846,2560.6,2.83E+05,637.25,598.5,1406.2,,,,,,,,,
14.045,954.39,1500.1,-28.468,-0.14935,10.993,1640.9,13.299,11.984,2576.1,3.01E+05,639.33,601.19,1406.1,,,,,,,,,
13.276,960.72,1500,-24.029,-0.33467,11.003,1614.2,13.287,11.979,2636.5,2.93E+05,636.52,598.27,1403,,,,,,,,,
12.811,969.08,1500.1,-20.129,-0.51246,11.009,1603.3,13.28,12.031,2688.9,2.91E+05,635.33,597.3,1399.1,,,,,,,,,
13.067,979.22,1500,-1.613,-0.68927,1.1,1658,13.29,12.178,2706.6,3.04E+05,637.53,600.27,1396.3,,,,,,,,,
12.906,984.91,1500.1,-12.079,-0.75016,11.008,1640,13.283,12.224,2732.7,3.01E+05,637.26,600.3,1391.5,,,,,,,,,
12.292,991.38,1500,-0.81706,-0.75005,11.021,1596.8,13.27,12.234,2789.7,2.92E+05,635.12,598.18,1386.8,,,,,,,,,
12.032,998.25,1500.1,-0.42625,-0.75,11.019,1614.1,13.272,12.291,2827.2,2.95E+05,634.69,597.97,1385,,,,,,,,,
12.177,1005,1500,-0.02877,-0.75,11.009,1663.5,13.281,12.389,2839.1,3.06E+05,636.02,599.76,1384.2,,,,,,,,,
11.858,1014.2,1500.1,0.36381,-0.75,10.983,1773.4,13.303,12.486,2885.8,3.25E+05,635.86,599.78,1388.8,,,,,,,,,
10.923,1013.4,1499.9,0.77554,-0.75,11.025,1616.1,13.262,12.358,2939.5,2.91E+05,631.15,594.58,1378.4,,,,,,,,,
11.645,1024.1,1500.1,11.686,-0.75,11.012,1683.1,13.278,12.56,2930.4,3.10E+05,635.46,600.02,1375.8,,,,,,,,,
10.894,1031.3,1500.1,15.768,-0.75,11.011,1691,13.276,12.574,3000.1,3.09E+05,632.95,597.39,1374.5,,,,,,,,,
10.577,1036.9,1500,19.789,-0.75,11.021,1662.3,13.267,12.602,3038.3,3.03E+05,631.98,596.59,1369.7,,,,,,,,,
10.877,1043.5,1500.2,23.776,-0.75,11.031,1639.8,13.26,12.703,3041.3,3.03E+05,633.79,599.1,1363.2,,,,,,,,,
10.609,1050.7,1500,27.742,-0.75,11.042,1607.8,13.251,12.753,3083.1,2.99E+05,633.2,598.81,1357.7,,,,,,,,,
10.437,1055.7,1500.1,31.669,-0.75,11.039,1625.5,13.252,12.797,3108.1,3.01E+05,632.91,598.71,1356,,,,,,,,,
10.624,1059.3,1500,35.804,-0.75,11.038,1643.3,13.253,12.856,3104.3,3.05E+05,633.92,600.1,1353.7,,,,,,,,,
10.335,1064.3,1500,39.866,-0.75,11.042,1638,13.249,12.884,3137.6,3.03E+05,633.04,599.35,1350.4,,,,,,,,,
98.125,1064.1,1500,43.871,-0.75,11.067,1553.1,13.224,12.813,3169.4,2.83E+05,630.35,596.43,1342.5,,,,,,,,,
96.569,1058.8,1499.9,47.921,-0.75,11.067,1564.8,13.221,12.734,3152.5,2.78E+05,628.8,594.5,1342.3,,,,,,,,,
94.149,1048.7,1500,51.888,-0.75,11.054,1624,13.226,12.598,3118.7,2.76E+05,626.4,591.33,1347.8,,,,,,,,,
94.958,1045.8,1500,55.621,-0.75,1.104,1687.6,13.236,12.578,3094,2.82E+05,626.28,591.08,1350.7,,,,,,,,,
93.813,1050.2,1500.1,59.511,-0.75,11.058,1629.6,13.22,12.607,3116.3,2.73E+05,625.99,591.08,1343.1,,,,,,,,,
8.539,1054,1500,63.673,-0.75,11.077,1568.1,13.201,12.561,3181.9,2.58E+05,622.48,587.31,1338.9,,,,,,,,,
84.195,1059,1500,67.767,-0.75,11.054,1664.7,13.22,12.623,3200.2,2.72E+05,622.55,587.53,1342.4,,,,,,,,,
89.975,1063.4,1500,71.577,-0.75,11.053,1681.4,13.223,12.725,3174.8,2.79E+05,625.33,591.02,1337.1,,,,,,,,,
85.961,1065.8,1500,7.56,-0.75,11.055,1683.9,13.219,12.714,3204.3,2.75E+05,623.68,589.27,1335.9,,,,,,,,,
84.071,1068.6,1500,79.486,-0.75,11.052,1703.7,13.219,12.729,3220.2,2.76E+05,623,588.65,1334.9,,,,,,,,,
84.393,1068.5,1499.9,8.001,-0.75,11.061,1671.7,13.212,12.724,3219.5,2.72E+05,623.02,588.73,1332.2,,,,,,,,,
78.632,1068.1,1500.1,8,-0.75,11.087,1570.1,13.188,12.651,3260.7,2.53E+05,620.34,585.72,1327.8,,,,,,,,,
77.149,1067,1499.9,8,-0.75,11.079,1599.6,13.193,12.63,3264.3,2.56E+05,619.62,584.8,1331.3,,,,,,,,,
84.159,1068.2,1500.1,8,-0.75,11.067,1649.6,13.207,12.716,3221.4,2.68E+05,622.86,588.57,1330.7,,,,,,,,,
79.353,1070.1,1500,8,-0.75,11.048,1721.2,13.222,12.707,3254.3,2.77E+05,621.18,586.56,1337.7,,,,,,,,,
77.601,1066.6,1500,8,-0.75,1.107,1635.2,13.201,12.635,3257.4,2.61E+05,619.83,584.98,1333.8,,,,,,,,,
84.222,1067.6,1500,8,-0.75,11.084,1584.8,13.192,12.697,3222.1,2.58E+05,622.66,588.41,1326.2,,,,,,,,,
80.037,1066.7,1499.9,78.652,-0.75,1.106,1671,13.211,12.666,3242.1,2.69E+05,621.04,586.31,1335.8,,,,,,,,,
79.346,1061.9,1500,74.895,-0.75,11.054,1681.5,13.216,12.609,3231.3,2.69E+05,620.42,585.3,1340.9,,,,,,,,,
84.078,1058.8,1499.9,71.139,-0.75,11.062,1643.6,13.212,12.611,3196.4,2.67E+05,622.19,587.22,1339,,,,,,,,,
83.885,1053.7,1500,67.396,-0.75,11.065,1622.5,13.209,12.549,3182.6,2.63E+05,621.68,586.38,1341.7,,,,,,,,,
8.617,1046,1499.9,6.369,-0.75,11.068,1601,13.206,12.478,3142.3,2.59E+05,621.87,586.26,1344,,,,,,,,,
93.785,1040.4,1500,5.994,-0.75,11.044,1685.5,13.229,12.499,3073.4,2.74E+05,624.83,589.31,1350.2,,,,,,,,,
94.513,1038.7,1500.1,56.126,-0.75,11.038,1696.3,13.235,12.492,3066.9,2.78E+05,625.21,589.58,1353.5,,,,,,,,,
10.112,1044.1,1500.1,5.244,-0.75,11.051,1640,13.23,12.609,3055,2.79E+05,628.79,593.96,1347.1,,,,,,,,,
10.467,1048.5,1500,48.747,-0.75,11.069,1564.2,13.219,12.684,3057.9,2.75E+05,630.89,596.62,1341.5,,,,,,,,,
10.449,1046.4,1499.9,45.097,-0.75,11.072,1544.9,13.217,12.657,3055.9,2.73E+05,630.73,596.3,1343,,,,,,,,,
10.534,1041,1500,41.254,-0.75,11.047,1626.2,13.238,12.619,3031.3,2.85E+05,630.86,596.02,1352.4,,,,,,,,,
10.787,1028.8,1499.9,37.575,-0.71498,11.029,1686.1,13.252,12.511,2970.3,2.91E+05,630.78,595.29,1361.4,,,,,,,,,
11.436,1016.9,1499.9,33.732,-0.37413,1.104,1625.9,13.244,12.424,2893.5,2.81E+05,632.19,596.47,1361.1,,,,,,,,,
11.83,1001.8,1499.8,29.817,0.0183,11.054,1557,13.232,12.272,2819.1,2.67E+05,632.07,595.74,1362.2,,,,,,,,,
12.012,987.1,1499.9,26.137,0.38628,11.055,1534.2,13.23,12.116,2757.7,2.59E+05,631.24,594.12,1367.3,,,,,,,,,
12.442,975.95,1499.9,22.433,0.7567,11.061,1494.8,13.226,12.021,2696.6,2.52E+05,631.83,594.33,1369.1,,,,,,,,,
12.949,966.36,1499.9,1.869,1.131,11.026,1603,13.256,11.978,2639,2.68E+05,633.34,595.38,1381.2,,,,,,,,,
12.754,953.81,1499.8,1.494,15.061,11.049,1498.7,13.235,11.799,2607.5,2.47E+05,630.95,592.16,1382.1,,,,,,,,,
13.308,940.57,1500,1.119,18.811,11.056,1455.9,13.23,11.69,2533.1,2.40E+05,631.79,592.64,1383.4,,,,,,,,,
13.599,929.65,1499.9,0.74395,22.561,11.061,1422.1,13.226,11.586,2482.7,2.33E+05,631.81,592.2,1386.3,,,,,,,,,
14.177,921.96,1500,0.36699,2.633,11.042,1472.7,13.245,11.562,2432.1,2.43E+05,633.72,593.89,1392.7,,,,,,,,,
14.671,909.91,1499.9,-0.00602,3.006,1.103,1498.6,13.255,11.473,2369.1,2.46E+05,634.62,594.31,1399.3,,,,,,,,,
14.932,900.51,1499.9,-0.3787,33.787,11.041,1440.1,13.247,11.38,2327.9,2.37E+05,634.62,593.99,1399.7,,,,,,,,,
15.639,890.11,1499.9,-0.75317,37.532,1.105,1393.1,13.241,11.316,2262.2,2.31E+05,636.38,595.72,1398.1,,,,,,,,,
16.23,882.07,1500,-11.141,41.141,11.042,1406.8,13.25,11.281,2212.4,2.35E+05,638.15,597.36,1401,,,,,,,,,
16.46,870.14,1499.9,-14.904,44.904,11.052,1353.1,13.242,11.157,2165.1,2.26E+05,637.68,596.42,1402.7,,,,,,,,,
16.875,862.64,1500,-18.604,48.604,11.072,1269.6,13.226,11.094,2126.6,2.16E+05,638.39,597.19,1398.5,,,,,,,,,
17.756,856.61,1499.9,-22.404,52.404,11.066,1274.9,13.235,11.106,2074.5,2.21E+05,641.61,600.62,1397.2,,,,,,,,,
17.42,850.02,1499.9,-26.164,56.164,11.038,1347.7,13.258,11.02,2073.6,2.30E+05,639.92,597.99,1412.2,,,,,,,,,
17.474,841.65,1499.9,-30.051,60.051,11.057,1262.2,13.242,10.916,2049.3,2.19E+05,638.98,596.79,1411.4,,,,,,,,,
18.489,839.34,1499.9,-33.811,63.811,1.106,1241.3,13.245,10.977,2006.9,2.23E+05,643.13,601.55,1404.4,,,,,,,,,
19.194,830.91,1500,-37.561,67.561,11.073,1187.2,13.237,10.934,1956.2,2.19E+05,645.1,603.62,1399.2,,,,,,,,,
19.541,828.06,1499.9,-41.287,71.287,11.053,1235.6,13.257,10.945,1940.8,2.30E+05,646.68,605.01,1404.3,,,,,,,,,
19.789,818.93,1500,-45.011,75.011,11.068,1170.5,13.244,10.852,1907.2,2.23E+05,646.55,604.68,1402.6,,,,,,,,,
19.865,812.42,1500,-48.811,78.811,11.064,1163.5,13.249,10.787,1889.9,2.25E+05,646.24,604.01,1407.1,,,,,,,,,
20.737,806.25,1500,-52.561,82.561,11.048,1202.9,13.266,10.803,1843.8,2.35E+05,649.73,607.42,1405.9,,,,,,,,,
20.936,798.97,1500,-56.311,86.311,11.056,1158.3,13.259,10.731,1819.8,2.32E+05,649.71,607.19,1405.7,,,,,,,,,
21.862,792.73,1500,-60.061,90.061,11.068,1110.5,13.251,10.734,1774.4,2.32E+05,653.15,610.74,1394.1,,,,,,,,,
21.913,783.72,1499.9,-63.862,93.862,11.062,1107.2,13.257,10.637,1750.2,2.35E+05,652.41,609.5,1400.5,,,,,,,,,
22.518,778.07,1499.9,-67.561,97.561,11.059,1104.8,13.262,10.628,1719.3,2.40E+05,654.69,611.62,1396.3,,,,,,,,,
22.984,771.27,1500,-71.157,10.116,11.047,1127.1,13.274,10.599,1689.4,2.47E+05,656.31,612.89,1396.4,,,,,,,,,
23.997,756.53,1499.9,-74.955,10.496,11.057,1084.8,13.264,10.509,1617.1,2.45E+05,659.24,615.32,1384.1,,,,,,,,,
24.293,747.3,1500,-78.661,10.866,11.065,1043.4,13.256,10.423,1586.2,2.46E+05,659.51,615.23,1382.2,,,,,,,,,
24.163,737.84,1499.8,-82.404,11.24,11.058,1039,13.262,10.304,1566.7,2.51E+05,657.81,612.99,1393.4,,,,,,,,,
24.844,723.92,1499.8,-86.368,11.637,11.057,1029.1,13.262,10.203,1510,2.54E+05,659.46,613.99,1389.3,,,,,,,,,
25.936,709,1499.9,-90.063,12.006,11.061,1016.7,13.256,10.121,1440.3,2.56E+05,662.96,616.84,1373.8,,,,,,,,,
26.567,690.74,1499.8,-93.997,12.4,11.059,1020.8,13.254,99.633,1372.8,2.60E+05,663.83,616.8,1372.8,,,,,,,,,
27.979,679.93,1499.9,-97.568,12.757,11.061,1035.9,13.247,99.608,1314.6,2.61E+05,669.61,622.01,1340.3,,,,,,,,,
27.971,669.59,1500,-10.131,13.131,11.054,1055.9,13.253,98.433,1289.9,2.67E+05,668.41,620.27,1351.4,,,,,,,,,
28.008,660.88,1499.8,-10.518,13.518,11.049,1075.8,13.258,97.476,1270.4,2.71E+05,667.61,619.02,1359.1,,,,,,,,,
29.136,640.11,1499.8,-10.895,13.895,11.047,1134.7,13.251,96.026,1187.7,2.74E+05,670.72,621.05,1342.4,,,,,,,,,
30.294,629.42,1500.1,-11.256,14.256,11.038,1205,13.253,95.842,1142,2.78E+05,675.44,625.1,1311.8,,,,,,,,,
29.743,625.16,1499.8,-11.633,14.633,1.106,1140.1,13.234,94.748,1147.5,2.73E+05,671.96,621.62,1330.9,,,,,,,,,
30.652,599.89,1499.8,-12.006,15.006,11.047,1259.9,13.239,92.654,1056.7,2.78E+05,673.58,621.86,1326.9,,,,,,,,,
32.445,583.16,1499.9,-12.381,15.381,11.042,1348,13.231,92.236,986.52,2.79E+05,680.77,628.02,1269.4,,,,,,,,,
33.238,565.8,1499.6,-12.761,15.761,10.953,1720.3,13.322,91.348,935.53,3.12E+05,683.63,629.3,1275.1,,,,,,,,,
34.188,536.69,1500,-13.116,16.116,11.084,1357.7,13.169,88.074,832.04,2.60E+05,683.9,628.92,1227.7,,,,,,,,,
33.716,521.64,1499.8,-13.49,16.49,11.045,1517.9,13.213,8.625,800.48,2.74E+05,680.26,624.28,1278.7,,,,,,,,,
35.932,497.23,1499.9,-13.865,16.865,11.032,1657.4,13.215,85.249,723.85,2.73E+05,689.16,631.05,1190.3,,,,,,,,,
36.993,487.52,1500,-14.247,17.247,11.051,1636.8,13.194,84.899,703.76,2.63E+05,693.46,634.53,1132.4,,,,,,,,,
37.018,473.84,1499.7,-14.631,17.631,1.106,1636.6,13.182,8.333,671.1,2.55E+05,692.06,632.05,1142.1,,,,,,,,,
38.821,455.61,1500,-15.006,18.006,11.033,1804,13.209,82.824,636.4,2.58E+05,699.69,636.86,1054.2,,,,,,,,,
38.71,453.45,1499.9,-15.381,18.381,11.057,1727,13.185,82.398,637.49,2.47E+05,698.64,635.94,1056.4,,,,,,,,,
39.233,437.61,1499.9,-15.756,18.756,11.056,1776.3,13.185,81.039,603.62,2.40E+05,699.45,634.39,1037.4,,,,,,,,,
40.434,410.91,1499.9,-16.131,19.131,11.044,1896.2,13.195,7.901,546.31,2.28E+05,701.95,631.47,987.36,,,,,,,,,
41.88,405.82,1500,-16.506,19.506,11.041,1929.5,13.205,79.574,555.68,2.22E+05,708.63,636.91,901.28,,,,,,,,,
42.17,386.75,1499.8,-16.881,19.881,11.036,1997.2,13.207,77.641,514.94,2.11E+05,706.54,630.44,902.77,,,,,,,,,
44.517,361.43,1499.8,-17.251,20.251,1.104,2037.3,13.213,76.522,480.69,1.84E+05,713.19,631.72,794.32,,,,,,,,,
46.967,341.49,1499.9,-17.631,20.631,11.027,2096.3,13.245,76.252,464.81,1.64E+05,721.45,637.48,690.62,,,,,,,,,
48.367,324.49,1499.9,-17.999,20.999,11.016,2134.5,13.266,75.416,445.29,1.50E+05,724.51,638.3,644.35,,,,,,,,,
48.987,315.57,1499.9,-18.368,21.368,11.039,2054.7,13.247,74.747,436.77,1.33E+05,725.24,638.25,627.33,,,,,,,,,
50.28,289.25,1499.6,-18.745,21.745,11.045,2046.9,13.246,7.245,396.14,1.12E+05,724.64,633.52,608.34,,,,,,,,,
54.098,257.56,1499.9,-19.115,22.115,11.034,1935.9,13.296,71.822,364.93,86295,736.68,645.08,499.59,,,,,,,,,
56.1,246.16,1499.9,-19.49,22.49,11.032,1827.7,13.323,72.267,359.57,73630,744.43,654.41,443.78,,,,,,,,,
57.139,232.05,1499.9,-19.865,22.865,11.035,1774.9,13.329,71.248,343.87,66454,745.76,655.17,428.32,,,,,,,,,
58.547,214.87,1500,-20.234,23.234,11.045,1684.9,13.333,70.108,324.32,56728,748.16,657.46,407.38,,,,,,,,,
60.191,197.38,1499.9,-20.631,23.631,1.104,1613.8,13.356,69.178,306.07,51584,751.86,661.68,380.06,,,,,,,,,
61.823,176.39,1499.8,-21.006,24.006,11.038,1543.6,13.374,67.585,282.87,47703,754.71,664.42,361.55,,,,,,,,,
63.689,165.88,1500,-21.381,24.381,11.059,1388.9,13.379,68.024,281.35,34200,763.44,675.02,322.81,,,,,,,,,
63.703,147.3,1499.8,-21.756,24.756,11.042,1454.9,13.387,64.697,255.02,44650,757.95,665.71,352.23,,,,,,,,,
66.218,120.89,1499.9,-22.129,25.129,11.077,1262.5,13.379,62.988,236.51,29158,770.53,674.61,324.18,,,,,,,,,
67.322,113.26,1499.9,-22.506,25.506,11.074,1212,13.398,62.981,240.08,27050,778.04,680.74,303.51,,,,,,,,,
67.78,106.54,1499.9,-22.881,25.881,11.056,1227.4,13.421,62.263,238.13,31808,780.43,681.49,300,,,,,,,,,
68.225,94.591,1500,-23.255,26.255,11.062,1203.8,13.417,60.461,227.27,32125,782.1,679.53,308.44,,,,,,,,,
68.636,77.593,1499.9,-23.615,26.615,11.056,1214.1,13.421,5.761,207.59,37823,782.79,674.32,328.08,,,,,,,,,
69.255,73.519,1499.9,-23.99,26.99,11.052,1186.2,13.434,57.569,212.56,37140,787.54,678.05,315.49,,,,,,,,,
69.948,58.587,1499.9,-24.365,27.365,11.047,1175.7,13.443,55.481,200.65,40803,791.53,676.51,322.55,,,,,,,,,
70.309,49.399,1499.8,-24.757,27.757,1.101,1238,13.483,54.098,194.09,55237,793.11,674.52,326.84,,,,,,,,,
70.638,41.918,1500,-25.126,28.126,11.049,1148.8,13.446,52.951,190.06,43655,795.23,673.8,332.99,,,,,,,,,
70.67,44.114,1500,-24.733,27.733,1.105,1146.8,13.445,53.508,190.28,41676,796.08,675.43,328.58,,,,,,,,,
70.514,54.711,1500.1,-23.973,26.973,11.079,1094.4,13.417,55.561,198.3,29418,796.69,680.12,315.55,,,,,,,,,
70.592,73.257,1500.2,-23.222,26.222,11.066,1096.5,13.44,59.661,224.75,25483,800.26,690.73,278.11,,,,,,,,,
70.035,88.725,1500.1,-22.463,25.463,11.024,1193.3,13.48,62.213,235.92,33354,797.65,693.06,265.36,,,,,,,,,
69.274,113.13,1500.1,-21.722,24.722,10.985,1286.1,13.519,66.176,261.07,39684,794.93,697.83,243.78,,,,,,,,,
67.645,147.02,1500.3,-20.954,23.954,11.027,1253.2,13.465,70.324,290.52,26409,788.19,699.56,239.22,,,,,,,,,
64.709,185.29,1500.3,-20.213,23.213,11.027,1374.7,13.436,73.065,311.55,32321,776.26,692.63,265.74,,,,,,,,,
61.224,224.69,1500.2,-19.529,22.461,1.102,1549.7,13.405,75.093,342.75,47944,767,683.35,313.03,,,,,,,,,
57.106,263.52,1500.2,-18.696,21.692,11.038,1711,13.339,76.048,383.65,69222,755.85,671.05,392.77,,,,,,,,,
54.14,296.19,1500.3,-17.952,20.952,1.104,1833.3,13.307,77.425,422.57,98244,749.08,665.73,453.96,,,,,,,,,
50.776,340.57,1500.4,-17.203,20.203,11.063,1856.4,13.255,79.798,484.7,1.40E+05,742.61,664.28,531.82,,,,,,,,,
45.652,391.97,1500.3,-16.438,19.438,11.052,1921.9,13.222,81.236,553.74,2.02E+05,726.2,653.04,703.48,,,,,,,,,
41.363,430.91,1500.2,-15.714,18.696,11.068,1775.7,13.18,81.923,600.59,2.29E+05,709.55,642.88,907.39,,,,,,,,,
40.027,439.47,1500,-15.289,18.274,11.039,1835.7,13.203,81.912,604.12,2.47E+05,703.96,638.55,990.1,,,,,,,,,
39.315,451.91,1500,-15.265,18.265,11.046,1775.9,13.197,82.743,634.83,2.50E+05,701.68,638.43,1022.7,,,,,,,,,
39.263,445,1500,-15.266,18.266,1.106,1739.6,13.18,8.184,612.22,2.42E+05,700.48,636.41,1028.1,,,,,,,,,
39.624,447.5,1500.1,-15.266,18.266,11.033,1836.1,13.21,82.551,624.98,2.53E+05,702.91,638.79,1010.2,,,,,,,,,
38.648,450.54,1499.8,-15.266,18.266,11.048,1760.9,13.192,82.049,625.72,2.50E+05,698.05,634.86,1065.5,,,,,,,,,
39.858,438.57,1499.9,-15.266,18.266,11.053,1788.5,13.188,81.603,598.42,2.41E+05,702.84,637.47,998.31,,,,,,,,,
40.069,449.37,1500,-15.266,18.266,11.046,1791.3,13.199,83.072,633.45,2.48E+05,705.29,641.47,977.42,,,,,,,,,
38.711,452.13,1499.9,-15.266,18.265,11.033,1812.5,13.209,82.355,632.24,2.56E+05,698.72,635.55,1064.1,,,,,,,,,
39.68,441.92,1500,-15.471,17.965,11.045,1806.2,13.195,81.899,607.3,2.47E+05,702.45,637.56,1008.5,,,,,,,,,
40.873,455.06,1500.2,-15.733,17.603,11.032,1845.1,13.218,84.582,659.14,2.56E+05,710.38,647.01,926.42,,,,,,,,,
39.557,470.82,1500.1,-16.015,17.214,11.033,1789.7,13.214,85.303,696.29,2.63E+05,705.41,644.21,993.42,,,,,,,,,
39.315,465.65,1500,-16.285,16.838,11.061,1700.7,13.18,84.331,675.6,2.51E+05,703.37,641.88,1006.5,,,,,,,,,
40.495,473.37,1500,-16.551,16.463,11.041,1777.4,13.209,86.501,711.57,2.60E+05,710.63,649.58,932.06,,,,,,,,,
40.379,483.89,1500.1,-16.816,16.095,11.041,1759.3,13.211,87.754,743.8,2.63E+05,711.32,651.37,929.52,,,,,,,,,
41.152,472.08,1499.9,-17.072,15.73,11.036,1812.2,13.217,87.061,713.4,2.62E+05,714.1,652.76,895.09,,,,,,,,,
42.768,483.72,1500.1,-17.352,15.346,11.048,1784.5,13.223,90.412,762.14,2.59E+05,723.86,663.92,793.54,,,,,,,,,
40.408,514.9,1500,-17.626,14.977,11.042,1711.4,13.218,91.931,842.25,2.70E+05,715.29,657.94,898.3,,,,,,,,,
40.398,502.69,1499.8,-17.894,14.603,11.035,1754.5,13.22,90.323,803.5,2.71E+05,713.99,655.64,911.83,,,,,,,,,
42.782,497.33,1500,-18.156,14.239,11.037,1804.7,13.239,92.431,802.64,2.67E+05,725.87,667.09,784.5,,,,,,,,,
42.356,521.36,1500.2,-18.43,13.86,11.036,1772,13.246,95.313,871.11,2.73E+05,726.57,669.64,788.46,,,,,,,,,
40.958,534.88,1500,-18.695,13.477,11.017,1782.3,13.255,95.555,905.62,2.83E+05,721.23,665.09,852.06,,,,,,,,,
41.848,523.21,1500,-18.985,13.086,1.103,1781.5,13.246,94.998,874.1,2.76E+05,724.44,667.61,813.5,,,,,,,,,
43.708,523.44,1500.2,-19.259,12.709,11.043,1773.2,13.255,97.396,877.71,2.70E+05,734.16,677.58,719,,,,,,,,,
42.557,546.18,1499.9,-19.529,12.334,1.103,1767.6,13.263,99.211,938.13,2.79E+05,731.12,675.86,758.51,,,,,,,,,
42.067,554.83,1500,-19.794,11.964,11.025,1764.4,13.266,99.858,960.91,2.82E+05,729.84,675.1,775.24,,,,,,,,,
42.694,550.03,1500,-20.061,11.597,11.013,1817.6,13.284,10.007,946.03,2.87E+05,732.73,677.66,749.94,,,,,,,,,
43.521,557.17,1500.1,-20.328,11.214,11.024,1787.6,13.286,10.216,959.56,2.84E+05,737.92,683.43,704.45,,,,,,,,,
43.047,566.98,1500.1,-20.597,10.838,11.036,1743.6,13.273,10.292,985.36,2.81E+05,736.72,682.89,717.47,,,,,,,,,
43.115,567.96,1499.9,-20.873,10.458,11.001,1838.1,13.31,10.331,984.08,2.96E+05,737.62,683.66,716.45,,,,,,,,,
44.125,574.01,1500.1,-21.142,10.085,11.015,1797.9,13.312,10.549,988.46,2.93E+05,743.63,690.2,665.44,,,,,,,,,
43.457,588.75,1499.9,-21.409,97.128,11.016,1779.1,13.309,10.674,1024.5,2.96E+05,742.19,689.58,683.46,,,,,,,,,
43.996,580.43,1500,-21.691,93.254,11.025,1769.1,13.303,10.625,1002.1,2.91E+05,743.96,691.03,665.3,,,,,,,,,
44.831,587.89,1500,-21.944,8.961,11.021,1769.2,13.324,10.846,1004.7,2.97E+05,749.4,696.95,625.17,,,,,,,,,
44.416,598.26,1500,-22.21,86.007,11.012,1783.3,13.332,10.946,1027.3,3.04E+05,748.82,696.89,635.26,,,,,,,,,
44.855,596.7,1500.1,-22.484,82.284,11.009,1789.6,13.341,10.986,1017.3,3.07E+05,751.06,699.1,618.06,,,,,,,,,
44.346,624.46,1500,-22.753,78.533,11.024,1726.2,13.332,11.312,1072.1,3.09E+05,752.09,701.73,618.79,,,,,,,,,
43.911,614.17,1499.9,-23.026,74.783,11.032,1722.5,13.312,11.105,1062,3.01E+05,748.51,697.68,643.04,,,,,,,,,
45.102,619.34,1500.1,-23.297,71.033,11.031,1709.1,13.334,11.339,1050.4,3.08E+05,755.5,705.07,591.9,,,,,,,,,
45.191,621.5,1500,-23.567,67.211,1.103,1709.4,13.337,11.384,1051.3,3.11E+05,756.39,706.12,586.82,,,,,,,,,
45.193,633.44,1500,-23.836,63.468,11.016,1730.1,13.358,11.564,1067.3,3.26E+05,758.27,708.59,578.8,,,,,,,,,
45.177,634.69,1500,-24.107,5.974,1.102,1722.7,13.355,11.58,1069,3.26E+05,758.45,708.92,578.33,,,,,,,,,
45.837,641.27,1500.1,-24.375,55.971,11.029,1681,13.359,11.76,1067.1,3.30E+05,762.81,713.79,549.1,,,,,,,,,
45.885,646.86,1500.1,-24.644,52.127,11.024,1685.5,13.368,11.85,1073,3.38E+05,763.99,715.3,543.53,,,,,,,,,
46.112,647.72,1500.1,-24.916,48.377,11.022,1683.9,13.374,11.895,1069.2,3.43E+05,765.42,716.84,534.58,,,,,,,,,
45.754,669.54,1500.1,-25.187,44.627,11.027,1658.9,13.375,12.163,1107.1,3.54E+05,766.65,719.27,533.49,,,,,,,,,
44.97,664.34,1500,-25.456,40.877,11.028,1681.9,13.358,11.985,1113.6,3.47E+05,762.01,714.36,565.21,,,,,,,,,
45.902,665.56,1500,-25.729,37.127,11.025,1667.5,13.377,12.128,1096.5,3.58E+05,767.14,719.66,530.4,,,,,,,,,
46.151,675.48,1500,-25.998,33.401,11.027,1645.1,13.384,12.306,1105.6,3.68E+05,769.89,723.04,515.25,,,,,,,,,
46.393,667.77,1499.9,-26.269,29.627,11.028,1645,13.383,12.227,1089.1,3.66E+05,770.2,723.03,511.53,,,,,,,,,
47.399,668.94,1500,-26.535,2.594,11.034,1597,13.394,12.377,1072.1,3.73E+05,775.64,728.75,476.67,,,,,,,,,
