in1,in2,in3,in4,out1,out2,,,
-27.96,29.155,3000.1,597.59,2640.9,1958.8,,,
-27.191,28.758,3000,603.46,2682.5,1959.7,,,
-26.62,28.281,3000,602.51,2699.4,1961.7,,,
-25.682,27.454,3000,601.88,2722.1,1963.2,,,
-25.426,26.71,3000,602.96,2731.2,1961.7,,,
-25.342,26.346,3000,597.61,2724,1962.7,,,
-25.025,25.242,3000.1,599.18,2734.7,1960.1,,,
-24.434,24.681,2999.9,601.74,2744.3,1958.8,,,
-23.502,23.88,3000,599.87,2744.9,1957.7,,,
-23.277,23.228,3000,602.41,2751,1955.5,,,
-23.022,22.656,3000,602.18,2752.2,1954,,,
-22.861,22.355,3000,598.8,2747.3,1953.8,,,
-22.409,21.862,3000.1,600.85,2751.4,1951.5,,,
-21.294,20.379,3000,601.49,2755.1,1944.7,,,
-20.787,19.92,3000,601.55,2755.5,1941.1,,,
-20.557,19.25,3000,599.34,2753.5,1938.5,,,
-20.737,18.869,3000,602.29,2761.6,1939.1,,,
-20.297,18.242,3000,597.31,2753.4,1935,,,
-19.371,17.962,3000,600.14,2756.6,1926.4,,,
-19.542,17.282,3000,604.49,2769.8,1928.1,,,
-17.504,16.027,3000,599.83,2757.3,1899.5,,,
-17.651,15.763,3000,601.3,2763.2,1902.3,,,
-16.684,15.339,3000,600.2,2757.3,1885.6,,,
-17.161,14.744,3000,601.44,2767.1,1894,,,
-16.335,14.708,3000,600.61,2760,1879.4,,,
-16.013,13.396,2999.9,599.15,2763.1,1872.6,,,
-15.505,12.117,3000,599.39,2769,1863,,,
-15.372,11.528,3000,599.74,2773.2,1860.6,,,
-14.807,10.907,3000,598.27,2769.5,1849.5,,,
-14.713,10.173,3000,597.16,2771.3,1846.9,,,
-13.08,90.883,3000,604.56,2785.7,1822.2,,,
-13.193,89.603,3000,602.6,2782.2,1823.1,,,
-13.004,92.305,3000,600.28,2771.7,1820,,,
-13,92.588,3000,600.44,2771.9,1820,,,
-12.132,70.467,3000,600.22,2779,1805.3,,,
-10.847,56.815,3000,600.07,2770.4,1788.9,,,
-10.453,51.467,3000,601.59,2771.2,1784.4,,,
-10.372,39.295,3000,600.76,2772.1,1780.8,,,
-96.815,38.359,3000,598.62,2751,1775.3,,,
-9.997,36.464,3000,600.91,2765.5,1777.1,,,
-93.572,35.579,3000,598.94,2744.4,1772.4,,,
-87.158,3.147,3000,599.58,2728.5,1767.7,,,
-77.611,17.106,3000,601.88,2697,1758.6,,,
-72.125,0.79336,3000,598.23,2657.4,1754.3,,,
-70.013,-0.22481,3000,597.35,2636.4,1750.3,,,
-68.884,-0.64542,3000,598.31,2630.2,1748.4,,,
-60.445,-12.526,3000,602.01,2600.5,1743.3,,,
-57.658,-25.521,3000,601.29,2574.2,1738.4,,,
-52.485,-22.946,3000,600.57,2557.3,1738,,,
-46.776,-33.987,3000,598.73,2524.2,1733.3,,,
-43.244,-38.601,3000,596.28,2504.4,1731.6,,,
-35.846,-47.346,3000,596.73,2479,1727.1,,,
-36.277,-50.644,3000,605.66,2497.3,1724.6,,,
-31.335,-54.084,3000,599.01,2467.8,1723.5,,,
-24.101,-5.915,3000,599.74,2448.4,1720.5,,,
-20.497,-61.429,3000,591.57,2420.4,1721.9,,,
-15.685,-7.559,3000,606.25,2428.2,1712.6,,,
-14.119,-76.633,3000,601.77,2413,1712.6,,,
-1.731,-75.325,3000,601.31,2421.5,1713.6,,,
-23.802,-65.867,3000,597.57,2437.5,1718.6,,,
-28.613,-55.437,3000,603.04,2469.1,1721.9,,,
-32.623,-52.177,3000,597.43,2468.9,1724.8,,,
-42.748,-42.635,3000,600.21,2508.6,1729.3,,,
-41.599,-32.659,3000,600.71,2515.3,1732.4,,,
-45.176,-27.755,3000,599.52,2527.1,1735,,,
-47.818,-20.536,3000,602.12,2548.3,1737.5,,,
-54.685,-17.878,3000,604.12,2579.1,1739.6,,,
-62.031,-0.55771,3000,599.87,2608.3,1746.4,,,
-6.238,-0.00067,3000,599.66,2615,1748.4,,,
-67.399,-0.036636,3000,598.86,2632.2,1749.9,,,
-68.477,-0.023244,3000,602.1,2645.9,1749.7,,,
-75.981,0.91512,3000,599.62,2677.8,1755.8,,,
-83.374,23.642,3000,600.61,2717.3,1763.3,,,
-84.082,30.104,3000,602.41,2727.5,1765.4,,,
-88.747,3.294,3000,601.15,2738.1,1768.8,,,
-99.114,48.613,3000,599.01,2754.4,1779.6,,,
-9.918,44.132,3000,600.93,2761.9,1778.4,,,
-10.649,57.079,3000,601.68,2771.9,1787.4,,,
-10.806,57.826,3000,596.93,2759.6,1788.8,,,
-10.989,63.717,3000,598.24,2762.7,1791.8,,,
-11.478,76.217,3000,598.59,2761.8,1799.2,,,
-12.281,75.946,3000,602.21,2782.4,1808.5,,,
-13.091,8.642,3000,600.32,2777.3,1820.5,,,
-13.409,10.082,3000,599.22,2766,1826.6,,,
-13.843,10.721,3000,600.12,2767.6,1834.1,,,
-13.956,99.585,3000,601.2,2777.5,1835.5,,,
-13.765,10.746,3000,599.09,2763.9,1832.7,,,
-15.419,12.667,3000,598.92,2763.2,1861.6,,,
-15.656,12.121,3000,598.26,2767.2,1865.2,,,
-15.656,12.069,3000,600.41,2773,1866.2,,,
-16.273,14.641,3000,601.54,2762.3,1878.7,,,
-16.953,15.089,3000,599.38,2758.7,1889.8,,,
-17.733,15.696,3000,598.02,2756.6,1902.3,,,
-17.702,15.99,3000,599.11,2757.1,1902.4,,,
-18.016,16.795,3000,595.43,2745.7,1906.5,,,
-18.699,16.927,3000,604.68,2768.8,1918.7,,,
-19.328,17.372,3000,597.66,2754.4,1924.9,,,
-19.865,19.067,3000,598.95,2750.7,1932.5,,,
-20.72,19.766,3000,599.17,2751.4,1940.4,,,
-21.204,20.453,3000,597.15,2746.4,1944.5,,,
-20.989,20.434,3000,604.66,2759.6,1943.1,,,
-21.518,21.439,3000,598.17,2745.3,1947.8,,,
-22.692,22.223,3000,598.94,2747.6,1953.2,,,
-22.828,22.537,3000,599.83,2748.3,1954,,,
-22.811,23.884,3000,601.59,2746.5,1956.5,,,
-23.742,24.017,3000,599.91,2744.6,1958.1,,,
-23.913,24.058,3000,599,2742.9,1958.4,,,
-24.447,25.131,3000,596.15,2733.2,1961.4,,,
-24.987,25.869,3000,601.57,2736.6,1961,,,
-25.493,26.491,3000,595.81,2718.1,1963.4,,,
-25.562,27.56,3000,598.8,2717.5,1964.9,,,
-25.68,27.738,3000,596.17,2709.6,1965.9,,,
-26.835,29.051,3000,597.99,2678.7,1964.6,,,
-27.762,29.583,3000,597.76,2644.7,1961,,,
-28.014,29.888,3000,599.93,2638.7,1959,,,
-28.471,31.356,3000,599.26,2608.8,1959.4,,,
-28.897,31.57,3000,595.94,2583.2,1958,,,
-29.311,31.746,3000,599.65,2575.8,1951.7,,,
-29.873,32.801,3000,597.62,2541.8,1948.7,,,
-30.457,33.327,3000,599.29,2520.9,1939.9,,,
-30.05,34.14,3000,600.73,2532.6,1946.7,,,
-30.925,34.028,2999.9,598.01,2495.9,1934.5,,,
-31.474,35.273,3000,593.6,2456.8,1930.8,,,
-32.115,36.566,3000,594.8,2428.7,1918.1,,,
-32.751,36.966,3000,597.13,2410.6,1900.6,,,
-32.622,37.298,3000,594.49,2406,1907.5,,,
-33.849,38.462,3000.1,596.47,2362.9,1874.3,,,
-34.15,38.59,3000,600.38,2361.8,1861.7,,,
-34.616,39.297,3000,599.54,2340,1850.8,,,
-34.748,40.3,3000,594.01,2315.7,1854.8,,,
-34.367,39.811,3000,591.44,2325,1867.8,,,
-34.353,41.824,3000,599.3,2330.2,1862.4,,,
-35.074,42.85,3000,598.98,2299.8,1844.5,,,
-35.416,42.63,3000,598.16,2288.7,1835.7,,,
-35.117,42.51,3000,600.92,2305.4,1840.8,,,
-34.992,42.372,3000,599.59,2307.1,1845.4,,,
-35.3,42.405,3000,599.76,2297.6,1836.9,,,
-34.96,42.543,3000,599.7,2307.2,1846.4,,,
-34.406,42.386,3000.1,601.02,2328.8,1860,,,
-34.892,42.743,3000,601.92,2313.2,1846.3,,,
-34.251,41.057,3000,610.18,2364.9,1852.5,,,
-34.489,39.682,2999.9,605.7,2356.1,1848.4,,,
-34.391,39.844,3000,599.49,2343.2,1858,,,
-34.483,39.635,3000,599.3,2341.3,1855.3,,,
-34.881,38.11,3000,604.46,2351.7,1836.4,,,
-34.415,37.443,3000,603.96,2370,1848.6,,,
-35.086,36.473,3000,603.15,2353.5,1829.5,,,
-33.502,36.132,3000,601.9,2403.6,1873.8,,,
-32.707,35.361,3000,603.38,2438.8,1891.9,,,
-32.574,34.766,3000,601.85,2443.8,1895.9,,,
-33.467,34.901,3000,602.8,2415.8,1871.8,,,
-33.121,34.621,3000,602.62,2428.7,1880.7,,,
-31.614,33.912,3000,598.01,2473,1920.8,,,
-31.806,32.522,3000.1,603.14,2489.6,1908.7,,,
-31.683,31.642,3000,606.28,2508.4,1906.5,,,
-31.371,31.15,3000,604.36,2518.3,1914.1,,,
-31.166,30.502,3000,597.67,2513.8,1923.3,,,
-29.718,28.834,3000,600.97,2588,1939.3,,,
-30.585,28.475,3000,604.76,2568.6,1922.9,,,
-29.172,27.717,3000,599.94,2614.9,1943.7,,,
-29.973,27.456,3000,597.41,2581.1,1935.5,,,
-28.926,27.472,3000,601.25,2629.1,1944.7,,,
-28.552,26.517,3000,603.69,2656.2,1944.5,,,
-28.304,25.639,3000,602.47,2668.8,1945.1,,,
-27.644,24.925,3000,603.88,2698,1947.3,,,
-26.716,24.345,3000,598.49,2713.7,1953.1,,,
-27.347,23.908,3000,598.04,2700.7,1949.2,,,
-26.577,22.497,2999.9,604.29,2738.2,1946.7,,,
-26.323,21.914,3000,601.83,2740.5,1947.2,,,
-27.145,21.323,3000,603.86,2733.8,1941.2,,,
-26.578,20.766,3000,596.18,2732.3,1945.5,,,
-24.869,19.834,3000,603.67,2763.6,1945.7,,,
-24.679,19.578,3000,599.83,2758.9,1946.6,,,
-24.748,18.675,3000,601.71,2765.1,1943.7,,,
-24.55,17.805,3000,597.49,2762.1,1943.2,,,
-24.562,17.161,3000,602.33,2772.2,1940.1,,,
-24.785,16.87,2999.9,603.49,2774.6,1938.6,,,
-23.057,15.696,3000,596.49,2769.3,1939.8,,,
-22.754,14.991,3000,603.14,2783.2,1936.6,,,
-22.178,14.745,3000,599.26,2777.6,1936.6,,,
-22.093,14.76,3000,601.9,2782,1936.1,,,
-21.31,13.744,3000,600.53,2783.8,1932.8,,,
-21.312,12.853,3000,602.94,2792.3,1930.7,,,
-22.09,12.597,3000,600.23,2789,1931.7,,,
-20.275,12.042,3000,598.84,2788.2,1926,,,
-20.404,11.478,3000,596.82,2787.5,1925.7,,,
-20.887,10.475,3000,597.46,2794.3,1925.7,,,
-20.976,9.811,3000,603.04,2807.8,1924,,,
-19.895,85.182,3000,604.92,2818.5,1918.4,,,
-19.586,77.004,3000,601.15,2816,1915.7,,,
-18.893,79.255,3000,602.02,2816,1911.8,,,
-18.535,82.059,3000,598.58,2807,1908.5,,,
-18.586,64.714,3000,602.62,2825.7,1907.9,,,
-17.922,58.308,3000,594.86,2812.8,1899.4,,,
-18.255,4.808,3000,601.1,2832.3,1903.3,,,
-17.243,47.624,3000,601.18,2831.4,1892.8,,,
-16.758,42.528,3000,600.66,2832.2,1885.9,,,
-16.295,29.218,3000,595.69,2827.7,1876.3,,,
-16.246,24.917,3000,601.47,2842,1878.6,,,
-15.683,22.554,3000,603.68,2845.6,1870.7,,,
-15.319,16.174,3000,596.3,2830.9,1859.6,,,
-15.264,0.5479,3000,603.55,2849.1,1863.9,,,
-14.567,-0.086331,3000,595.91,2830.4,1845.5,,,
-14.287,-0.21181,3000,602.94,2842.5,1845.3,,,
-14.021,-0.91071,3000,596.16,2826.8,1835,,,
-13.948,-23.648,3000,602.22,2836.9,1839.5,,,
-13.566,-2.823,3000,602.51,2831.6,1832.3,,,
-13.442,-3.62,3000,596.41,2815.8,1825.3,,,
-13.52,-34.226,2999.9,602.68,2829.4,1832,,,
-13.069,-46.217,3000,597.12,2806,1818.8,,,
-11.999,-55.779,3000,602.22,2784,1801.5,,,
-12.096,-55.113,3000,600.57,2783.8,1802,,,
-12.001,-59.287,2999.9,597.76,2771.1,1798,,,
-11.467,-71.322,3000,598.97,2743,1789,,,
-10.607,-72.001,3000,600.43,2712,1774,,,
-11.036,-7.15,3000,601.86,2733.4,1783.1,,,
-11.165,-64.468,3000,601.61,2746.4,1784.9,,,
-11.312,-55.703,3000,596.12,2748.3,1783,,,
-11.806,-51.585,3000,602.18,2782.2,1797.2,,,
-12.21,-4.717,3000,601.76,2795.7,1804.8,,,
-12.57,-42.819,3000,594.55,2791.9,1805.8,,,
-12.952,-44.867,3000,603.21,2816.2,1821.5,,,
-12.418,-39.544,3000,596.87,2795.3,1804.4,,,
-13.619,-28.159,3000,602.08,2831.6,1833,,,
-14.228,-0.73589,3000,598.48,2833.6,1841,,,
-14.406,-0.29371,3000.1,597.7,2833.1,1843.7,,,
-14.789,-0.33413,3000,602.34,2845.4,1854.8,,,
-15.468,10.303,2999.9,599.43,2840.6,1864.8,,,
-15.719,12.928,3000.1,599.43,2841,1869,,,
-15.774,17.727,3000,603.63,2847.8,1872.3,,,
-15.8,26.024,3000.1,595.07,2825.9,1867.4,,,
-16.109,23.211,3000,601.37,2842.2,1876.4,,,
-16.915,41.423,3000,602.07,2836.2,1888.6,,,
-16.69,43.058,3000,597.12,2824,1883.2,,,
-16.988,50.336,3000,598.06,2822.4,1888.2,,,
-17.195,58.976,3000,601.58,2825.1,1892.7,,,
-17.406,65.143,3000,601.96,2822.4,1895.8,,,
-18.893,77.413,3000,598.42,2810,1911.2,,,
-18.68,84.787,3000,601.88,2812.2,1910.7,,,
-18.864,83.967,3000,600.91,2811,1912,,,
-19.373,9.229,3000.1,595.02,2795.1,1916.2,,,
-19.738,9.992,3000,599.71,2800.4,1920,,,
-20.124,11.444,3000,601.2,2795.6,1924.2,,,
-20.577,11.748,3000,602.29,2796.4,1926.7,,,
-20.614,12.452,3000,597.33,2783.6,1928.3,,,
-21.016,13.034,3000,599.59,2785.3,1930.7,,,
-21.455,13.889,3000,600.79,2783.6,1933.4,,,
-21.839,13.774,3000,598.39,2780.3,1934.3,,,
-22.196,14.689,3000,598.04,2775.7,1936.7,,,
-22.572,15.412,3000,598.15,2773,1938.6,,,
-23.259,15.928,3000,602.85,2778.8,1938.7,,,
-23.726,16.507,3000,598.94,2770.1,1940.8,,,
-23.353,17.36,3000,597.3,2764.1,1943.4,,,
-24.072,17.9,3000,596.82,2761.2,1944.3,,,
-24.025,19.098,3000,598.33,2759.2,1946.8,,,
-24.284,19.364,3000,602.95,2765.4,1945.9,,,
-24.539,19.846,3000,599.95,2758.4,1947.5,,,
-24.752,19.953,3000,597.48,2753.5,1948.2,,,
-25.123,20.434,3000,602.22,2758,1947.1,,,
-25.289,21.053,3000,601.11,2752.9,1948.6,,,
-25.718,22.282,3000.1,595.67,2735,1952.4,,,
-26.55,23.71,3000,599.2,2722.2,1951.9,,,
-26.374,23.959,3000,597.43,2720.6,1953.9,,,
-26.575,24.289,3000,604.41,2728.6,1951.2,,,
-26.896,25.137,3000,596.29,2700.1,1955.2,,,
-26.912,25.973,3000,599.35,2700.6,1955.9,,,
-28.338,26.404,3000,600.73,2657.5,1947.6,,,
-28.159,26.904,3000,600.52,2659.1,1950.3,,,
-28.332,28,3000,594.85,2630.7,1954.7,,,
-29.284,28.567,3000,598.61,2600.4,1945.3,,,
-29.027,29.139,3000,595.21,2596.7,1951.4,,,
-29.538,30.143,3000,599.83,2581,1945.3,,,
-30.278,30.833,3000,598.92,2546.1,1937.6,,,
-30.318,31.561,3000,596.48,2532.8,1940.6,,,
-31.197,32.129,3000,599.81,2505.5,1923.9,,,
-31.328,33,3000,598,2489.7,1924.8,,,
-31.396,33.794,3000,597.61,2480.4,1925.4,,,
-32.282,34.193,3000,597.87,2448,1906.5,,,
-32.225,34.584,3000,596.89,2444.7,1909.6,,,
-32.64,35.09,3000,595.82,2424.5,1901.7,,,
-32.237,35.502,3000,595.86,2435,1912.1,,,
-33.25,36.874,3000,596.38,2393.1,1888.3,,,
-33.673,37.053,3000,598.53,2383.4,1874.5,,,
-33.509,38.352,3000,597.26,2376.5,1882.7,,,
-33.667,39.114,3000,595.31,2361.3,1881.8,,,
-34.457,39.563,3000,599.05,2342,1856.2,,,
-34.458,39.949,3000,597.36,2335.3,1858.6,,,
-34.689,39.878,3000,600.81,2336.7,1848.3,,,
-35.165,42.088,3000,589.66,2280.1,1850.6,,,
-35.227,42.795,3000,597.44,2291.7,1841.8,,,
-35.175,42.913,3000,599.5,2297.5,1841.3,,,
-34.976,43.066,3000,599.34,2302.2,1847.2,,,
-35.406,42.791,3000,599.26,2290.5,1835.1,,,
-35.359,42.641,3000,602.13,2299.8,1833.4,,,
-35.414,42.668,3000,601.41,2296.2,1832.7,,,
-35.523,42.897,3000,600.2,2288.4,1831.3,,,
-35.442,42.542,3000,599.35,2291.4,1833.7,,,
-35.461,42.688,3000,599.08,2289.1,1833.7,,,
-35.176,42.79,3000,597.99,2294.7,1842.6,,,
-35.205,42.527,3000.1,606.64,2316.1,1833.1,,,
-35.336,40.33,3000,611.14,2337.9,1822,,,
-35.06,39.802,3000,602.11,2328.7,1836.7,,,
-35.498,38.89,3000,601.27,2319.2,1824.3,,,
-35.366,38.806,3000,602.3,2326.4,1826.7,,,
-34.869,38.392,3000,601.17,2342.2,1840.6,,,
-34.751,37.115,3000,604.25,2362.3,1838.5,,,
-34.891,37.388,3000,603.99,2355.3,1835.4,,,
-34.247,35.688,3000,599.9,2377.9,1854.9,,,
-33.96,35.271,3000,600.13,2390.7,1861.9,,,
-33.665,34.515,3000,603.11,2412.8,1865.4,,,
-33.515,34.334,3000,603.7,2420.5,1868.5,,,
-33.485,34.243,3000,604.28,2423.5,1868.5,,,
-32.985,32.157,3000,601.95,2449.5,1881,,,
-32.488,31.624,3000,600.81,2467.4,1893.8,,,
-32.661,31.305,3000,601.92,2466.6,1887.8,,,
-32.552,30.965,3000,602.23,2473.6,1889.5,,,
-32.469,30.343,3000,599.44,2474.2,1893.5,,,
-32.057,28.86,3000,600.21,2501.6,1899.5,,,
-31.602,28.378,3000,602.46,2527,1906,,,
-32.137,28.003,3000,602.92,2512.2,1893.3,,,
-31.41,27.41,3000,596.6,2526.9,1913.6,,,
-31.465,26.589,3000.1,604.4,2551,1903.4,,,
-30.976,26.018,3000,604.62,2574,1911.3,,,
-30.647,25.612,3000,601.57,2581.9,1918.6,,,
-31.012,24.866,3000,602.52,2577,1910.2,,,
-30.401,23.757,3000,597.6,2596.8,1921.5,,,
-30.117,23.678,3000.1,595.17,2602.1,1926.8,,,
-30.144,23.095,3000,599.8,2617.6,1921.8,,,
-30.132,22.25,3000,603,2633.3,1917.7,,,
-29.689,21.377,3000,607.03,2666.9,1918.5,,,
-29.288,20.616,3000,596.35,2661.9,1927.9,,,
-29.311,20.199,3000,596.33,2664.6,1926.7,,,
-29.41,20.04,3000,607.3,2688.6,1918.4,,,
-29.164,18.433,2999.9,599.15,2691,1922.2,,,
-29.395,18.114,3000.1,598.09,2683.5,1919.9,,,
-28.549,17.919,3000,600.83,2717.3,1925.1,,,
-28.309,17.313,3000,598.78,2723.7,1926.4,,,
-28.534,16.314,3000,598.42,2724.4,1922.5,,,
-28.608,15.982,3000,604.86,2738.6,1917.8,,,
-28.323,15.985,3000,603.13,2741.6,1920.8,,,
-27.441,14.079,3000,597.9,2759,1923.8,,,
-27.151,13.872,3000.1,599.72,2767,1923.9,,,
-27.495,13.048,3000,603.02,2773.1,1918.6,,,
-27.209,12.393,3000,602.59,2778.9,1918.6,,,
-26.612,11.453,3000,599.1,2782.2,1920.3,,,
-26.666,11.613,3000,596.75,2777.2,1921.4,,,
-26.579,10.172,3000,599.47,2788.9,1917,,,
-25.906,95.107,3000,600.99,2797.5,1917.2,,,
-25.822,78.952,3000,600.98,2805.1,1913.3,,,
-25.687,76.328,3000,600.08,2805.3,1913.4,,,
-25.591,7.435,3000,600.23,2806.7,1913.2,,,
-25.481,61.729,3000,604.15,2819.2,1908.8,,,
-24.765,60.447,3000,601.05,2816.8,1911.7,,,
-24.463,50.165,3000,600.01,2820.9,1910.2,,,
-24.014,50.914,3000,598.77,2819.6,1911.9,,,
-24.274,43.803,3000,599.78,2824.1,1909.1,,,
-24.01,28.622,3000,602.86,2837.4,1904.8,,,
-24.401,21.418,3000,600.76,2836.5,1902.7,,,
-23.721,22.074,3000,599.16,2835.4,1905.1,,,
-23.696,1.268,3000,602.34,2845.4,1901.7,,,
-23.375,0.30389,3000,599.32,2845.8,1900.9,,,
-22.936,-0.68096,3000.1,597.58,2848.4,1899.8,,,
-22.842,-0.38325,3000,600.21,2851.6,1900,,,
-22.795,-0.4339,3000,601,2853.1,1899.7,,,
-22.38,-14.653,3000,603.48,2861.6,1897.1,,,
-22.016,-29.712,3000.1,596.08,2855,1896.2,,,
-22.256,-29.315,3000,601.62,2862.7,1894.2,,,
-23.14,-44.753,3000,597.01,2858.1,1889.9,,,
-21.509,-51.921,3000,601.03,2863.2,1890,,,
-22.178,-51.317,2999.9,603.25,2866.4,1888.2,,,
-21.289,-57.491,3000.1,596.42,2856.9,1890.2,,,
-21.233,-62.611,3000,601.91,2862.5,1887.5,,,
-21.016,-77.032,3000,600.54,2857.4,1884.6,,,
-21.142,-71.983,3000,595.63,2853.4,1887.1,,,
-21.473,-67.438,3000,603.49,2863.7,1885.4,,,
-21.476,-62.782,3000,595.22,2855.1,1889,,,
-21.485,-53.262,3000,602.52,2864.9,1889.2,,,
-21.948,-46.621,3000,598.4,2860.3,1891.4,,,
-22.143,-42.204,3000,599.58,2861.6,1891.8,,,
-22.333,-38.519,3000,600.91,2863.1,1891.9,,,
-22.271,-25.585,3000,603.53,2864.7,1894.5,,,
-22.124,-16.716,3000,595.06,2849.7,1899.5,,,
-23.023,-20.215,3000,600.53,2857.8,1895.3,,,
-22.936,-0.47464,3000,600.22,2851.8,1899.5,,,
-23.531,0.19171,2999.9,600.92,2848.6,1899.7,,,
-23.498,0.7244,3000,599.24,2843.4,1901.7,,,
-23.197,14.594,3000,599.96,2841.8,1904,,,
-23.97,20.809,3000,600.78,2838,1903.6,,,
-23.913,23.671,3000,599.26,2834.2,1905,,,
-23.8,29.221,3000,598.54,2830.6,1906.9,,,
-24.782,34.946,3000,598.73,2825.4,1905.9,,,
-24.521,35.717,3000,598.33,2825.1,1906.9,,,
-24.708,55.118,3000,600.66,2818.9,1910.6,,,
-24.564,60.846,3000,601.98,2818.6,1912.1,,,
-24.856,63.307,3000,596.4,2807.7,1913.8,,,
-24.984,73.752,3000,604.03,2814.8,1913.5,,,
-25.535,76.882,3000,600.28,2805.8,1914,,,
-25.429,84.956,3000,593.19,2791.1,1918.9,,,
-26.259,93.892,3000.1,599.11,2793.6,1916.3,,,
-25.913,96.844,3000,602,2798.4,1917.3,,,
-25.985,10.435,3000,597.21,2787.1,1920.8,,,
-26.609,11.311,3000,601.25,2786.5,1919.1,,,
-26.986,12.114,3000,599.46,2776.9,1920.3,,,
-26.813,12.138,3000,598.13,2776,1921.6,,,
-27.374,13.302,3000,600.24,2768.2,1921.1,,,
-27.401,13.834,3000,600.96,2766.4,1922,,,
-27.459,13.918,3000,601.48,2766.1,1921.7,,,
-27.327,15.143,3000,595.29,2749.9,1928.2,,,
-28.068,15.875,3000,595.52,2732.5,1926,,,
-28.122,16.55,3000,603.63,2743.3,1923.4,,,
-28.214,16.562,3000,601,2735.8,1924.1,,,
-28.128,17.721,3000,596.25,2720,1929.9,,,
-28.937,18.493,3000.1,600.09,2699.9,1923.8,,,
-29.195,19.402,3000,601.01,2686.3,1923.1,,,
-29.007,19.547,2999.9,596.52,2680.9,1927.8,,,
-29.307,21.209,3000,597.75,2659.6,1928.3,,,
-29.767,21.291,3000,598.15,2643.2,1923.4,,,
-30.028,21.917,3000,604.62,2644.1,1917.1,,,
-29.78,22.285,3000.1,597.95,2633.6,1925.7,,,
-30.183,22.519,2999.9,599.15,2619.5,1920.5,,,
-30.172,23.528,3000,598.09,2608.6,1923.7,,,
-30.567,24.401,3000,599.13,2588.9,1919.2,,,
-30.754,25.204,3000,600.74,2579.2,1916.7,,,
-31.172,25.985,3000,596.52,2546.8,1915.1,,,
-30.866,26.39,3000,598,2558.4,1919.8,,,
-31.06,27.261,3000,598.54,2545.6,1917.8,,,
-31.299,27.722,3000,601.67,2541.1,1911.5,,,
-31.806,28.899,3000,599.51,2508.3,1905.7,,,
-32.079,29.219,3000,600.77,2499.5,1899.1,,,
-32.149,30.276,3000,596.67,2478.8,1903.8,,,
-32.295,30.219,3000,594.73,2469.5,1902.5,,,
-32.802,30.923,3000,598.5,2456.3,1887.5,,,
-32.809,31.258,3000,599.2,2455.3,1887.1,,,
-33.189,31.603,3000,597.96,2437,1879.3,,,
-33.595,33.131,3000,600.72,2419.2,1867.8,,,
-33.667,33.338,3000,599.44,2412.3,1867.7,,,
-33.077,33.851,2999.9,594.17,2415.1,1890.4,,,
-33.857,35.452,3000,592.76,2374.9,1873.7,,,
-34.175,35.717,3000,597.12,2373.3,1860.1,,,
-34.373,35.928,3000,599.57,2371.4,1852.1,,,
-34.243,36.231,3000,600.78,2376.3,1854.9,,,
-34.01,37.251,3000,598.13,2370.2,1866,,,
-35.061,39.202,3000,592.54,2310,1845.8,,,
-35.502,39.203,3000,598.29,2309.9,1827.6,,,
-35.523,39.325,3000,597.72,2307,1827.8,,,
-35.28,40.841,2999.9,596.05,2300.2,1838.6,,,
-35.321,42.341,3000.1,592.7,2280.7,1843.3,,,
-35.044,43.084,3000,598.58,2298.2,1846.1,,,
-35.244,42.912,3000,600.26,2297.1,1838.7,,,
-35.368,42.994,3000,602.49,2298,1833.4,,,
-35.091,42.681,3000,598.98,2300.4,1843.8,,,
-35.02,42.793,3000,599.9,2304.1,1845,,,
-35.118,42.821,3000,599.06,2298.8,1843.2,,,
-34.998,43.02,3000,599.44,2302.1,1846.4,,,
-35.163,42.569,3000,599.46,2300.1,1841.2,,,
-35.188,42.65,3000,599.54,2298.9,1840.5,,,
-35.119,41.883,3000,609.28,2329.6,1831.8,,,
-35.083,41.019,3000,605.01,2326.5,1835.3,,,
-35.052,40.834,3000.1,605.63,2330.2,1835.2,,,
-35.231,39.572,3000,601.37,2323.1,1832.5,,,
-35.352,38.144,3000,600.41,2326.9,1827.8,,,
-35.129,37.871,3000,601.45,2338.3,1832.4,,,
-35.495,37.489,3000,603.79,2335,1819.6,,,
-35.011,37.048,3000,600.35,2345.1,1835.4,,,
-35.268,36.418,3000,598.86,2337.8,1828.8,,,
-35.539,35.474,3000.1,604.63,2349.6,1814.3,,,
-34.91,34.4,3000,606.7,2382.2,1827.3,,,
-35.039,33.715,3000,601.01,2369.1,1828.5,,,
-35.271,33.972,3000,600.17,2357.9,1823.5,,,
-35.403,33.147,3000,599.62,2358.2,1819.1,,,
-34.946,31.74,3000,603.82,2392.9,1825,,,
-34.817,31.05,3000,605.17,2405.2,1826,,,
-34.862,30.306,3000,602.47,2402.5,1826.4,,,
-34.595,29.612,2999.9,596.29,2401.1,1839.7,,,
-34.527,29.007,3000,596.31,2407.7,1840.6,,,
-34.623,29.175,3000,605.79,2426.5,1827.6,,,
-34.439,28.617,3000,606.43,2438.2,1831,,,
-34.301,27.859,3000,602.42,2438.4,1838.1,,,
-34.272,26.238,3000,595.45,2434.1,1844.4,,,
-34.087,25.977,3000,604.01,2463.3,1839.1,,,
-34.191,25.369,2999.9,597.41,2448.1,1843,,,
-34.509,24.386,3000.1,603.93,2460.7,1825.1,,,
-34.619,23.888,3000,601.47,2454.7,1824.1,,,
