in1,in2,in3,in4,out1,out2,,
-98.773,53.849,4400,304.22,2376,1822.8,,
-96.851,44.289,4400,303.27,2375.9,1819.4,,
-90.177,36.087,4400,304.57,2375.4,1815.1,,
-89.854,36.684,4400,304.08,2373.9,1815.8,,
-87.216,23.768,4400,306.05,2380.4,1808.6,,
-7.58,16.512,4400,308.37,2377.2,1804.2,,
-76.264,14.761,4400,305.12,2371.6,1806,,
-75.508,11.508,4400,305.43,2372.7,1804.3,,
-66.499,-0.40201,4400,300.56,2358.6,1801.9,,
-53.706,-10.763,4400,305.92,2355.9,1795.4,,
-57.156,-0.87378,4400,308.27,2364.9,1794.2,,
-57.815,-12.171,4400,301.51,2352.2,1798.1,,
-44.787,-32.667,4400,305.26,2339.7,1786.7,,
-42.432,-34.598,4400,306.15,2336.4,1785.3,,
-38.648,-43.231,4400,306.44,2325.4,1781.5,,
-32.886,-46.734,4400,302.15,2298.7,1783.7,,
-2.724,-55.493,4400,303.48,2279.3,1779.1,,
-21.717,-63.962,4400,304.22,2257,1775.1,,
-17.241,-70.447,4400,303.83,2236.3,1772.9,,
-18.169,-73.114,4400,302.88,2234.6,1772.4,,
-0.87411,-76.523,4400,309.3,2217.5,1766.3,,
-0.84029,-74.451,4400,302.54,2203.4,1772.7,,
-16.523,-73.775,4400,307.59,2239.6,1768.4,,
-20.661,-63.809,4400,301.89,2248.4,1777.1,,
-29.964,-50.423,4400,305.17,2295,1779.9,,
-30.062,-47.718,4400,305.78,2298.5,1780.6,,
-33.348,-42.198,4400,306.06,2311.5,1782.6,,
-40.923,-37.061,4400,305.93,2331.9,1784.5,,
-44.459,-31.044,4400,304.84,2338.4,1787.8,,
-49.609,-23.925,4400,304.57,2347.8,1790.9,,
-51.738,-2.852,4400,307.92,2358.6,1786,,
-5.605,-12.836,4400,306.33,2360.2,1794,,
-62.943,-0.34586,4400,302.85,2359.2,1800.5,,
-66.649,0.094397,4400.1,303.41,2363.2,1801.8,,
-78.249,14.672,4400,308.43,2380.3,1803.2,,
-72.882,16.332,4400,304.63,2366.8,1807.3,,
-80.806,23.621,4400,301.31,2364.8,1812.7,,
-86.248,31.998,4400,308.14,2380.6,1810.6,,
-90.695,3.677,4400,304.99,2376.5,1815,,
-91.935,37.346,4400,304.26,2375.9,1815.8,,
-9.637,41.362,4400,303.73,2377.5,1817.7,,
-10.538,50.817,4400,304.56,2384.3,1820.7,,
-11.116,63.827,4400,307.87,2392,1823.5,,
-11.55,7.176,4400,305.35,2388.6,1828.8,,
-11.886,76.736,4400,304.11,2388.1,1831.9,,
-12.358,8.34,4400,303.91,2390.9,1834.7,,
-13.057,84.206,4400,304.32,2399.7,1834.3,,
-12.63,95.708,4400,304.29,2391,1839.8,,
-13.763,10.604,4400,304.89,2403.6,1843.2,,
-14.166,11.207,4400,305.51,2408.5,1845.1,,
-14.264,11.518,4400,308.04,2413.9,1844.4,,
-15.318,12.773,4400,303.9,2415.4,1852.8,,
-15.77,12.889,4400,304.35,2420,1852.6,,
-15.915,13.284,4400,303.9,2418.9,1854.7,,
-16.494,14.267,4400,303.01,2415.7,1859.5,,
-16.908,14.646,4400,306.77,2421.1,1857.8,,
-17.268,15.6,4400,307.64,2416,1861.2,,
-17.762,16.269,4400,303.37,2396.1,1867.4,,
-18.1,15.87,4400,302.73,2390.8,1865.9,,
-18.177,17.261,4400,306.41,2388.8,1869.1,,
-19.041,18.494,4400,307.87,2361.4,1872.8,,
-19.959,19.06,4400,305.07,2322.3,1876.9,,
-19.772,19.324,4400,304.14,2324,1879.1,,
-20.936,20.422,4400,303.83,2277.2,1883.3,,
-21.169,21.102,4400,303.91,2264.7,1886.1,,
-21.864,21.798,4400,302.85,2234.5,1889.4,,
-22.182,21.751,4400,306.32,2232.9,1885.9,,
-22.263,22.721,4400,308.67,2228.9,1888.3,,
-23.308,23.705,4400,305.26,2180.9,1894.2,,
-23.66,24.235,4400,303.52,2162.3,1897.6,,
-23.969,25.086,4400,303.3,2146.5,1901.2,,
-24.371,25.446,4400,304.22,2133.9,1901.3,,
-24.664,26.484,4400,306.36,2123,1903.7,,
-24.873,26.915,4400,307.86,2117.2,1903.9,,
-25.39,27.937,4400,304.47,2087.3,1910.5,,
-25.877,28.363,4400,304.22,2069.5,1911.3,,
-26.306,29.004,4400,304.23,2052.6,1912.9,,
-27.094,29.113,4400,303.99,2028.3,1910.3,,
-27.559,30.178,4400,304.19,2008.3,1913,,
-28.577,30.711,4400,307.08,1981.9,1905.8,,
-29.014,31.508,4400,307.56,1965.3,1905.8,,
-29.483,32.267,4400,303.81,1938.9,1909.7,,
-30.118,33.158,4400,303.97,1915.7,1907.7,,
-30.12,33.914,4400,304.94,1913,1911,,
-30.343,34.654,4400,305.11,1902.5,1912.5,,
-30.788,35.255,4400,304.23,1884.4,1911.4,,
-31.06,35.623,4400,304.97,1876.1,1908.9,,
-31.818,36.276,4400,307.45,1856.2,1897.8,,
-32.284,36.528,4400,305.47,1837.5,1893.9,,
-32.489,37.681,4400,303.11,1819.9,1901,,
-33.515,38.677,4400,303.84,1787.2,1886.7,,
-33.804,39.036,4400,306.56,1782.9,1879.5,,
-34.606,39.699,4400,305.82,1755.6,1868.6,,
-34.685,40.008,4400,307.19,1754.4,1867.2,,
-35.023,41.156,4400,306.47,1737,1868.6,,
-34.61,42.82,4400,304.07,1733.3,1891.4,,
-35.047,42.459,4400,301.91,1719.3,1882.6,,
-34.912,42.399,4400,304.56,1728.7,1881.4,,
-35.182,42.677,4400,304.44,1719.6,1877.8,,
-34.998,42.332,4400,303.85,1725.3,1880.2,,
-35.01,42.278,4400,303.58,1724.8,1879.9,,
-35.089,42.389,4400,306.61,1728.2,1874.9,,
-34.845,42.317,4400,308.43,1738.9,1877.1,,
-35.094,42.664,4400,304.05,1721.2,1880.1,,
-35.181,42.218,4400,303.9,1721.2,1875.6,,
-35.336,42.328,4400,303.26,1715.1,1873.9,,
-35.382,42.193,4400,306.81,1721.9,1867.5,,
-35.236,42.221,4400,307.94,1728,1869.1,,
-35.015,39.75,4400,305.65,1743.8,1861.1,,
-34.898,39.183,4400,303.19,1745.3,1863,,
-34.168,38.6,4400,302.96,1768.1,1874.2,,
-34.223,38.283,4400,305.24,1773.2,1868,,
-33.508,37.311,4400,303.45,1794.8,1878.4,,
-33.032,37.12,4400,308.57,1819.8,1879.5,,
-33.192,36.027,4400,305.19,1814.9,1873.9,,
-32.974,35.134,4400,305.04,1826,1872.5,,
-32.496,34.582,4400,304.92,1842.3,1878.1,,
-32.031,33.607,4400,304.1,1859.5,1881.4,,
-31.774,33.177,4400,303.85,1868.8,1883.4,,
-30.942,32.171,4400,304.55,1899.8,1889.7,,
-30.762,32.106,4400,305.44,1907.2,1890.8,,
-31.372,31.448,4400,304.64,1892.4,1878.2,,
-30.381,30.853,4400,303.91,1922.5,1890.5,,
-29.958,29.831,4400,304.43,1942,1889.3,,
-29.833,29.03,4400,305.76,1953.5,1884.5,,
-29.286,28.114,4400,307.69,1979.2,1883.4,,
-28.866,27.45,4400,304.99,1989.6,1887.2,,
-28.646,27.388,4400,305.17,1996.8,1888.8,,
-28.337,26.465,4400,303.23,2007.3,1888.6,,
-28.003,25.945,4400,303.87,2021.8,1887.9,,
-28.02,25.531,4400,304.58,2025.5,1884.8,,
-27.425,24.577,4400,307.31,2055.3,1881.3,,
-27.111,24.062,4400,307.28,2067.8,1880.8,,
-26.709,23.297,4400,304.38,2078.2,1882.2,,
-26.275,22.68,4400,304.27,2095,1881.4,,
-26.343,22.207,4400,303.74,2094.8,1879.2,,
-25.817,21.386,4400,303.08,2114.6,1878.2,,
-25.489,21.046,4400,305.65,2132.7,1875.5,,
-25.384,20.322,4400,307.2,2144.3,1870.9,,
-25.256,19.182,4400,306.41,2154.2,1866.6,,
-24.776,18.465,4400,302.99,2166.1,1867.9,,
-24.245,17.869,4400,303.12,2187.1,1866.6,,
-23.962,17.821,4400,303.69,2197.7,1866.6,,
-23.869,17.612,4400,306.83,2209.6,1863.1,,
-22.976,16.078,4400,307.14,2250.4,1857.6,,
-23.298,15.937,4400,304.03,2233.4,1859,,
-22.183,14.57,4400,303.21,2278.7,1855.4,,
-22.092,13.696,4400,304.35,2291.4,1850.6,,
-21.555,12.682,4400,306.86,2323.9,1844.6,,
-21.59,12.835,4400,306.56,2320.7,1845.5,,
-21.225,11.727,4400,301.29,2329.1,1845.4,,
-21.23,11.284,4400,305.94,2344.1,1839.5,,
-20.519,10.527,4400,307.15,2376.8,1835.9,,
-20.224,99.287,4400,304.61,2384.5,1835.6,,
-19.697,96.886,4400,302.43,2396,1836.9,,
-19.302,81.094,4400,304.14,2421.2,1828.7,,
-18.775,79.252,4400,306.32,2437.1,1826.6,,
-18.717,73.453,4400,307.16,2443.4,1823.3,,
-18.351,67.988,4400,302.2,2439.4,1825.2,,
-18.113,56.822,4400,303.27,2449.2,1819.5,,
-17.477,49.158,4400,304.51,2456.1,1815.6,,
-17.409,47.139,4400,306.4,2460.8,1813.2,,
-16.683,34.821,4400,308.05,2464.7,1806.9,,
-16.871,33.947,4400,304.86,2459.8,1809,,
-16.773,27.009,4400,302.4,2456.4,1807.9,,
-16.023,17.211,4400,304.37,2457.1,1802.5,,
-15.635,12.383,4400,306.37,2458.9,1799,,
-14.964,0.43308,4400,307.08,2455.9,1795.3,,
-14.748,0.21411,4400,300.96,2441.2,1799.4,,
-14.398,-0.35458,4400,308.52,2455.8,1791,,
-14.28,-13.424,4400,303.59,2447.8,1790.7,,
-13.909,-20.469,4400,301.87,2442.8,1789.2,,
-13.528,-29.015,4400,306.32,2452.3,1782.1,,
-12.979,-36.881,4400,307.78,2453.2,1777.8,,
-12.952,-40.583,4400,303.03,2443.8,1780,,
-12.764,-50.007,4400,301.83,2443.4,1776.9,,
-12.545,-52.264,4400,303.93,2446.9,1774.4,,
-12.208,-56.233,4400,307.83,2454,1769.7,,
-11.78,-68.959,4400,305.74,2450.4,1766,,
-10.993,-73.978,4400,303.73,2438.9,1765.9,,
-11.136,-73.168,4400,305.67,2444.8,1764.6,,
-11.107,-74.378,4400,305.99,2445.7,1763.9,,
-11.262,-6.732,4400,304,2439.7,1768.4,,
-11.549,-60.037,4400,305.46,2443,1770.3,,
-11.767,-55.623,4400,305.73,2444,1771.9,,
-11.986,-50.445,4399.9,306.03,2444.6,1773.8,,
-12.213,-47.031,4400,301.85,2436,1778.5,,
-12.82,-37.772,4400,305.31,2446.2,1779.5,,
-13.59,-27.729,4400,306.26,2452.3,1782.7,,
-13.56,-20.786,4400,306.12,2448.5,1785.9,,
-13.881,-16.704,4400,307.24,2452.8,1786.6,,
-14.043,-11.442,4400,301.5,2439.7,1793.4,,
-14.827,0.14102,4400,306.28,2453.8,1794.8,,
-15.055,0.60597,4400,307.94,2458.2,1795.3,,
-15.225,12.912,4400,301.77,2444.3,1803.2,,
-15.458,18.856,4400,305.23,2452.1,1802.9,,
-15.956,27.455,4400,308.26,2460.8,1804,,
-16.644,32.483,4400,303.87,2456.4,1809.3,,
-16.464,37.289,4400,302,2449.2,1813.1,,
-16.665,39.584,4400,307.41,2461.5,1809.6,,
-17.188,5.011,4400,306.53,2459,1814.6,,
-17.699,55.445,4400,303.22,2450.8,1819.3,,
-18.439,6.466,4400,303.35,2443,1822.7,,
-18.523,6.603,4400,305,2445.2,1821.9,,
-18.376,71.779,4400,306.82,2447.5,1823.1,,
-18.711,84.169,4400,306.2,2434.7,1828.9,,
-19.382,91.595,4400,302.25,2407.4,1834.9,,
-19.572,96.073,4400,303.71,2403,1835.6,,
-19.488,10.5,4400,305.72,2403.3,1838,,
-20.257,11.223,4400,306.09,2376.7,1840.2,,
-20.134,11.382,4400,307.05,2381.6,1840.3,,
-20.472,12.696,4400,304.54,2354.3,1847.9,,
-21.277,12.593,4400,302.41,2323.1,1848.3,,
-21.78,13.474,4400,303.83,2302.4,1850.5,,
-21.94,13.504,4400,307.98,2306.9,1846.9,,
-21.877,14.547,4400,306.24,2296.6,1853.2,,
-22.951,15.83,4400,302.91,2242.9,1860.2,,
-22.496,15.911,4400,303.47,2258.7,1860.9,,
-23.308,16.219,4400,303.42,2229.6,1860.8,,
-22.751,17.526,4400,305.73,2243.7,1866,,
-23.403,17.976,4400,305.37,2218.5,1867.1,,
-24.497,19.777,4400,309.19,2180.1,1869.5,,
-24.779,19.774,4400,303.73,2158.7,1873.6,,
-25.208,21.041,4400,303.71,2136.9,1878.3,,
-25.357,20.698,4400,304.39,2136.2,1875.4,,
-25.975,21.987,4400,304.51,2109.1,1879.1,,
-25.81,21.648,4400,303.88,2114.9,1878.8,,
-26.059,23.008,4400,306.6,2104.6,1881.9,,
-26.634,24.214,4400,307.59,2081.7,1884.1,,
-26.831,24.458,4400,303.2,2064.4,1888.6,,
-27.515,24.833,4400,303.1,2041.5,1886.4,,
-27.612,25.857,4400,306.91,2040.6,1887.2,,
-28.241,26.439,4400,308.3,2021.5,1883.9,,
-28.611,26.997,4400,305.42,2000.8,1886.7,,
-28.771,27.911,4400,303.17,1985.4,1892.8,,
-29.011,28.376,4400,303.71,1976.7,1892.4,,
-29.368,29.044,4400,303.96,1962.8,1892.2,,
-29.481,29.061,4400,304.45,1960.5,1890.5,,
-29.837,29.639,4400,303.21,1944,1891.1,,
-30.646,31.075,4400,307.57,1921.5,1883.5,,
-30.709,31.643,4400,308.35,1917.9,1885.1,,
-30.907,32.482,4400,304.4,1898.5,1892.3,,
-31.423,32.572,4400,302.72,1879.9,1887,,
-31.865,33.953,4400,304.5,1862.8,1886,,
-31.769,33.996,4400,305.17,1866.7,1887,,
-32.411,34.761,4400,304.8,1843.4,1881,,
-33.256,35.992,4400,303.73,1810.3,1874.4,,
-33.695,36.554,4400,306.09,1799.8,1866.3,,
-33.504,37.222,4400,307.2,1803.3,1872.8,,
-33.984,37.774,4400,304.87,1782,1870,,
-34.339,38.059,4400,302.76,1766.2,1867.5,,
-34.292,38.86,4400,302.86,1762.9,1873.5,,
-34.903,39.86,4400,306.82,1748.6,1862.4,,
-35.169,40.302,4400,306.77,1738.7,1860.1,,
-34.794,41.737,4400,303.35,1733.3,1881.2,,
-34.923,42.413,4400,303.83,1726.8,1882.3,,
-35.247,42.372,4400,304.14,1719,1874.9,,
-34.577,42.197,4400,304.31,1738.4,1887.5,,
-34.777,42.319,4400,307.43,1738.7,1879.8,,
-35.42,42.251,4400,306.45,1719.8,1867.6,,
-35.077,42.219,4400,305.2,1726.6,1876,,
-34.939,42.534,4400,303.21,1724.4,1883.6,,
-34.98,42.366,4400,303.9,1725.7,1880.7,,
-35.304,42.404,4400,303.72,1716.4,1874.4,,
-34.745,40.865,4400,308.86,1751.2,1869.2,,
-34.877,40.142,4400,306.19,1746.3,1865.5,,
-35.163,39.996,4400,303.04,1733,1863,,
-34.771,39.132,4400,302.76,1748.2,1865.7,,
-34.773,38.508,4400,306.42,1759.4,1857.2,,
-35.105,37.762,4400,307.88,1757.8,1845,,
-34.753,36.541,4400,305.93,1770.6,1846.4,,
-34.198,35.973,4400,304.46,1786.1,1855.1,,
-34.252,35.288,4400,303.59,1786.9,1851,,
-34.066,34.675,4400,304.21,1797,1850,,
-33.813,33.583,4400,305.6,1813.5,1846.4,,
-33.473,33.242,4400,304.24,1822,1852.2,,
-33.141,32.742,4400,303.74,1833.2,1855.9,,
-33.034,31.9,4400,304.67,1843.3,1851.5,,
-33.114,31.317,4400,305.16,1845.6,1845.9,,
-32.228,30.722,4400,308.06,1880.2,1854.5,,
-33.021,30.119,4400,305.13,1855.5,1840.4,,
-33.15,29.527,4400,303.35,1851.7,1836.8,,
-32.267,29.075,4400,304.71,1882,1847.9,,
-32.25,28.253,4400,305.15,1888.6,1842.7,,
-31.422,26.892,4400,304.17,1918.2,1849.7,,
-31.294,26.762,4400,303.82,1921.9,1851.5,,
-31.183,26.676,4400,307.47,1933.5,1848.2,,
-31.359,25.749,4400,306,1931.1,1841.6,,
-30.967,25.237,4400,301.82,1936.4,1850,,
-30.71,23.603,4400,306.28,1963.7,1838.8,,
-30.266,23.588,4400,307.66,1979.6,1843.8,,
-29.878,22.329,4400,302.56,1987.6,1848,,
-29.899,21.971,4400,305.49,1995.7,1842.2,,
-30.049,21.191,4400,306.64,1998.8,1834.1,,
-29.913,20.62,4400,305.35,2003.6,1834.2,,
-29.835,20.396,4400,302.62,2001.2,1837.2,,
-29.586,19.293,4400,304.45,2019.6,1832.2,,
-28.968,18.592,4400,307.67,2049.4,1832.6,,
-28.847,17.729,4400,305.85,2054.5,1831.3,,
-28.682,17.378,4400,301.69,2052.3,1836,,
-28.239,16.814,4400,304.23,2074.8,1835,,
-28.46,16.054,4400,307.33,2080.2,1824.9,,
-28.095,15.252,4400,306.68,2094.9,1825.3,,
-28.091,14.749,4400,304.25,2092.8,1825.3,,
-27.578,14.914,4400,302.2,2102.5,1833.6,,
-27.803,13.464,4400,306.85,2115.9,1818.5,,
-27.268,12.211,4400,304.87,2136.1,1819.3,,
-27.149,11.55,4400,303.89,2141.9,1817.9,,
-27.085,11.135,4400,304.21,2147.5,1815.9,,
-26.32,10.344,4400,304.39,2177.2,1818,,
-26.29,10.129,4400,304.58,2180.1,1817,,
-26.493,99.176,4400,304.53,2175,1814.3,,
-26.215,85.097,4400,302.49,2188.9,1811.3,,
-25.636,86.794,4400,304.76,2211.7,1814,,
-25.686,83.018,4400,306.09,2215.9,1810.5,,
-25.625,64.049,4400,303.93,2226.7,1803.5,,
-25.443,58.261,4400.1,308.73,2248.5,1797.2,,
-24.961,54.102,4400,304.84,2258.7,1801.8,,
-24.838,45.459,4400,301.19,2260.8,1801.6,,
-24.877,38.577,4400,303.25,2269.9,1796.2,,
-24.603,3.469,4400,309.41,2297.8,1790.1,,
-24.183,25.643,4400,303.82,2306.6,1793,,
-24.21,21.063,4400,304.12,2310.2,1790.4,,
-23.819,15.477,4400,303.06,2326.9,1790.4,,
-23.483,0.8716,4400,305.56,2351.9,1786.4,,
-23.403,0.10707,4400,303.39,2356.5,1785,,
-23.236,-0.92379,4400,310.11,2389.8,1775,,
-22.763,-14.513,4400,302.51,2393.4,1780.8,,
-22.897,-19.732,4400,302.33,2392.8,1778.1,,
-22.813,-26.287,4399.9,307.88,2416.8,1770.6,,
-22.854,-3.559,4400,301.51,2407.8,1771.6,,
-22.065,-39.783,4400,304.66,2448.7,1769.4,,
-22.359,-46.751,4400.1,306.16,2449.3,1764.2,,
-21.863,-51.187,4399.9,306.73,2471.5,1763.1,,
-21.567,-56.375,4400,303.63,2477,1764,,
-21.771,-63.531,4400,307.1,2486.8,1757.4,,
-21.454,-68.523,4400,295.49,2470.3,1765.5,,
-21.152,-77.343,4400,315.65,2535,1745.8,,
-20.897,-77.103,4400,303.3,2509.1,1756.4,,
-21.457,-77.333,4400,302.09,2494.9,1756.2,,
-21.173,-75.418,4400,307.96,2514.1,1752.8,,
-21.649,-6.53,4399.9,305.55,2487.9,1758.2,,
-22.048,-56.456,4400,303.83,2463.3,1762.6,,
-21.807,-4.597,4399.9,303.23,2459.3,1768.5,,
-22.153,-39.755,4399.9,311.48,2463.3,1763.5,,
-22.187,-33.934,4400,303.06,2434.7,1773.1,,
-22.852,-29.385,4400.1,301.47,2401.7,1774.5,,
-22.662,-21.078,4400,310.01,2423,1771.7,,
-22.699,-22.807,4400,302.63,2404.1,1777,,
-22.634,-19.133,4400,303.28,2404.7,1778.4,,
-23.19,-0.50107,4399.9,309.7,2386.5,1777.5,,
-23.39,10.141,4399.9,303.4,2348.7,1789.3,,
-23.542,10.921,4399.9,303.04,2341.3,1789.4,,
-23.985,12.915,4400.1,307.18,2333.3,1784.8,,
-24.246,20.775,4400.1,303.28,2307.1,1790.8,,
-24.481,32.205,4400,304.27,2291.5,1794.3,,
-24.541,35.162,4400,303.88,2286,1795.7,,
-24.33,43.539,4400,310.19,2302.2,1795.1,,
-24.834,46.564,4399.9,304.35,2267.8,1799.3,,
-25.205,59.902,4400,303.12,2241.8,1804.8,,
-25.453,66.993,4400.1,304.36,2231.2,1805.7,,
-25.312,67.836,4400,302.91,2231.8,1808.3,,
-25.623,79.002,4400,310.57,2231.5,1804.6,,
-25.781,86.772,4400,303.36,2203.7,1814.4,,
-26.118,93.197,4400,304.48,2191,1814.2,,
-26.375,97.666,4399.8,305,2180.9,1814,,
-26.734,10.371,4400,304.91,2165.2,1814.3,,
-26.597,11.054,4399.9,303.61,2161.8,1820.3,,
-26.814,11.51,4400,304.63,2154.3,1819.9,,
-27.241,12.786,4399.9,305.45,2134.4,1822,,
-27.317,13.551,4400,304.42,2124.5,1826.4,,
-27.337,14.08,4400,304.99,2121.7,1828.4,,
-27.457,13.879,4400,305.48,2120.5,1825.7,,
-27.78,14.706,4400,305.36,2105,1827.1,,
-28.036,15.952,4399.9,306.49,2091.6,1830,,
-28.471,16.635,4399.9,305.64,2072.3,1829.9,,
-28.583,17.203,4400,305.7,2065.4,1831.7,,
-28.744,17.687,4400,304.38,2054.5,1833.9,,
-29.042,17.985,4399.9,307.17,2050,1828.8,,
-28.427,18.299,4400.6,305.01,2061.3,1840.2,,
-28.898,19.361,4399.9,305.33,2041.3,1840.5,,
-29.805,21.101,4399.9,305.73,2004.5,1838.1,,
-30.054,20.858,4400,303.24,1993.3,1836.1,,
-29.733,21.43,4399.9,303.4,1999.3,1843.8,,
-29.832,22.055,4400,305.85,1997.9,1843.1,,
-30.215,23.187,4400.4,306.5,1981.1,1843.5,,
-30.865,23.308,4400,307.27,1963.3,1833.5,,
-30.678,23.926,4400,304.1,1957.9,1843.8,,
-31.135,25.017,4400,303.6,1936.9,1843.8,,
-31.431,26.059,4400,303.01,1920.7,1845.9,,
-31.132,26.639,4400,305.6,1931.1,1851.1,,
-31.431,26.852,4400,303.04,1915.8,1850.7,,
-31.688,27.424,4400,308.42,1916.6,1843.2,,
-31.891,28.551,4400,306.3,1899.3,1849.2,,
-31.847,29.285,4400,305.96,1895.2,1854.9,,
-32.128,29.711,4400,304.83,1882.3,1854.1,,
-32.589,30.246,4400,305,1866.4,1849,,
-32.642,31.123,4400,304.38,1858.3,1854.2,,
-32.596,31.903,4400,302.59,1851,1862.2,,
-33.233,32.37,4400,303.27,1831.9,1852.5,,
-33.223,32.904,4400,305.66,1834,1852.9,,
-33.564,34.021,4400,304.56,1815.5,1854.9,,
-33.706,34.293,4400,304.57,1809.9,1853.9,,
-34.098,34.67,4400,306.92,1801.8,1846,,
-34.083,35.249,4400,308.32,1801.7,1848.1,,
-34.154,35.96,4400,304.87,1788.2,1855.3,,
-34.54,37.481,4400,303.71,1766.2,1858.8,,
-34.62,37.472,4400,304.69,1766.1,1856,,
-34.8,38.63,4400,303.49,1751.9,1861.1,,
-34.694,39.28,4400,303.04,1749.9,1867.8,,
-35.013,40.21,4400,307.06,1744.1,1862.2,,
-35.07,40.98,4400,308.2,1740.3,1864.4,,
-35.145,42.318,4400,304.85,1723.5,1875.7,,
-35.074,42.242,4400,303.57,1723.3,1878.4,,
-35.31,42.22,4400,304.47,1718.9,1872.2,,
-35.107,42.324,4400,304.68,1724.2,1876.7,,
-35.025,42.171,4400,304.22,1726.3,1878,,
-34.881,42.342,4400,304.97,1730.7,1881.2,,
-34.848,42.462,4400,304.6,1730.1,1883.2,,
-34.403,42.547,4400,304,1740.3,1894,,
-34.533,42.509,4400,305.45,1740,1889,,
-34.968,42.684,4400,308.98,1734.6,1876.1,,
-34.927,42.357,4400,305.22,1729.9,1880,,
-35.092,42.585,4400,304.44,1722.5,1879.1,,
-34.677,40.58,4400,304.49,1745.7,1874.6,,
-35.212,39.871,4400,304.44,1735.3,1859.5,,
-34.994,39.209,4400,304.55,1745.4,1859.6,,
-34.739,38.495,4400,303.72,1754.8,1861.2,,
-34.239,38.422,4400,304.14,1769.6,1870,,
-34.532,37.605,4400,305.96,1770.4,1856.8,,
-35.034,36.98,4400,309.71,1768.2,1839.7,,
-34.836,36.062,4400,304.79,1768.9,1843.5,,
-34.946,35.338,4400,304.78,1770.2,1837.6,,
-35.591,34.444,4400,304.52,1757.5,1823,,
-34.943,34.504,4400,304.4,1774.5,1833.4,,
-35.242,33.155,4400,304.48,1774.6,1821.6,,
-35.332,32.59,4400,305.25,1777.1,1816.8,,
-35.585,31.862,4400,305.59,1775.3,1809.7,,
-34.589,31.197,4400,303.62,1802.4,1822.2,,
-35.246,30.463,4400,303.95,1789.5,1808.9,,
-34.806,29.9,4400,303.29,1803.6,1812.7,,
-35.357,29.048,4400,304.39,1795.9,1800.7,,
-34.609,28.448,4400,307.2,1826,1804.7,,
-35.182,28.592,4400,307.43,1809.8,1798.2,,
-34.833,27.456,4400,304.69,1820.6,1799.5,,
-34.541,26.972,4400,303.18,1828.4,1802.2,,
-34.681,25.966,4400,302.95,1830.1,1796.1,,
-34.402,25.706,4400,304.67,1843.1,1796.8,,
-34.528,24.219,4400,306.12,1851.7,1787.6,,
-34.003,23.629,4400,306.07,1869.9,1790.9,,
-33.991,22.974,4400,305.54,1873.1,1788.6,,
-34.021,23.057,4400,303.44,1867.3,1790.4,,
-34.207,22.939,4400,302.61,1861.1,1788.4,,
-33.987,21.094,4400,305.18,1884.1,1780.7,,
-33.93,21.055,4400,305.57,1886.7,1780.9,,
-34.268,20.422,4400,305.09,1880.1,1775.2,,
-33.966,19.487,4400,305.32,1894.9,1774.2,,
-33.381,18.751,4400,304.7,1914.6,1777.5,,
-33.774,17.769,4400,303.39,1906.8,1770.4,,
-33.507,17.516,4400,304.07,1917.4,1771.5,,
-33.542,16.441,4400,303.08,1920.9,1767.5,,
-33.512,15.982,4400.1,308.8,1937.1,1762,,
-33.473,15.367,4400,306.31,1936.6,1761.6,,
-33.686,14.363,4400,302.58,1928.7,1758.5,,
-33.493,13.861,4400,302.21,1936.5,1758.4,,
-33.243,13.1,4400,311.06,1967.8,1751.9,,
-32.826,12.712,4400,303.41,1965.5,1758.9,,
-33.472,11.939,4400,303.37,1951.7,1750.7,,
-33.411,11.447,4400,301.48,1952.4,1750.5,,
-32.938,11.235,4400,304.55,1974.1,1751.5,,
-32.982,10.08,4400,311.96,1996.4,1742.5,,
-32.686,91.365,4400,301.83,1988.7,1747.4,,
-32.434,88.447,4400,301.56,1997.2,1748.5,,
-32.606,79.281,4400,308.91,2014.3,1739.3,,
-33.271,76.799,4400,300.21,1977.5,1739,,
-32.598,65.973,4400,307.94,2020.9,1735.3,,
-32.242,58.303,4399.9,306.11,2032.2,1736.1,,
-32.31,56.166,4400.1,303.71,2026.3,1736.2,,
-32.512,44.249,4399.9,307.74,2037,1728.6,,
-32.671,37.524,4400,300.28,2020.1,1729.4,,
-32.047,34.449,4400,305.12,2051.1,1729.6,,
-32.127,24.323,4400,307.82,2061.4,1724.2,,
-32.079,17.396,4400,306.55,2064.5,1722.9,,
-32.101,14.868,4400,301.39,2053.9,1724.7,,
-32.066,12.218,4400,304.02,2062.6,1722.6,,
-32.299,0.23323,4400,303.29,2060.5,1718.5,,
-31.853,-0.85685,4400,303.35,2081,1717.4,,
-32.036,-14.983,4400,309.97,2094.7,1711.1,,
-32.151,-23.199,4400,307.01,2090,1709.5,,
-31.977,-27.671,4400,305.15,2093.9,1709.8,,
-31.8,-30.816,4400,300.75,2091.3,1711.9,,
-31.406,-39.229,4400,304.27,2116.8,1709.5,,
-31.435,-49.878,4400,303.56,2121.4,1706.4,,
-31.909,-47.717,4400,307.85,2115.4,1702.8,,
-31.24,-53.791,4400,307.01,2137.9,1704.5,,
-31.088,-70.934,4400,305.46,2150.7,1700.6,,
-31.537,-7.449,4400,298.93,2124.3,1700.5,,
-31.082,-76.038,4399.9,312.21,2170,1696.1,,
-30.731,-71.569,4400,299.3,2148,1705.2,,
-31.098,-74.226,4400,306.89,2156,1698.9,,
-31.463,-76.692,4400,308.29,2149.6,1696,,
