in1,in2,in3,in4,in5,in6,out1,out2,out3,out4,out5,out6,out7,out8,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
22.056,430.31,2300.0,-47.031,24.181,10.187,6857.0,13.763,10.439,774.95,2010000.0,722.04,664.53,1088.9,,,,,,,,,
21.577,425.93,2300.0,-45.343,24.233,10.182,6975.7,13.751,10.3,774.48,2050000.0,719.08,661.22,1123.5,,,,,,,,,
21.613,422.28,2300.0,-43.651,24.286,10.171,7078.3,13.752,10.238,762.74,2090000.0,718.75,660.74,1131.1,,,,,,,,,
21.159,417.63,2300.0,-41.932,24.337,10.155,7284.4,13.745,10.106,758.87,2160000.0,715.79,657.45,1165.3,,,,,,,,,
20.636,412.77,2300.0,-40.213,24.387,10.132,7564.1,13.738,99.677,754.54,2250000.0,712.36,653.71,1202.2,,,,,,,,,
20.274,406.45,2299.9,-38.495,24.439,10.124,7712.1,13.729,98.123,745.43,2300000.0,709.61,650.56,1229.1,,,,,,,,,
19.826,400.26,2300.0,-36.787,24.491,10.137,7672.1,13.712,96.405,741.85,2290000.0,706.59,647.09,1251.4,,,,,,,,,
18.958,394.77,2300.0,-35.076,24.542,10.138,7772.0,13.691,94.506,747.02,2320000.0,701.47,641.57,1285.1,,,,,,,,,
18.561,390.09,2300.0,-33.369,24.596,10.116,8037.0,13.688,93.396,739.22,2410000.0,698.59,638.42,1307.4,,,,,,,,,
18.232,386.9,2300.0,-31.662,24.647,10.088,8346.8,13.687,92.651,732.19,2510000.0,696.16,635.85,1326.5,,,,,,,,,
17.329,383.35,2300.0,-29.962,24.699,10.073,8587.0,13.673,91.261,739.27,2580000.0,690.93,630.44,1353.6,,,,,,,,,
16.907,378.54,2300.0,-28.312,24.751,10.061,8776.3,13.664,90.111,733.05,2650000.0,687.94,627.15,1369.6,,,,,,,,,
16.976,374.27,2299.9,-26.631,24.801,10.058,8842.4,13.663,89.461,718.48,2680000.0,687.55,626.41,1373.5,,,,,,,,,
16.544,369.03,2300.0,-24.901,24.851,10.058,8903.3,13.652,88.212,713.38,2710000.0,684.57,623.03,1385.5,,,,,,,,,
16.033,363.77,2300.0,-23.182,24.902,10.046,9103.7,13.641,86.972,707.71,2780000.0,681.02,619.1,1401.5,,,,,,,,,
15.641,359.32,2300.0,-21.475,24.952,10.035,9283.0,13.632,85.976,701.44,2850000.0,678.18,615.91,1414.1,,,,,,,,,
15.109,355.39,2300.0,-19.958,24.868,10.014,9579.3,13.62,85.013,696.61,2940000.0,674.61,611.98,1430.6,,,,,,,,,
15.031,352.13,2300.0,-18.689,24.598,0.9989,9917.0,13.613,84.538,680.75,3040000.0,673.31,610.09,1441.6,,,,,,,,,
15.556,349.31,2300.0,-17.546,24.265,0.99836,9980.3,13.618,84.522,655.89,3060000.0,675.26,611.23,1438.2,,,,,,,,,
16.153,346.49,2300.0,-16.437,23.932,0.99905,9884.7,13.625,84.516,631.74,3040000.0,677.68,612.8,1430.2,,,,,,,,,
16.756,343.67,2300.0,-15.339,23.603,10.007,9673.9,13.634,84.482,609.09,2980000.0,680.19,614.47,1419.3,,,,,,,,,
17.545,340.21,2300.0,-14.257,23.278,10.023,9456.3,13.644,84.488,581.34,2920000.0,683.44,616.65,1405.7,,,,,,,,,
18.37,336.87,2300.0,-13.186,22.954,10.023,9424.7,13.655,84.611,551.5,2910000.0,686.66,618.65,1394.9,,,,,,,,,
19.058,333.87,2300.0,-12.092,22.624,1.002,9435.3,13.664,84.696,525.3,2900000.0,689.2,620.0,1386.0,,,,,,,,,
19.407,330.27,2300.0,-1.096,22.287,10.032,9298.8,13.667,84.353,505.58,2860000.0,690.05,619.92,1379.6,,,,,,,,,
20.131,326.7,2300.0,-0.98399,21.952,10.048,9085.4,13.677,84.297,480.44,2790000.0,692.67,621.4,1363.7,,,,,,,,,
21.231,323.53,2300.0,-0.87081,21.613,10.043,9080.8,13.694,84.714,449.84,2770000.0,696.92,624.05,1342.1,,,,,,,,,
22.056,320.24,2300.0,-0.75838,21.276,10.036,9120.2,13.706,84.899,424.84,2770000.0,699.74,625.37,1324.5,,,,,,,,,
22.353,317.39,2300.0,-0.6471,20.94,10.037,9108.6,13.709,84.676,409.23,2760000.0,700.19,624.9,1318.7,,,,,,,,,
22.82,313.2,2300.0,-0.5343,20.604,10.041,9041.9,13.714,84.353,389.72,2730000.0,701.04,624.58,1307.4,,,,,,,,,
23.628,309.85,2300.0,-0.42378,20.272,10.039,9023.0,13.726,84.497,369.14,2710000.0,703.62,625.73,1283.5,,,,,,,,,
24.414,305.85,2300.0,-0.31631,19.947,10.046,8900.0,13.739,84.472,349.49,2670000.0,705.9,626.66,1256.0,,,,,,,,,
25.158,302.4,2300.0,-0.20617,19.618,10.051,8797.5,13.751,84.511,332.2,2630000.0,708.06,627.56,1227.4,,,,,,,,,
25.681,300.34,2300.0,-0.09261,19.278,10.044,8849.8,13.759,84.656,319.35,2640000.0,709.52,627.9,1208.0,,,,,,,,,
26.358,296.84,2300.0,0.02058,18.945,10.041,8842.9,13.769,84.664,303.63,2620000.0,711.23,628.26,1180.7,,,,,,,,,
27.357,292.77,2300.0,0.13415,18.607,1.006,8532.6,13.789,84.751,285.65,2540000.0,714.31,630.03,1130.6,,,,,,,,,
28.086,288.54,2300.0,0.24543,18.265,10.072,8333.3,13.802,84.595,269.74,2480000.0,716.01,630.53,1096.2,,,,,,,,,
28.986,285.65,2300.0,0.35556,17.934,10.063,8375.6,13.819,84.941,254.48,2480000.0,718.82,631.61,1052.2,,,,,,,,,
29.706,283.23,2300.0,0.46532,17.601,10.066,8264.7,13.833,85.141,241.88,2450000.0,721.02,632.59,1015.2,,,,,,,,,
29.867,279.5,2300.0,0.57317,17.278,10.078,8127.4,13.834,84.556,232.32,2420000.0,720.23,631.3,1015.6,,,,,,,,,
30.539,274.35,2300.0,0.68178,16.955,1.009,7920.1,13.845,84.161,217.56,2370000.0,721.3,631.12,988.53,,,,,,,,,
31.626,270.64,2300.0,0.79154,16.624,1.009,7794.9,13.866,84.451,202.05,2340000.0,724.74,632.57,933.55,,,,,,,,,
32.294,268.54,2300.0,0.90244,16.292,10.072,7953.6,13.878,84.754,191.51,2370000.0,726.7,632.83,902.32,,,,,,,,,
32.897,263.43,2300.0,10.137,15.958,10.074,7869.4,13.887,84.333,179.04,2350000.0,727.45,632.1,882.29,,,,,,,,,
33.83,259.12,2300.0,11.258,15.623,10.088,7550.5,13.905,84.277,166.78,2290000.0,730.07,633.13,838.39,,,,,,,,,
34.452,256.56,2300.0,12.378,15.288,10.078,7609.1,13.916,84.402,158.12,2300000.0,731.73,633.28,811.16,,,,,,,,,
34.994,250.34,2299.9,13.464,14.958,10.074,7622.9,13.922,8.373,146.79,2310000.0,731.86,631.75,799.58,,,,,,,,,
36.141,244.82,2299.9,14.573,14.625,10.093,7173.6,13.945,83.608,135.4,2220000.0,735.21,633.32,745.33,,,,,,,,,
37.217,241.05,2300.0,15.713,14.286,10.093,7004.0,13.967,83.892,126.67,2190000.0,738.74,635.23,692.05,,,,,,,,,
37.989,235.46,2300.0,16.826,13.952,10.088,6965.8,13.979,8.358,117.71,2180000.0,740.26,635.28,664.29,,,,,,,,,
38.246,230.71,2299.9,17.935,13.62,10.097,6826.4,13.98,82.856,111.1,2160000.0,739.67,633.98,665.68,,,,,,,,,
38.815,225.45,2300.0,19.043,13.286,10.113,6550.3,13.988,82.319,103.96,2100000.0,740.46,634.01,648.6,,,,,,,,,
39.865,223.01,2300.0,20.156,12.953,10.117,6322.6,14.009,82.945,99.238,2050000.0,744.39,637.73,594.44,,,,,,,,,
40.376,218.32,2300.0,21.269,12.62,10.106,6397.0,14.017,82.637,93.042,2070000.0,745.0,637.61,581.15,,,,,,,,,
41.721,211.28,2299.9,22.382,12.286,10.111,6137.2,14.041,82.803,85.632,2010000.0,749.0,641.64,525.34,,,,,,,,,
42.479,207.4,2300.0,23.506,11.963,10.124,5865.1,14.054,82.919,81.358,1950000.0,751.2,644.4,495.88,,,,,,,,,
42.586,202.2,2300.0,24.627,11.625,10.121,5929.9,14.052,81.993,75.392,1970000.0,749.78,642.05,506.47,,,,,,,,,
44.251,196.33,2300.0,25.732,11.279,10.099,5932.9,14.086,83.165,70.988,1960000.0,755.63,649.69,438.47,,,,,,,,,
45.447,190.59,2300.0,26.837,10.948,10.117,5542.0,14.107,83.583,66.859,1860000.0,759.46,655.17,396.41,,,,,,,,,
45.877,184.23,2299.9,2.795,10.614,1.014,5254.5,14.109,82.703,61.1,1800000.0,759.43,654.89,392.32,,,,,,,,,
46.639,177.21,2299.9,29.043,10.286,10.134,5240.2,14.121,82.318,55.739,1800000.0,760.72,656.35,375.76,,,,,,,,,
47.974,167.15,2300.0,30.137,99.608,10.146,4956.3,14.141,82.007,49.592,1730000.0,764.02,660.59,342.9,,,,,,,,,
48.655,161.9,2300.0,31.231,9.63,1.015,4830.2,14.152,81.819,45.948,1700000.0,765.49,662.61,328.18,,,,,,,,,
49.3,156.0,2299.9,32.336,92.957,10.133,4938.4,14.163,81.497,41.992,1730000.0,766.5,663.76,315.95,,,,,,,,,
50.522,144.7,2300.0,33.457,89.642,10.133,4810.5,14.182,80.692,35.898,1700000.0,768.89,666.35,293.66,,,,,,,,,
51.353,135.8,2299.9,34.577,86.292,10.147,4573.7,14.192,79.786,30.983,1650000.0,770.11,667.52,282.56,,,,,,,,,
52.431,124.23,2299.9,35.694,82.919,10.164,4297.9,14.205,78.598,25.41,1590000.0,771.82,669.03,269.15,,,,,,,,,
53.788,115.16,2300.0,36.585,80.263,10.174,4030.6,14.227,7.848,22.144,1530000.0,775.65,673.96,242.73,,,,,,,,,
53.611,120.52,2300.1,36.044,81.925,10.177,3994.6,14.227,79.516,25.002,1510000.0,776.5,675.81,239.09,,,,,,,,,
52.063,134.63,2300.1,34.051,87.912,10.168,4252.7,14.205,80.534,31.992,1570000.0,773.55,672.43,261.92,,,,,,,,,
50.396,150.21,2300.1,31.822,94.592,10.168,4436.9,14.179,8.168,40.795,1610000.0,770.56,669.09,288.28,,,,,,,,,
48.364,169.5,2300.1,29.581,10.128,1.016,4728.9,14.15,83.089,52.73,1670000.0,766.86,665.05,322.71,,,,,,,,,
45.793,186.15,2300.1,27.355,10.794,1.014,5263.0,14.109,83.015,63.251,1800000.0,759.8,655.45,390.64,,,,,,,,,
44.339,197.64,2300.1,25.183,11.445,10.118,5677.8,14.088,83.482,73.041,1900000.0,756.72,651.38,428.87,,,,,,,,,
43.059,207.6,2300.1,22.935,12.117,10.112,5902.1,14.069,83.823,82.956,1950000.0,754.2,648.26,464.25,,,,,,,,,
41.156,215.55,2300.0,21.014,12.695,10.109,6239.9,14.033,82.992,91.168,2030000.0,748.02,640.74,541.99,,,,,,,,,
40.072,220.2,2300.0,20.202,12.939,10.106,6440.3,14.012,82.667,96.445,2080000.0,744.47,637.18,590.48,,,,,,,,,
40.262,220.38,2300.0,20.156,12.953,1.012,6223.5,14.016,82.846,96.825,2030000.0,745.51,638.58,577.69,,,,,,,,,
40.995,218.5,2300.0,20.156,12.953,10.108,6256.6,14.032,83.403,95.112,2030000.0,748.42,641.5,540.86,,,,,,,,,
40.448,218.56,2300.0,20.156,12.953,10.105,6392.5,14.019,82.772,95.008,2070000.0,745.79,638.38,572.42,,,,,,,,,
39.669,219.96,2300.0,20.156,12.953,10.111,6455.4,14.002,82.142,96.504,2080000.0,742.49,635.08,615.35,,,,,,,,,
40.313,219.32,2300.0,20.156,12.953,1.012,6227.7,14.016,82.691,95.858,2030000.0,745.43,638.3,577.6,,,,,,,,,
40.623,218.76,2300.0,20.126,12.953,10.124,6128.7,14.023,82.921,95.416,2010000.0,746.77,639.8,560.61,,,,,,,,,
40.55,222.64,2300.0,18.944,12.97,1.012,6157.1,14.025,83.654,99.57,2010000.0,747.7,641.38,553.47,,,,,,,,,
40.187,231.19,2300.1,15.899,13.015,10.129,6038.7,14.023,84.935,109.48,1970000.0,748.92,644.14,548.03,,,,,,,,,
39.175,244.52,2300.1,1.205,13.07,10.143,5963.9,14.01,86.418,125.45,1940000.0,748.67,646.19,566.39,,,,,,,,,
38.597,255.89,2300.1,0.82546,13.127,10.147,5944.0,14.006,88.077,140.29,1920000.0,749.94,649.49,565.67,,,,,,,,,
39.023,264.66,2300.1,0.45046,13.181,10.135,5931.7,14.025,90.482,152.28,1910000.0,755.11,656.18,517.02,,,,,,,,,
38.639,275.68,2300.0,0.07546,13.236,10.132,5960.1,14.025,92.353,167.95,1900000.0,757.27,660.24,508.52,,,,,,,,,
38.391,284.7,2300.1,-0.29497,13.29,10.148,5758.1,14.023,93.865,182.26,1840000.0,759.53,664.47,495.07,,,,,,,,,
38.259,296.8,2300.1,-0.66997,13.345,1.015,5683.7,14.029,96.271,201.0,1800000.0,763.36,670.75,471.2,,,,,,,,,
37.298,311.4,2300.1,-10.495,13.4,10.127,6021.3,14.024,98.336,224.53,1860000.0,764.13,674.05,490.29,,,,,,,,,
36.701,322.61,2300.1,-14.223,13.455,10.143,5879.3,14.015,99.883,245.5,1810000.0,765.5,678.25,491.75,,,,,,,,,
36.631,332.57,2300.0,-1.795,13.509,10.179,5469.5,14.011,10.168,265.16,1700000.0,768.8,684.63,464.83,,,,,,,,,
36.255,343.86,2300.1,-21.723,13.565,10.183,5433.8,14.01,10.361,287.87,1670000.0,770.92,689.8,457.51,,,,,,,,,
35.785,356.66,2300.2,-2.54,13.62,10.168,5584.3,14.012,10.586,313.86,1690000.0,772.8,695.05,456.96,,,,,,,,,
35.576,371.4,2300.1,-29.005,13.671,10.171,5524.2,14.017,10.873,343.65,1650000.0,776.03,702.61,437.31,,,,,,,,,
34.933,386.76,2300.1,-32.679,13.724,10.192,5360.7,14.007,11.105,380.05,1580000.0,776.69,708.13,435.14,,,,,,,,,
34.48,397.54,2300.1,-36.406,13.78,10.193,5369.4,14.004,11.278,407.54,1560000.0,776.88,711.46,436.59,,,,,,,,,
34.311,409.56,2300.1,-40.156,13.835,10.199,5294.7,14.006,11.509,435.76,1520000.0,778.39,716.19,421.04,,,,,,,,,
34.367,420.72,2300.1,-43.815,13.889,10.196,5255.3,14.015,11.756,459.47,1490000.0,780.7,721.11,398.79,,,,,,,,,
34.11,431.37,2300.0,-47.588,13.945,10.199,5220.3,14.015,11.948,486.26,1460000.0,781.11,723.77,392.42,,,,,,,,,
33.818,441.24,2300.1,-51.498,14.0,10.205,5169.7,14.013,12.116,512.77,1430000.0,781.08,725.57,388.77,,,,,,,,,
33.941,452.08,2300.1,-5.532,14.055,10.203,5116.0,14.023,12.365,534.95,1390000.0,783.27,729.46,367.79,,,,,,,,,
33.603,464.87,2300.1,-59.078,14.109,10.213,5025.9,14.02,12.585,568.01,1340000.0,783.11,730.96,364.36,,,,,,,,,
33.036,474.47,2300.1,-62.813,14.163,10.218,5028.5,14.013,12.711,597.79,1320000.0,781.37,730.12,377.55,,,,,,,,,
33.199,486.44,2300.0,-66.585,14.219,10.214,4989.8,14.025,12.99,620.55,1290000.0,783.74,733.6,359.12,,,,,,,,,
33.152,495.59,2300.1,-70.335,14.275,10.222,4887.2,14.027,13.172,642.78,1240000.0,784.51,735.18,351.1,,,,,,,,,
33.125,507.24,2300.1,-74.154,14.331,10.233,4747.5,14.03,13.408,669.88,1180000.0,785.59,737.22,341.45,,,,,,,,,
32.835,521.36,2300.1,-7.795,14.386,1.023,4761.1,14.033,13.673,703.09,1140000.0,785.82,738.14,346.48,,,,,,,,,
32.495,529.0,2300.1,-8.17,14.441,10.236,4727.4,14.029,13.786,726.2,1110000.0,784.89,737.56,355.9,,,,,,,,,
32.494,538.3,2300.0,-85.404,14.495,10.239,4658.9,14.033,13.982,747.29,1070000.0,785.94,739.17,351.04,,,,,,,,,
32.596,546.04,2300.0,-89.063,14.548,10.235,4646.9,14.042,14.167,762.83,1050000.0,787.48,741.11,344.29,,,,,,,,,
32.417,554.55,2300.1,-9.282,14.603,1.024,4596.4,14.041,14.323,785.28,1010000.0,787.51,741.54,347.67,,,,,,,,,
31.942,565.17,2300.1,-9.654,14.657,10.252,4526.5,14.034,14.477,817.2,958000.0,786.11,740.57,362.25,,,,,,,,,
32.123,575.14,2300.0,-10.025,14.711,10.253,4454.2,14.043,14.718,836.91,911000.0,788.2,743.27,351.2,,,,,,,,,
32.03,585.98,2300.0,-10.402,14.766,10.256,4399.4,14.047,14.939,862.76,865000.0,788.96,744.54,351.01,,,,,,,,,
31.725,593.17,2300.1,-10.777,14.821,10.258,4395.0,14.044,15.051,884.58,840000.0,788.24,744.02,360.21,,,,,,,,,
31.838,600.4,2300.1,-11.15,14.877,10.257,4360.3,14.051,15.228,899.62,812000.0,789.73,745.91,353.04,,,,,,,,,
31.772,611.27,2300.1,-11.516,14.932,10.266,4264.6,14.053,15.452,925.73,760000.0,790.53,747.3,350.71,,,,,,,,,
31.437,621.15,2300.0,-11.833,14.977,10.275,4202.7,14.048,15.612,954.07,718000.0,789.8,746.98,358.81,,,,,,,,,
31.63,624.62,2300.0,-11.985,14.999,10.271,4194.9,14.056,15.722,958.16,709000.0,791.29,748.69,350.72,,,,,,,,,
31.332,625.36,2300.0,-12.0,15.0,10.264,4281.0,14.053,15.699,963.85,720000.0,789.99,747.16,362.61,,,,,,,,,
30.841,627.47,2300.1,-12.0,15.0,10.263,4342.5,14.045,15.672,976.26,721000.0,787.72,744.71,381.01,,,,,,,,,
31.334,628.3,2300.0,-12.0,15.0,10.258,4319.2,14.058,15.769,968.81,718000.0,790.45,747.69,362.79,,,,,,,,,
31.658,627.87,2300.0,-12.0,15.0,10.262,4247.4,14.062,15.806,963.01,709000.0,791.98,749.43,350.27,,,,,,,,,
31.55,627.18,2300.0,-12.0,15.0,10.268,4220.8,14.057,15.769,964.18,706000.0,791.24,748.67,353.49,,,,,,,,,
31.211,626.36,2300.0,-12.007,15.007,10.261,4319.4,14.053,15.705,967.51,723000.0,789.54,746.65,367.47,,,,,,,,,
31.189,623.31,2300.0,-12.151,15.151,10.263,4314.2,14.05,15.632,963.92,732000.0,789.08,746.06,368.25,,,,,,,,,
30.825,614.74,2299.9,-12.468,15.468,10.283,4239.6,14.03,15.374,959.91,745000.0,785.92,742.55,381.79,,,,,,,,,
30.573,607.44,2300.0,-12.833,15.826,10.306,4144.4,14.009,15.16,957.79,749000.0,783.45,739.9,391.81,,,,,,,,,
30.343,602.29,2300.0,-13.203,16.192,10.324,4086.3,13.992,15.002,959.12,752000.0,781.43,737.75,401.34,,,,,,,,,
29.942,594.28,2299.9,-13.578,16.571,1.034,4080.6,13.969,14.76,958.02,771000.0,778.24,734.18,420.37,,,,,,,,,
30.041,586.53,2299.9,-13.953,16.953,10.357,4017.9,13.955,14.595,948.67,779000.0,777.63,733.49,417.67,,,,,,,,,
29.422,579.75,2299.9,-14.328,17.328,1.038,4025.6,13.923,14.348,955.5,789000.0,773.33,728.84,446.2,,,,,,,,,
28.697,570.71,2300.0,-14.703,17.703,10.398,4079.9,13.89,14.046,959.4,815000.0,768.32,723.26,481.5,,,,,,,,,
29.002,561.14,2299.9,-15.078,18.078,10.404,4062.0,13.886,13.881,940.48,842000.0,768.81,723.53,470.44,,,,,,,,,
28.762,553.06,2299.9,-15.453,18.453,10.418,4077.2,13.866,13.67,936.22,861000.0,766.49,720.89,483.43,,,,,,,,,
28.23,543.97,2299.9,-15.831,18.831,10.435,4121.2,13.837,13.398,935.73,884000.0,762.49,716.42,510.4,,,,,,,,,
28.062,533.14,2300.0,-16.214,19.223,10.458,4114.4,13.809,13.133,925.6,896000.0,760.07,713.7,521.49,,,,,,,,,
27.46,523.8,2299.9,-16.594,19.612,1.048,4153.8,13.775,12.847,925.33,913000.0,755.6,708.77,552.79,,,,,,,,,
26.851,515.33,2299.9,-16.969,19.985,10.486,4235.2,13.756,12.592,923.68,951000.0,751.51,704.04,585.6,,,,,,,,,
27.084,504.97,2299.9,-17.344,20.357,10.492,4228.0,13.75,12.403,903.6,975000.0,751.54,703.77,578.81,,,,,,,,,
27.23,492.19,2299.9,-17.721,20.732,10.522,4161.9,13.719,12.135,882.39,968000.0,750.37,702.46,577.95,,,,,,,,,
26.783,479.79,2299.9,-18.096,21.103,1.055,4156.8,13.68,11.803,869.16,974000.0,746.21,697.88,607.09,,,,,,,,,
25.817,466.5,2299.9,-18.469,21.478,10.564,4256.0,13.648,11.403,857.13,1020000.0,739.53,690.28,666.53,,,,,,,,,
25.562,455.24,2299.9,-18.841,21.86,10.575,4285.0,13.63,11.135,839.78,1040000.0,736.78,686.98,689.8,,,,,,,,,
25.596,443.54,2300.0,-19.216,22.235,10.592,4261.1,13.612,10.891,817.62,1050000.0,735.3,685.1,699.31,,,,,,,,,
25.306,431.44,2299.9,-19.589,22.603,10.616,4237.6,13.581,10.595,797.38,1050000.0,731.85,681.2,729.15,,,,,,,,,
24.76,419.61,2299.9,-19.957,22.972,10.634,4260.8,13.553,10.284,779.6,1070000.0,727.16,675.87,775.72,,,,,,,,,
23.86,407.78,2299.9,-20.324,23.344,10.652,4319.4,13.522,99.404,765.55,1100000.0,720.56,668.55,845.74,,,,,,,,,
23.794,399.68,2299.9,-20.699,23.715,10.662,4319.3,13.51,97.716,752.48,1110000.0,718.81,666.38,862.26,,,,,,,,,
23.935,391.01,2299.9,-21.078,24.087,10.669,4314.7,13.503,96.172,735.81,1120000.0,717.98,664.98,869.06,,,,,,,,,
23.641,380.05,2299.9,-21.453,24.462,10.698,4250.7,13.469,93.622,717.17,1100000.0,713.96,660.51,906.12,,,,,,,,,
23.628,366.57,2299.9,-21.828,29.912,10.741,4157.3,13.442,90.683,735.08,1100000.0,710.76,658.6,917.05,,,,,,,,,
23.375,354.87,2299.9,-22.205,34.131,10.742,4307.4,13.447,88.201,751.36,1170000.0,707.43,655.61,944.2,,,,,,,,,
22.356,348.1,2299.9,-22.579,29.734,10.747,4333.2,13.414,86.269,708.91,1170000.0,700.11,646.31,1026.0,,,,,,,,,
21.801,341.18,2299.9,-22.96,25.981,10.772,4220.0,13.372,84.683,670.82,1130000.0,694.65,639.19,1076.0,,,,,,,,,
22.103,333.05,2299.9,-23.348,26.351,10.761,4304.4,13.38,83.613,653.79,1160000.0,694.13,637.45,1079.9,,,,,,,,,
21.691,322.6,2299.9,-23.726,26.726,10.757,4420.4,13.373,81.612,642.24,1210000.0,689.06,631.37,1119.4,,,,,,,,,
21.748,312.78,2299.9,-24.105,27.112,10.754,4497.7,13.371,80.088,625.07,1240000.0,686.23,627.42,1137.1,,,,,,,,,
21.753,302.93,2299.9,-24.487,27.487,10.747,4601.2,13.37,78.562,608.98,1290000.0,682.96,623.01,1157.2,,,,,,,,,
21.078,290.73,2299.9,-24.855,27.855,10.783,4513.2,13.326,76.128,597.27,1260000.0,674.53,614.81,1198.7,,,,,,,,,
20.694,277.9,2299.9,-25.226,28.226,10.819,4398.3,13.285,73.885,580.35,1230000.0,667.08,607.5,1225.5,,,,,,,,,
20.807,266.38,2299.9,-25.601,28.601,10.821,4452.1,13.276,72.268,559.14,1260000.0,662.98,602.51,1240.1,,,,,,,,,
20.684,256.05,2299.9,-25.973,28.973,10.828,4488.1,13.262,7.071,544.84,1270000.0,658.04,597.18,1257.0,,,,,,,,,
20.055,245.82,2299.9,-26.341,29.341,10.836,4545.0,13.24,68.954,540.19,1300000.0,650.54,589.96,1281.9,,,,,,,,,
19.965,236.48,2299.9,-26.706,29.706,10.849,4526.6,13.221,67.582,527.54,1300000.0,646.03,585.36,1292.5,,,,,,,,,
19.934,224.57,2299.9,-27.087,30.087,10.899,4300.7,13.177,6.582,508.19,1230000.0,640.49,580.12,1296.7,,,,,,,,,
19.412,212.45,2299.9,-27.471,30.471,10.932,4194.9,13.135,6.389,498.6,1200000.0,632.6,572.84,1309.0,,,,,,,,,
18.988,201.7,2299.9,-27.844,30.844,10.925,4323.5,13.124,62.286,490.94,1250000.0,626.2,566.19,1325.9,,,,,,,,,
19.205,191.17,2299.9,-28.21,31.21,10.933,4334.3,13.113,60.955,471.24,1260000.0,623.25,562.28,1331.1,,,,,,,,,
19.494,181.88,2300.0,-28.578,31.578,10.954,4259.8,13.095,59.793,452.7,1230000.0,621.17,559.38,1331.6,,,,,,,,,
19.606,172.64,2299.9,-28.955,31.955,10.971,4212.1,13.077,58.574,438.02,1220000.0,618.26,555.83,1334.6,,,,,,,,,
19.735,163.66,2299.9,-29.3,32.33,10.991,4143.5,13.058,57.393,423.46,1200000.0,615.62,552.54,1336.0,,,,,,,,,
20.141,154.2,2299.9,-29.478,32.706,11.007,4089.4,13.044,56.281,402.42,1180000.0,614.58,550.12,1334.4,,,,,,,,,
20.654,144.05,2299.9,-29.5,33.089,11.032,3977.6,13.026,55.114,377.83,1140000.0,614.09,548.0,1328.4,,,,,,,,,
20.988,134.44,2299.9,-29.5,33.469,11.064,3829.9,12.999,53.932,357.58,1090000.0,612.84,545.58,1322.3,,,,,,,,,
21.74,124.48,2299.9,-29.5,33.853,11.076,3784.3,12.993,52.916,331.07,1070000.0,614.02,544.28,1315.0,,,,,,,,,
22.445,114.07,2299.9,-29.5,34.23,11.083,3769.6,12.989,51.831,305.72,1070000.0,614.89,542.51,1308.8,,,,,,,,,
22.529,103.86,2299.9,-29.5,34.598,11.107,3685.1,12.964,50.489,290.29,1040000.0,612.27,538.82,1308.8,,,,,,,,,
23.006,94.64,2300.0,-29.5,34.889,11.123,3621.3,12.951,49.456,270.93,1030000.0,612.25,536.8,1304.2,,,,,,,,,
23.235,91.504,2300.0,-29.5,34.998,11.129,3589.7,12.946,4.913,263.6,1020000.0,612.63,536.37,1301.3,,,,,,,,,
23.05,91.932,2300.0,-29.5,35.0,11.124,3627.8,12.948,49.117,266.89,1030000.0,611.71,535.85,1305.2,,,,,,,,,
23.312,91.236,2300.0,-29.5,35.0,11.119,3643.5,12.954,49.144,262.34,1030000.0,613.04,536.39,1301.9,,,,,,,,,
23.315,92.269,2300.0,-29.5,35.0,11.109,3695.3,12.962,49.296,263.96,1050000.0,613.39,536.73,1302.9,,,,,,,,,
23.157,92.338,2300.0,-29.5,35.0,11.109,3705.0,12.961,4.924,266.24,1050000.0,612.51,536.21,1305.8,,,,,,,,,
23.342,92.232,2300.0,-29.5,35.0,11.116,3652.8,12.958,4.929,263.41,1030000.0,613.51,536.91,1301.1,,,,,,,,,
23.137,92.375,2300.0,-29.5,34.998,1.111,3701.6,12.96,49.236,266.55,1050000.0,612.4,536.17,1306.0,,,,,,,,,
23.234,92.115,2300.0,-29.5,34.947,11.121,3633.6,12.953,49.225,264.4,1030000.0,612.84,536.49,1302.4,,,,,,,,,
23.342,94.928,2300.0,-29.5,34.833,11.111,3665.3,12.964,49.654,266.61,1040000.0,614.31,537.91,1300.1,,,,,,,,,
23.491,97.855,2300.0,-29.5,34.698,11.085,3790.9,12.987,50.144,268.71,1070000.0,616.13,539.29,1300.6,,,,,,,,,
23.605,100.31,2300.0,-29.5,34.566,11.074,3831.6,12.998,5.053,270.35,1080000.0,617.54,540.54,1299.1,,,,,,,,,
23.18,104.18,2300.0,-29.5,34.431,11.057,3930.9,13.007,50.893,281.59,1110000.0,616.31,540.48,1307.8,,,,,,,,,
22.98,107.47,2300.0,-29.5,34.298,11.039,4029.5,13.02,51.275,289.06,1140000.0,616.21,540.92,1313.2,,,,,,,,,
23.031,110.09,2300.0,-29.394,34.165,11.031,4057.8,13.029,51.656,291.24,1150000.0,617.39,542.12,1312.0,,,,,,,,,
22.737,113.48,2300.0,-29.092,34.031,11.017,4131.6,13.037,52.014,298.5,1180000.0,616.99,542.5,1316.5,,,,,,,,,
